"","EEG.Anlagenschluessel","Hersteller.der.Windenergieanlage","Typenbezeichnung","Leistung","Inbetriebnahmedatum.der.Einheit","Gemeindeschluessel","Koordinate..Breitengrad..WGS84.","Koordinate..Laengengrad..WGS84.","Nabenhoehe.der.Windenergieanlage","Rotordurchmesser.der.Windenergieanlage"
"557","","ENERCON GmbH","E-101","3050 ","02.10.2013",7140080,"50,085783","7,616558","135","101"
"558","","ENERCON GmbH","E-101","3050 ","16.12.2013",7140080,"50,084289","7,621088","135","101"
"559","E3025401WEA00000000BUBENHEIM00011","GE Wind Energy GmbH","GE2.5-120","2530 ","23.07.2014",7333012,"49,619405","8,136297","139","120"
"560","E31495010000000000060208047600000","ENERCON GmbH","E 40-6.44"," 600","15.04.2002",7141038,"50,394908","7,927232","78","44"
"561","E31238010000010170000002251818493","Vestas Deutschland GmbH","V47-660/200"," 660","24.08.2000",7235037,"49,718618","6,706328","65","47"
"562","E30254010000000000005230837706693","ENERCON GmbH","E 40"," 500","05.02.1998",7333031,"49,679773","8,076552","65","40"
"563","E32954010000000000001603603000002","Nordex SE","N117/2400","2400 ","09.06.2016",7338015,"49,58962","8,295192","141","116.8"
"564","E32954010000000000001603603000003","Nordex SE","N117/2400","2400 ","16.06.2016",7338015,"49,586708","8,298443","141","116.8"
"565","E32954010000000000001603603000004","Nordex SE","N117/2400","2400 ","20.06.2016",7338015,"49,58304","8,298814","141","116.8"
"566","E31238010000000000000033166679160","Nordex SE","N117/2400","2400 ","21.06.2016",7133051,"49,726317","7,599801","140.6","116.8"
"567","E31238010000000000000033166679161","Nordex SE","N117/2400","2400 ","29.06.2016",7133051,"49,727984","7,594106","140.6","116.8"
"568","E31102010000000000001274402600001","AN-Maschinenbau- und Umweltschutzanlagen GmbH","150/30 - 50Hz"," 150","26.04.1991",7143253,"50,704533","7,944676","30","23"
"569","E32954010200000000003616500611206","NEG Micon Deutschland GmbH","1500C/64","1500 ","10.05.2000",7333076,"49,691096","8,103774","68","64"
"570","E31238010000000000000059508601130","GE Wind Energy GmbH","GE1.5sl","1500 ","22.12.2004",7235062,"49,570858","6,477665","85","77"
"571","E31238010000000000000069321501133","Nordex SE","S77","1500 ","01.03.2006",7235062,"49,56789","6,476463","85","77"
"572","E30254014000000000005231616306700","ENERCON GmbH","E-70 E 4","2000 ","15.04.2005",7338013,"49,58453","8,284287","98","70"
"573","E31238010000000000000021093158911","Senvion Deutschland GmbH","3.4M104","3370 ","12.03.2013",7140025,"50,092996","7,621859","128","104"
"574","E31238010000000000000021093158908","Senvion Deutschland GmbH","3.4M104","3370 ","07.02.2013",7140025,"50,096332","7,624826","128","104"
"575","E31238010000000000000021093177875","Senvion Deutschland GmbH","3.4M104","3370 ","16.05.2013",7140025,"50,099593","7,626746","128","104"
"576","E31238010000000000000071074223999","Gamesa Corporación Tecnológica S.A.","Gamesa G80","2000 ","16.05.2006",7135093,"50,21482","7,20772","100","80"
"577","E31238010000000000000071074224000","Gamesa Corporación Tecnológica S.A.","Gamesa G80","2000 ","19.05.2006",7135093,"50,21028","7,20835","100","80"
"578","E31238010000000000000071074224001","Gamesa Corporación Tecnológica S.A.","Gamesa G80","2000 ","23.05.2006",7135093,"50,21114","7,20454","100","80"
"579","E31238010000000000000071074224002","Gamesa Corporación Tecnológica S.A.","Gamesa G80","2000 ","25.05.2006",7135093,"50,21281","7,19841","100","80"
"580","E31238010000000000000071074231438","Gamesa Corporación Tecnológica S.A.","Gamesa G80","2000 ","29.12.2006",7135090,"50,21276","7,20913","100","80"
"581","E3025401WEA0004100033660000013422","GE Wind Energy GmbH","GE 2.75-120","2750 ","21.11.2014",7333012,"49,63294","8,14657","139","120"
"582","E3025401WEA0004100033660000013421","GE Wind Energy GmbH","GE 2.75-120","2750 ","14.11.2014",7333012,"49,6295","8,1452","139","120"
"583","E3123801V000000000000038295395669","GE Wind Energy GmbH","GE 2.5-120","2530 ","21.11.2014",7339062,"49,978233","7,791959","139","120"
"584","E3123801V000000000000038295395670","GE Wind Energy GmbH","GE 2.5-120","2530 ","14.11.2014",7339062,"49,975338","7,798027","139","120"
"585","E31238010000000000000075007409393","Nordex SE","S77","1500 ","13.12.2006",7235062,"49,565048","6,47524","85","77"
"586","E31238010000000000000075007409394","Nordex SE","S77","1500 ","13.12.2006",7235062,"49,562858","6,471757","85","77"
"587","E31238010000000000000075007472320","ENERCON GmbH","E-53"," 800","20.12.2012",7235062,"49,562889","6,477315","73","53"
"588","E31102010000000000001274308900001","Vestas Deutschland GmbH","V44"," 600","13.05.1996",7143222,"50,65","8,00336","53","44"
"589","","ENERCON GmbH","E40/5.40"," 500","03.07.1997",7143222,"50,651629","8,001196","65","40"
"590","E31238010000000000000021093158907","Senvion Deutschland GmbH","3.4M104","3370 ","26.03.2013",7140025,"50,096673","7,618678","128","104"
"591","E31238010000000000000021093190265","Senvion Deutschland GmbH","3.4M104","3370 ","29.05.2013",7140025,"50,101988","7,62465","128","104"
"592","E31238010000000000000021093190264","Senvion Deutschland GmbH","3.4M104","3370 ","25.05.2013",7140025,"50,100719","7,617806","128","104"
"593","E31238010000020170000009043109633","ENERCON GmbH","E-40 / 5.40"," 500","25.03.1994",7232068,"50,003002","6,247283","42","40"
"594","E31238010000020170000009043119002","ENERCON GmbH","E-40 / 5.40"," 500","24.03.1994",7232068,"50,002901","6,252416","42","40"
"595","E31238010000020170000009043119003","ENERCON GmbH","E-40 / 5.40"," 500","09.06.1994",7232068,"50,004114","15,570218","42","40"
"596","E31238010000020170000008995100041","ENERCON GmbH","E-40 / 5.40"," 500","07.09.1994",7232068,"50,005499","6,252443","42","40"
"597","E31238010000020170000008995119010","ENERCON GmbH","E-40 / 5.40"," 500","06.09.1994",7232056,"50,006996","6,258603","42","40"
"598","E31238010000020170000008995119012","ENERCON GmbH","E-40 / 5.40"," 500","14.06.1994",7232056,"50,008397","6,263284","42","40"
"599","E31238010000020170000009048200040","ENERCON GmbH","E-40 / 5.40"," 500","03.10.1994",7232005,"50,020101","6,251906","50","40"
"600","E31238010000020170000009048219013","ENERCON GmbH","E-40 / 5.40"," 500","03.10.1994",7232005,"50,021","6,255776","50","40"
"601","E31238010000020170000009179900042","ENERCON GmbH","E-40 / 5.40"," 500","31.05.1995",7232005,"50,004096","6,279874","65","40"
"602","E31238010000020170000009179919015","ENERCON GmbH","E-40 / 5.40"," 500","18.05.1995",7232005,"50,004097","6,279846","65","40"
"603","E31238010000020170000009179919016","ENERCON GmbH","E-40 / 5.40"," 500","23.05.1995",7232005,"50,004402","6,272594","65","40"
"604","E31238010000020170000009179919018","ENERCON GmbH","E-40 / 5.40"," 500","31.05.1995",7232005,"50,001301","6,279634","65","40"
"605","E31238010000000000000031300806128","Senvion Deutschland GmbH","3.2M114","3200 ","17.04.2015",7140036,"50,20128","7,543052","143","114"
"606","E31238010000000000000031300806129","Senvion Deutschland GmbH","3.2M114","3200 ","17.04.2015",7140036,"50,201989","7,550132","143","114"
"607","","Senvion Deutschland GmbH","3.2 M114","3170 ","30.12.2012",7140126,"50,069105","7,587246","143","114"
"608","","Senvion Deutschland GmbH","3.2 M114","3170 ","20.02.2013",7140126,"50,066732","7,577855","143","114"
"609","E31238010000000000000045704818823","Vestas Deutschland GmbH","V-80","2000 ","14.03.2003",7231502,"49,835399","7,11998","100","80"
"610","","Senvion Deutschland GmbH","3.2 M114","3170 ","04.03.2013",7140020,"50,07147","7,574725","143","114"
"611","","Senvion Deutschland GmbH","3.2 M114","3170 ","18.02.2013",7140126,"50,071296","7,584023","143","114"
"612","","Vestas Deutschland GmbH","V-80","2000 ","14.03.2003",7231502,"49,829171","7,104784","100","80"
"613","","Senvion Deutschland GmbH","3.2 M114","3170 ","13.03.2013",7140126,"50,066848","7,592496","143","114"
"614","E31238010000000000000020051300377","ENERCON GmbH","E-82 E2/2.3 MW","2300 ","10.10.2012",7235137,"49,778839","6,562963","138","82"
"615","E31238010000000000000020051364934","ENERCON GmbH","E-82 E2/2.3 MW","2300 ","31.10.2012",7235137,"49,775141","6,563628","138","82"
"616","E31238010000000000000031394500337","ENERCON GmbH","E-101","3050 ","29.11.2013",7235137,"49,7756","6,56897","149","101"
"617","E31238010000000000000045704800037","Vestas Deutschland GmbH","V-80","2000 ","07.11.2002",7231502,"49,827275","7,104657","100","80"
"618","E31238010000000000000045704818818","Vestas Deutschland GmbH","V-80","2000 ","08.11.2002",7231502,"49,829769","7,115514","100","80"
"619","E31280100000000340000005946222337","ENERCON GmbH","Enercon 40"," 500","19.12.1996",7134042,"49,623569","7,204228","65","40.3"
"620","E31280100000000340000005946201197","ENERCON GmbH","Enercon 40"," 500","19.12.1996",7134042,"49,624862","7,203325","","40.3"
"621","E31280100000000340000005110101196","ENERCON GmbH","Enercon 40"," 500","29.06.1995",7134018,"49,627936","7,12756","50","40.3"
"622","","ENERCON GmbH","Enercon 40"," 500","19.12.1996",7134042,"49,626042","7,20201","65","40.3"
"623","E31280100000000340000006640022339","ENERCON GmbH","Enercon 40"," 500","01.12.1996",7134054,"49,587714","7,323148","","40.3"
"624","E31280100000000340000006639401325","ENERCON GmbH","Enercon 66","1500 ","12.10.2000",7134054,"49,586467","7,331331","67","66"
"625","E31280100000000340000006639401420","ENERCON GmbH","E-58/10.58","1000 ","06.05.2003",7134054,"49,58585","7,326792","70.5","58.6"
"626","E31280100000000340000006639401421","ENERCON GmbH","E-40/6.44"," 600","06.05.2003",7134054,"49,58785","7,330864","77.7","44"
"627","","Sonstige","iWind-38S"," ","30.10.2014",7339030,"","","4","1"
"628","","Senvion Deutschland GmbH","3.2 M114","3170 ","10.06.2013",7140010,"50,100783","7,50121","143","114"
"629","","Senvion Deutschland GmbH","3.2 M114","3170 ","13.06.2013",7140010,"50,10466","7,496335","143","114"
"630","","Senvion Deutschland GmbH","3.2 M114","3170 ","15.06.2013",7140010,"50,102128","7,48903","143","114"
"631","","Senvion Deutschland GmbH","3.2 M114","3170 ","19.06.2013",7140010,"50,098307","7,485068","143","114"
"632","","ENERCON GmbH","E-138 EP3 E2","4200 ","03.09.2020",7331030,"49,820592","8,023478","130.8","138.6"
"633","","ENERCON GmbH","E-82 E2","2300 ","30.05.2011",7140025,"50,094845","7,609446","138","82"
"634","","ENERCON GmbH","E-82 E2","2300 ","21.06.2011",7140025,"50,093347","7,612076","138","82"
"635","","ENERCON GmbH","E-82 E2","2300 ","08.07.2011",7140025,"50,090332","7,61714","138","82"
"636","","ENERCON GmbH","E-82 E2","2300 ","14.06.2011",7140025,"50,091812","7,614581","138","82"
"637","","Senvion Deutschland GmbH","MM92","2050 ","23.12.2010",7337026,"50,097871","7,528791","100","92"
"638","","Senvion Deutschland GmbH","MM92","2050 ","05.01.2011",7337026,"50,097122","7,532855","100","92"
"639","","Senvion Deutschland GmbH","MM92","2050 ","28.01.2011",7337026,"50,10208","7,520216","100","92"
"640","","ENERCON GmbH","E-82 E2","2300 ","12.06.2020",7235137,"49,776078","6,560969","138.38","82"
"641","E31238010000000000000041391801423","Fuhrländer AG","MD 1000","1000 ","21.03.2002",7140058,"50,050278","7,547222","70","54"
"642","E31238010000000000000041391801422","Fuhrländer AG","MD70","1500 ","28.03.2002",7140058,"50,052528","7,547417","85","77"
"643","E31238010000000000000041391810142","Fuhrländer AG","MD70","1500 ","11.04.2002",7140058,"50,0515","7,549444","85","77"
"644","E30254010000000000005234239828155","ENERCON GmbH","Enercon E-82","2000 ","30.12.2010",7332010,"49,586289","8,272211","108","82"
"645","E30856010000000000000000000100064","ENERCON GmbH","Enercon E-82","2000 ","29.04.2011",7338016,"49,528511","8,310642","108","82"
"646","E30856010000000000000000000100070","ENERCON GmbH","Enercon E-82","2000 ","13.04.2011",7338016,"49,532975","8,309531","108","82"
"647","E31238010000000000000007743039721","Vestas Deutschland GmbH","Vestas V 90","2000 ","24.09.2009",7232061,"49,875298","6,549011","105","90"
"648","E31238010000000000000013823808944","Senvion Deutschland GmbH","MM92","2050 ","30.03.2011",7140087,"50,095527","7,590104","100","92"
"649","E31238010000000000000013823817507","Senvion Deutschland GmbH","MM92","2050 ","22.03.2011",7140087,"50,089985","7,586088","100","92"
"650","E31238010000000000000013823817508","Senvion Deutschland GmbH","MM92","2050 ","18.03.2011",7140087,"50,092098","7,585397","100","92"
"651","E31238010000000000000013823817509","Senvion Deutschland GmbH","MM92","2050 ","25.03.2011",7140087,"50,093625","7,591935","100","92"
"652","E31238010000000000000021093180966","Senvion Deutschland GmbH","3.2 M114","3170 ","07.06.2013",7140010,"50,104107","7,505736","143","114"
"653","E31238010000000000000031144894857","ENERCON GmbH","E-92","2350 ","23.07.2014",7140023,"50,032951","7,548957","138","92"
"654","E31238010000000000000031144894855","ENERCON GmbH","E-92","2350 ","24.07.2014",7140023,"50,030548","7,550956","138","92"
"655","E31238010000000000000031144894856","ENERCON GmbH","E-92","2350 ","29.07.2014",7140023,"50,028031","7,55254","138","92"
"656","E31238010000000000000031144871948","ENERCON GmbH","E-82 E2","2300 ","12.08.2013",7140015,"50,01458","7,385889","138","82"
"657","E31238010000000000000031144872062","ENERCON GmbH","E-82 E2","2300 ","13.08.2013",7140123,"50,020284","7,399602","138","82"
"658","E31238010000000000000031144872060","ENERCON GmbH","E-82 E2","2300 ","16.08.2013",7140123,"50,016839","7,39765","138","82"
"659","E30254015000000000005231616306700","ENERCON GmbH","E-48"," 800","03.02.2005",7338013,"49,583","8,29124","76","48"
"660","","ENERCON GmbH","E-82 E2","2300 ","",7134094,"49,699717","7,243893","138","82"
"661","","ENERCON GmbH","E-82 E2","2300 ","",7134094,"49,703991","7,243406","138","82"
"662","","ENERCON GmbH","E115","3000 ","",7235106,"49,656261","6,666056","149","115.71"
"663","E31238010000000000000004660800067","Vestas Deutschland GmbH","V80 - 2,0 MW","2000 ","24.12.2002",7133057,"49,730308","7,598812","60","80"
"664","E301610166957AAAD1005072700000000","Vestas Deutschland GmbH","V150-4.2 MW","4200 ","21.08.2020",7340026,"49,166144","7,517801","145","150"
"665","E301610166957AAAD1005073500000000","Vestas Deutschland GmbH","V150-4.2 MW","4200 ","12.08.2020",7340026,"49,162454","7,517678","166","150"
"666","E31280100000000000000000331513067","Vestas Deutschland GmbH","V90","2000 ","16.11.2004",7134020,"49,642056","7,210463","105","90"
"667","E31280100000000000000000331513066","Vestas Deutschland GmbH","V90","2000 ","20.10.2004",7134020,"49,642184","7,205446","105","90"
"668","E31280100000000000000000331513065","Vestas Deutschland GmbH","V90","2000 ","12.11.2004",7134020,"49,64136","7,214653","105","90"
"669","E31280100000000000000000331501459","Vestas Deutschland GmbH","V90","2000 ","11.11.2004",7134020,"49,638191","7,209721","105","90"
"670","E3025401WEA000000000LINDEN8288201","Nordex SE","N117/2400","2400 ","18.12.2013",7335023,"49,345461","7,626117","91","117"
"671","E3025401WEA000000000LINDEN8288102","Nordex SE","N117/2400","2400 ","09.12.2013",7335023,"49,343409","7,630362","91","117"
"672","E3025401WEA0004100034210000014184","ENERCON GmbH","E-115","3000 ","30.12.2016",7333012,"49,622625","8,145176","133","115"
"673","E3025401WEA00000000KINDENHEIM0001","ENERCON GmbH","E-101","3050 ","28.07.2014",7332029,"49,618512","8,142888","135.4","101"
"674","E3025401WEA00000000KINDENHEIM0002","ENERCON GmbH","E-101","3050 ","12.09.2014",7332029,"49,609493","8,134835","135.4","101"
"675","E3123801W000000000003484410071577","GE Wind Energy GmbH","GE 2.5","2530 ","22.11.2016",7135026,"50,270511","7,080779","139","120"
"676","E3123801W000000000003484410071578","GE Wind Energy GmbH","GE 2.5","2530 ","16.11.2016",7135026,"50,268691","7,085497","139","120"
"677","E3123801W000000000003484410071574","GE Wind Energy GmbH","GE 2.5","2530 ","04.11.2016",7135026,"50,272019","7,091496","139","120"
"678","E3025401WEA000000UWOFFENBACH37503","GE Wind Energy GmbH","GE 2,5-120","2530 ","03.09.2014",7337061,"49,17074","8,19419","139","120"
"679","E3025401WEA000000UWOFFENBACH37501","GE Wind Energy GmbH","GE 2.5-120","2530 ","03.09.2014",7337061,"49,175251","8,198576","139","120"
"680","E3025401WEA000000UWOFFENBACH37505","GE Wind Energy GmbH","GE 2.5-120","2530 ","14.08.2014",7337061,"49,174152","8,210159","139","120"
"681","E3025401WEA000000UWOFFENBACH37506","GE Wind Energy GmbH","GE 2.5-120","2530 ","27.08.2014",7337061,"49,171299","8,212633","139","120"
"682","E3025401WEA000000UWOFFENBACH37504","GE Wind Energy GmbH","GE 2.5-120","2530 ","03.09.2014",7337061,"49,17717","8,206942","139","120"
"683","E3025401WEA000000UWOFFENBACH37502","GE Wind Energy GmbH","GE 2.5-120","2530 ","19.08.2014",7337061,"49,175055","8,192418","139","120"
"684","E31238010000000000000035299200234","GE Wind Energy GmbH","GE 2.5-120","2530 ","16.08.2014",7336061,"49,679706","7,602055","139","120"
"685","E31238010000000000000035299258706","GE Wind Energy GmbH","GE 2.5-120","2530 ","15.08.2014",7336061,"49,676793","7,595527","139","120"
"686","E32954010000000000003617201000001","Vestas Deutschland GmbH","V112","3075 ","19.12.2014",7331011,"49,721743","8,179003","140","112"
"687","E32954010000000000003616501900001","Vestas Deutschland GmbH","V112","3075 ","03.12.2013",7331020,"49,724463","8,168232","140","112"
"688","E32954010000000000003616501900002","Vestas Deutschland GmbH","V112","3075 ","28.12.2013",7331020,"49,722277","8,171946","140","112"
"689","E3025401WEA0004100037120000015391","Nordex Energy GmbH","N117","3000 ","26.05.2018",7340026,"49,168578","7,495984","140.6","117"
"690","E3025401WEA0004100037120000015392","Nordex Energy GmbH","N117","3000 ","28.05.2018",7340026,"49,164985","7,498411","140.6","117"
