"","gem","plz","ort","leistung","inbetriebnahme","eiccode","bnetznr","anlagenschluessel","menge_kwh","lk_nr","lk_name","flh","menge_mwh","vg_nr","vg_name"
"1148",723306214,54611,"Hallschlag",1500,2000-12-21,"11YR00000003039P",10003764,"E31238010000030212000001165350632",2089021,7233,"Vulkaneifel",1392.68066666667,2089,"723306","Geroldstein"
"1149",723306214,54611,"Hallschlag",1500,2000-12-28,"11YR00000003039P",10003764,"E31238010000030212000001165350633",2089021,7233,"Vulkaneifel",1392.68066666667,2089,"723306","Geroldstein"
"1150",723306214,54611,"Hallschlag",1500,2000-12-28,"11YR00000003039P",10003764,"E31238010000030212000001165350634",2089021,7233,"Vulkaneifel",1392.68066666667,2089,"723306","Geroldstein"
"1151",723306214,54611,"Hallschlag",1500,2000-12-29,"11YR00000003039P",10003764,"E31238010000030212000001165350635",2089021,7233,"Vulkaneifel",1392.68066666667,2089,"723306","Geroldstein"
"1158",723306237,54611,"Scheid",1500,1997-12-23,"11YR00000003039P",10003764,"E31238010000030212000001174009128",1333306,7233,"Vulkaneifel",888.870666666667,1333,"723306","Geroldstein"
"1159",723306237,54611,"Scheid",600,1999-04-21,"11YR00000003039P",10003764,"E31238010000030212000001174009131",757291,7233,"Vulkaneifel",1262.15166666667,757,"723306","Geroldstein"
"1160",723206327,54614,"Winringen",500,1998-01-01,"11YR00000003039P",10003764,"E31238010000030212000001384101214",737035,7232,"Eifelkreis Bitburg-Pr?m",1474.07,737,"723206","Pr?m"
"1161",723206327,54614,"Winringen",500,1998-01-01,"11YR00000003039P",10003764,"E31238010000030212000001384118673",737035,7232,"Eifelkreis Bitburg-Pr?m",1474.07,737,"723206","Pr?m"
"1162",723206327,54614,"Winringen",600,1999-01-01,"11YR00000003039P",10003764,"E31238010000030212000001384118675",867746,7232,"Eifelkreis Bitburg-Pr?m",1446.24333333333,868,"723206","Pr?m"
"1164",723201234,54617,"Harspelt",250,1994-11-01,"11YR00000003039P",10003764,"E31238010000030212000001442711726",256802,7232,"Eifelkreis Bitburg-Pr?m",1027.208,257,"723201","Arzfeld"
"1166",723206231,54597,"Habscheid",500,1998-03-16,"11YR00000003039P",10003764,"E31238010000030212000001534400518",658363,7232,"Eifelkreis Bitburg-Pr?m",1316.726,658,"723206","Pr?m"
"1167",723206231,54597,"Habscheid",600,1999-12-01,"11YR00000003039P",10003764,"E31238010000030212000001534456471",775122,7232,"Eifelkreis Bitburg-Pr?m",1291.87,775,"723206","Pr?m"
"1168",723206231,54597,"Habscheid",600,1999-11-30,"11YR00000003039P",10003764,"E31238010000030212000001534456473",775122,7232,"Eifelkreis Bitburg-Pr?m",1291.87,775,"723206","Pr?m"
"1169",723304242,56767,"Uersfeld",1000,2000-12-19,"11YR00000003039P",10003764,"E31238010000030212000002017518048",621120,7233,"Vulkaneifel",621.12,621,"723304","Kelberg"
"1170",723304224,56767,"Lirstal",1000,2000-09-01,"11YR00000003039P",10003764,"E31238010000030212000002108801238",1121004,7233,"Vulkaneifel",1121.004,1121,"723304","Kelberg"
"1171",723304224,56767,"Lirstal",1000,2000-09-01,"11YR00000003039P",10003764,"E31238010000030212000002108818056",1121018,7233,"Vulkaneifel",1121.018,1121,"723304","Kelberg"
"1172",713104211,56745,"Weibern",110,1994-04-14,"11YR00000003039P",10003764,"E31238010000040311000003033209143",110542,7131,"Ahrweiler",1004.92727272727,111,"713104","Brohltal"
"1173",713502075,56754,"Roes",600,1996-08-20,"11YR00000003039P",10003764,"E31238010000050311000000236501176",686649,7135,"Cochem-Zell",1144.415,687,"713502","Kaisersesch"
"1174",713502075,56754,"Roes",600,1996-08-20,"11YR00000003039P",10003764,"E31238010000050311000000236518006",686649,7135,"Cochem-Zell",1144.415,687,"713502","Kaisersesch"
"1175",713502075,56754,"Roes",600,1996-08-20,"11YR00000003039P",10003764,"E31238010000050311000000236518007",686649,7135,"Cochem-Zell",1144.415,687,"713502","Kaisersesch"
"1176",713502075,56754,"Roes",600,1996-08-20,"11YR00000003039P",10003764,"E31238010000050311000000236518008",686649,7135,"Cochem-Zell",1144.415,687,"713502","Kaisersesch"
"1177",713502026,56759,"Eppenberg",500,1997-06-19,"11YR00000003039P",10003764,"E31238010000050311000000250509150",737113,7135,"Cochem-Zell",1474.226,737,"713502","Kaisersesch"
"1178",713502026,56759,"Eppenberg",500,1997-06-19,"11YR00000003039P",10003764,"E31238010000050311000000250518050",737113,7135,"Cochem-Zell",1474.226,737,"713502","Kaisersesch"
"1312",713402018,55765,"Dambach",500,1995-06-29,"11YR00000003039P",10003764,"E31280100000000340000005110101196",552665,7134,"Birkenfeld",1105.33,553,"713402","Birkefeld"
"1313",713402042,55768,"Hoppstädten-Weiersbach",500,1996-12-01,"11YR00000003039P",10003764,"E31280100000000340000005946201197",580806,7134,"Birkenfeld",1161.612,581,"713402","Birkefeld"
"1314",713402042,55768,"Hoppstädten-Weiersbach",500,1996-12-01,"11YR00000003039P",10003764,"E31280100000000340000005946222337",580806,7134,"Birkenfeld",1161.612,581,"713402","Birkefeld"
"1315",713402042,55768,"Hoppstädten-Weiersbach",500,1996-12-01,"11YR00000003039P",10003764,"E31280100000000340000005946222338",580806,7134,"Birkenfeld",1161.612,581,"713402","Birkefeld"
"1316",713401054,55777,"Mettweiler",1500,2000-10-12,"11YR00000003039P",10003764,"E31280100000000340000006639401325",2045664,7134,"Birkenfeld",1363.776,2046,"713401","Baumholder"
"1319",713401054,55777,"Mettweiler",500,1996-12-01,"11YR00000003039P",10003764,"E31280100000000340000006640022339",796658,7134,"Birkenfeld",1593.316,797,"713401","Baumholder"
"1324",714107060,56357,"Holzhausen",600,1997-11-01,"11YR00000001715L",10001495,"E31495010000000000060208038900000",599583,7141,"Rhein-Lahn",999.305,600,"714107","Nast?tten"
"1325",714103061,65558,"Holzheim",600,2000-04-27,"11YR00000001715L",10001495,"E31495010000000000060208039500000",501546,7141,"Rhein-Lahn",835.91,502,"714103","Diez"
"1326",714111068,56368,"Katzenelnbogen",150,1991-12-29,"11YR00000001715L",10001495,"E31495010000000000060208042700000",92736,7141,"Rhein-Lahn",618.24,93,"714111","Aar-Einrich"
"1388",713301032,55546,"Fürfeld",600,1999-06-23,"11YR00000002978L",10002954,"E32954010200000000003615000111202",671154.22,7133,"Bad Kreuznach",1118.59036666667,671,"713301","Bad Kreuznach"
"1389",713301032,55546,"Fürfeld",600,1999-07-22,"11YR00000002978L",10002954,"E32954010200000000003615000111203",671154.22,7133,"Bad Kreuznach",1118.59036666667,671,"713301","Bad Kreuznach"
"1393",733107011,55234,"Hochborn",3000,1999-03-01,"11YR00000002978L",10002954,"E32954010200000000003616500511201",3979649.22,7331,"Alzey-Worms",1326.54974,3980,"733107","Wonnegau"
"1394",733101024,55234,"Flomborn",1500,2000-07-13,"11YR00000002978L",10002954,"E32954010200000000003616500611208",1843618.6,7331,"Alzey-Worms",1229.07906666667,1844,"733101","Alzey-Land"
"1395",733906067,55270,"Zornheim",1000,1999-01-01,"11YR00000002978L",10002954,"E32954010200000000003616900611200",1271893.75,7339,"Mainz-Bingen",1271.89375,1272,"733906","Nieder-Olm"
"1396",733906067,55270,"Zornheim",600,2000-07-27,"11YR00000002978L",10002954,"E32954010200000000003616900611209",763136.25,7339,"Mainz-Bingen",1271.89375,763,"733906","Nieder-Olm"
"1400",733101031,55234,"Gau-Heppenheim",1000,1998-12-23,"11YR00000002978L",10002954,"E32954010200000000003618000112857",1186770,7331,"Alzey-Worms",1186.77,1187,"733101","Alzey-Land"
"1408",733906042,55268,"Nieder-Olm",600,2000-07-31,"11YR00000002978L",10002954,"E32954010200000000003621301811210",980087,7339,"Mainz-Bingen",1633.47833333333,980,"733906","Nieder-Olm"
"1419",733106061,55288,"Spiesheim",1500,1997-05-17,"11YR00000002978L",10002954,"E32954010200000000003624100111195",2204629.48,7331,"Alzey-Worms",1469.75298666667,2205,"733106","W?rrstadt"
"1420",733106061,55288,"Spiesheim",500,1998-10-08,"11YR00000002978L",10002954,"E32954010200000000003624100111197",690005.24,7331,"Alzey-Worms",1380.01048,690,"733106","W?rrstadt"
"1421",733106061,55288,"Spiesheim",500,1998-10-09,"11YR00000002978L",10002954,"E32954010200000000003624100111198",709612.29,7331,"Alzey-Worms",1419.22458,710,"733106","W?rrstadt"
"1596",733107036,67598,"Gundersheim",1200,1999-03-01,"",10002954,"E32954010200000000003616500511202",1017826.76,7331,"Alzey-Worms",848.188966666667,1018,"733107","Wonnegau"
