"","Gemeindeschlüssel","plz","ort","leistung","inbetriebnahme","anlagenschluessel","menge_kwh","flh","menge_mwh"
"229",733307003,67821,"Alsenz",3075,2014-08-25,"E3025401WEA00UWALSENZ370000000005",6900975,2244.21951219512,6901
"230",733307003,67821,"Alsenz",3075,2014-08-13,"E3025401WEA00UWALSENZ370000000006",6900975,2244.21951219512,6901
"231",733307003,67821,"Alsenz",3075,2014-08-22,"E3025401WEA00UWALSENZ370000000007",6900975,2244.21951219512,6901
"232",733307003,67821,"Alsenz",3075,2014-08-22,"E3025401WEA00UWALSENZ370000000008",6900975,2244.21951219512,6901
"233",733307003,67821,"Alsenz",3075,2014-09-17,"E3025401WEA00UWALSENZ370000000009",6900975,2244.21951219512,6901
"234",733307003,67821,"Alsenz",3075,2014-09-04,"E3025401WEA00UWALSENZ370000000010",6900975,2244.21951219512,6901
"235",733307003,67821,"Alsenz",3075,2014-09-19,"E3025401WEA00UWALSENZ370000000011",6900976,2244.21983739837,6901
"236",733303026,67307,"Göllheim",3075,2014-07-18,"E3025401WEA0ENERGIEPARKGOLLHEIM01",7295627,2372.56162601626,7296
"237",713301032,55546,"Fürfeld",3050,2014-12-03,"E3025401WEA0FUERFELD000WEA0501617",5880097,1927.9006557377,5880
"238",713301032,55546,"Fürfeld",3050,2014-12-10,"E3025401WEA0FUERFELD000WEA0601530",5880097,1927.9006557377,5880
"239",713301032,55546,"Fürfeld",3050,2014-11-17,"E3025401WEA0FUERFELD000WEA0700155",5880094,1927.89967213115,5880
"240",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"E3025401WEA0UWLINDENWEA1003501534",8271946,2506.6503030303,8272
"241",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"E3025401WEA0UWLINDENWEA2003501550",8271941,2506.64878787879,8272
"242",733303006,67308,"Biedesheim",2530,2015-02-06,"E3025401WEA100BUBENHEIM0003530582",5836845,2307.05335968379,5837
"243",733306009,67725,"Börrstadt",3050,2014-12-30,"E3025401WEA1SIPPERSFELD0337001329",6384612,2093.31540983607,6385
"244",733306071,67729,"Sippersfeld",3050,2014-12-17,"E3025401WEA2SIPPERSFELD0337001494",6384610,2093.31475409836,6385
"245",733303006,67308,"Biedesheim",2530,2015-02-20,"E3025401WEA300BUBENHEIM0003530502",5315278,2100.90039525692,5315
"246",733306071,67729,"Sippersfeld",3050,2014-12-23,"E3025401WEA3SIPPERSFELD0337001495",6384610,2093.31475409836,6385
"247",731200000,67657,"Kaiserslautern",3075,2014-11-05,"E30613019020000000000000589300001",6677480,2171.53821138211,6677
"248",731200000,67657,"Kaiserslautern",3075,2014-11-05,"E30613019020000000000000589300002",6677480,2171.53821138211,6677
"249",731200000,67657,"Kaiserslautern",3075,2014-11-10,"E30613019020000000000000589300003",6677480,2171.53821138211,6677
"250",733307025,67813,"Gerbach",2000,2003-07-23,"E30773010000000000000000200100013",4000815.71,2000.407855,4001
"251",733307025,67813,"Gerbach",1800,2003-09-30,"E30773010000000000000000200100014",3600734.15,2000.40786111111,3601
"252",733307025,67813,"Gerbach",1800,2003-09-30,"E30773010000000000000000200100015",3600734.15,2000.40786111111,3601
"253",733806016,67245,"Lambsheim",2000,2011-03-31,"E30856010000000000000000000100064",2939181.1,1469.59055,2939
"254",733806016,67245,"Lambsheim",2000,2011-03-31,"E30856010000000000000000000100070",2939181.1,1469.59055,2939
"255",733806013,67259,"Heuchelheim",2012,2002-12-27,"E30873010003403410000000S00100002",2732905.72,1358.3030417495,2733
"256",731500000,55129,"Mainz",600,2000-03-03,"E31060010000000072131001000100095",722973.2,1204.95533333333,723
"257",731500000,55129,"Mainz",800,2007-07-23,"E31060010000000072260994100100283",1306188.59,1632.7357375,1306
"258",731500000,55129,"Mainz",600,2000-07-11,"E31060010000000072280991000100070",979962.48,1633.2708,980
"259",731500000,55129,"Mainz",600,2000-07-11,"E31060010000000072280991000100384",979962.48,1633.2708,980
"260",731500000,55129,"Mainz",600,2001-03-22,"E31060010000000072280991000100385",979641.45,1632.73575,980
"261",731500000,55129,"Mainz",2000,2006-10-18,"E31060010000000094100991100100155",3783837.6,1891.9188,3784
"262",731500000,55129,"Mainz",2000,2006-11-08,"E31060010000000094100992100100378",3749701.7,1874.85085,3750
"263",731500000,55129,"Mainz",2000,2010-01-22,"E31060010000000094100993300100653",3666032.8,1833.0164,3666
"264",714302202,57642,"Alpenrod",500,1998-08-07,"E31102010000000000001008269700001",575591.63,1151.18326,576
"265",714302202,57642,"Alpenrod",500,1998-08-13,"E31102010000000000001008269700002",575591.63,1151.18326,576
"266",714302202,57642,"Alpenrod",600,2000-09-22,"E31102010000000000001008269700003",687152.64,1145.2544,687
"267",714310060,56244,"Sainerholz",250,1996-08-02,"E31102010000000000001273647300001",225279,901.116,225
"268",714308220,56244,"Ettinghausen",250,1995-01-16,"E31102010000000000001273901400001",218150,872.6,218
"269",714306295,56479,"Stein-Neukirch",200,1993-11-12,"E31102010000000000001273977400001",211240,1056.2,211
"270",714308232,56244,"Hahn am See",1000,2001-12-04,"E31102010000000000001274022500001",1039318,1039.318,1039
"271",714302250,57612,"Kroppach",250,1994-11-29,"E31102010000000000001274253800001",240744,962.976,241
"272",714302225,57612,"Giesenhausen",600,1996-08-27,"E31102010000000000001274255400001",639660,1066.1,640
"273",714301222,56472,"Fehl-Ritzhausen",600,1996-05-13,"E31102010000000000001274308900001",239020.92,398.3682,239
"274",714301222,56472,"Fehl-Ritzhausen",500,1996-05-13,"E31102010000000000001274308900002",199184.08,398.36816,199
"275",714301248,57629,"Kirburg",800,1998-07-09,"E31102010000000000001274362300001",942580,1178.225,943
"276",714301280,57629,"Norken",100,1993-11-25,"E31102010000000000001274399200001",72200,722,72
"277",714301253,57520,"Langenbach bei Kirburg",150,1991-04-26,"E31102010000000000001274402600001",165170.73,1101.1382,165
"278",714301253,57520,"Langenbach bei Kirburg",500,1997-09-24,"E31102010000000000001274404200001",742180,1484.36,742
"279",714301253,57520,"Langenbach bei Kirburg",600,1995-04-06,"E31102010000000000001274406900001",626878.8,1044.798,627
"280",714301253,57520,"Langenbach bei Kirburg",500,1997-02-25,"E31102010000000000001274407700001",731260,1462.52,731
"281",714301253,57520,"Langenbach bei Kirburg",250,1998-10-26,"E31102010000000000001274409300001",292546,1170.184,293
"282",714301243,56472,"Hof",950,2003-11-24,"E31102010000000000001274439500001",2405840,2532.46315789474,2406
"283",714306291,56479,"Salzburg",250,1996-05-29,"E31102010000000000001274440900001",284510,1138.04,285
"284",714301243,56472,"Hof",500,1994-12-12,"E31102010000000000001274441700001",634205.58,1268.41116,634
"285",714301243,56472,"Hof",500,1997-09-19,"E31102010000000000001274442500001",737076,1474.152,737
"286",714306291,56479,"Salzburg",500,1996-03-06,"E31102010000000000001274443300001",849991,1699.982,850
"287",714306291,56479,"Salzburg",250,1995-09-28,"E31102010000000000001274444100001",320048.81,1280.19524,320
"288",714306291,56479,"Salzburg",500,1996-03-11,"E31102010000000000001274446800001",793000,1586,793
"289",714301243,56472,"Hof",100,1993-02-25,"E31102010000000000001274448400001",73109,731.09,73
"290",714301243,56472,"Hof",100,1993-02-25,"E31102010000000000001274448400002",73109,731.09,73
"291",714301243,56472,"Hof",500,1997-09-18,"E31102010000000000001274449200001",822740,1645.48,823
"292",714301277,56472,"Nisterau",500,1997-02-28,"E31102010000000000001274450600001",748740,1497.48,749
"293",714302252,57629,"Kundert",1800,2003-12-30,"E31102010000000000001277342500001",2305471,1280.81722222222,2305
"294",714302252,57629,"Kundert",1800,2003-12-19,"E31102010000000000001277342500002",2562806.01,1423.78111666667,2563
"295",714301222,56472,"Fehl-Ritzhausen",1800,2004-03-30,"E31102010000000000001278035900001",2903340,1612.96666666667,2903
"296",714309242,56462,"Höhn",1000,2004-07-09,"E31102010000000000001279811800001",1607233.75,1607.23375,1607
"297",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200001",2910704,1940.46933333333,2911
"298",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200002",2910704,1940.46933333333,2911
"299",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200003",2910704,1940.46933333333,2911
"300",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200004",2910704,1940.46933333333,2911
"301",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200005",2910704,1940.46933333333,2911
"302",714306244,56479,"Homberg",1500,2004-12-17,"E31102010000000000002000196200006",2910704,1940.46933333333,2911
"303",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200007",2910704,1940.46933333333,2911
"304",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200008",2910704,1940.46933333333,2911
"305",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200009",2910704,1940.46933333333,2911
"306",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200010",2910704,1940.46933333333,2911
"307",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200011",2910704,1940.46933333333,2911
"308",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200012",2910704,1940.46933333333,2911
"309",714302202,57642,"Alpenrod",600,2002-06-20,"E31102010000000000002000219900001",631361,1052.26833333333,631
"310",714307025,56244,"Hartenfels",2000,2006-06-13,"E31102010000000000002000249400001",3148281,1574.1405,3148
"311",714307025,56244,"Hartenfels",2000,2006-09-01,"E31102010000000000002000249400002",2904551.01,1452.275505,2905
"312",714307025,56244,"Hartenfels",2000,2006-08-17,"E31102010000000000002000249400003",2819078,1409.539,2819
"313",714307025,56244,"Hartenfels",2000,2006-09-25,"E31102010000000000002000249400004",2813588.02,1406.79401,2814
"314",714307029,56249,"Herschbach",2000,2006-07-24,"E31102010000000000002000249400005",3058516.01,1529.258005,3059
"315",714302241,57629,"Höchstenbach",2000,2006-08-14,"E31102010000000000002000249400006",2768138,1384.069,2768
"316",714302268,56271,"Mündersbach",2000,2006-06-29,"E31102010000000000002000249400007",2953469.03,1476.734515,2953
"317",714302268,56271,"Mündersbach",2000,2006-07-06,"E31102010000000000002000249400008",3386793.05,1693.396525,3387
"318",714302268,56271,"Mündersbach",2000,2006-06-22,"E31102010000000000002000249400009",3257136.99,1628.568495,3257
"319",714307029,56249,"Herschbach",2000,2006-07-05,"E31102010000000000002000249400010",2671096.97,1335.548485,2671
"320",714302268,56271,"Mündersbach",2000,2006-07-28,"E31102010000000000002000249400011",2482263,1241.1315,2482
"321",714302268,56271,"Mündersbach",2000,2006-06-19,"E31102010000000000002000249400012",2872956.92,1436.47846,2873
"322",714309226,56459,"Girkenroth",2000,2007-06-13,"E31102010000000000002000578400001",3251524.93,1625.762465,3252
"323",714309226,56459,"Girkenroth",2000,2007-06-21,"E31102010000000000002000578400002",3251524.93,1625.762465,3252
"324",714309226,56459,"Girkenroth",2000,2009-08-28,"E31102010000000000002000578400003",4272984.15,2136.492075,4273
"325",714302241,57629,"Höchstenbach",2000,2009-08-03,"E31102010000000000002001123800001",4040856,2020.428,4041
"326",714306286,56477,"Rennerod",2000,2010-12-23,"E31102010000000000002001466300001",3166382.34,1583.19117,3166
"327",714306286,56477,"Rennerod",2000,2010-12-16,"E31102010000000000002001466300002",3900078.67,1950.039335,3900
"328",714302252,57629,"Kundert",800,2011-12-29,"E31102010000000000002001749800001",1146040.25,1432.5503125,1146
"329",714302252,57629,"Kundert",800,2011-12-29,"E31102010000000000002001749800002",1146040.25,1432.5503125,1146
"330",714308203,56244,"Arnshöfen",800,2011-12-22,"E31102010000000000002001763800001",1062174.25,1327.7178125,1062
"331",714308203,56244,"Arnshöfen",800,2011-12-22,"E31102010000000000002001763800002",1062174.25,1327.7178125,1062
"332",714302268,56271,"Mündersbach",3200,2013-02-10,"E31102010000000000002001862100001",5302422.68,1657.0070875,5302
"333",714302268,56271,"Mündersbach",3200,2014-02-10,"E31102010000000000002001862100002",5302422.68,1657.0070875,5302
"334",714302268,56271,"Mündersbach",3200,2014-07-22,"E31102010000000000002001862100003",5302422.68,1657.0070875,5302
"335",714309308,56457,"Westerburg",2400,2014-12-19,"E31102010000000000002002788000001",5701760,2375.73333333333,5702
"336",714309308,56457,"Westerburg",2400,2014-12-22,"E31102010000000000002002788000002",5701760,2375.73333333333,5702
"337",714309308,56457,"Westerburg-Gershasen",2400,2014-12-15,"E31102010000000000002002788000003",5701760,2375.73333333333,5702
"338",714302241,57629,"Höchstenbach",3200,2015-02-09,"E31102010000000000002002810800001",3688014.8,1152.504625,3688
"339",714302241,57629,"Höchstenbach",3200,2015-02-09,"E31102010000000000002002810800002",3688014.8,1152.504625,3688
"340",714302241,57629,"Höchstenbach",3200,2015-07-14,"E31102010000000000002002810800003",2930046.8,915.639625,2930
"341",714302241,57629,"Höchstenbach",3200,2015-08-05,"E31102010000000000002002810800004",2718742.8,849.607125,2719
"342",714302268,56271,"Mündersbach",3200,2015-08-25,"E31102010000000000002002810800005",2536450.8,792.640875,2536
"343",733800025,67105,"Schifferstadt",1.75,2012-06-19,"E3118801AAAA000000000000032600373",0,0,0
"344",713401075,55776,"Ruschberg",2300,2014-07-30,"E31238010000000000000000251370106",4639531,2017.18739130435,4640
"345",713405003,55758,"Allenbach",3.5,2013-11-15,"E31238010000000000000000581081929",2852,814.857142857143,3
"346",714004145,55487,"Sohren",2000,2007-08-07,"E31238010000000000000000617332516",3267000,1633.5,3267
"347",714004145,55487,"Sohren",2000,2007-07-30,"E31238010000000000000000617332517",3267000,1633.5,3267
"348",714004145,55487,"Sohren",2000,2007-08-09,"E31238010000000000000000617339031",3267000,1633.5,3267
"349",723507501,54298,"Welschbillig",1300,2000-10-11,"E31238010000000000000000832518851",1632678,1255.90615384615,1633
"350",723507501,54298,"Welschbillig",1300,2000-10-12,"E31238010000000000000000832518852",1550637,1192.79769230769,1551
"351",723507501,54298,"Welschbillig",1300,2001-01-17,"E31238010000000000000000832518853",1623256,1248.65846153846,1623
"352",723507501,54298,"Welschbillig",1300,2000-10-19,"E31238010000000000000000832518854",3391225,2608.63461538462,3391
"353",723507501,54298,"Welschbillig",1500,2000-12-27,"E31238010000000000000000832518855",1867919,1245.27933333333,1868
"354",723507501,54298,"Welschbillig",1500,2000-12-29,"E31238010000000000000000832518856",1833930,1222.62,1834
"355",723507501,54298,"Welschbillig",1500,2000-12-21,"E31238010000000000000000832518857",1962112,1308.07466666667,1962
"356",723507501,54298,"Welschbillig",1500,2001-04-26,"E31238010000000000000000832518858",1951448,1300.96533333333,1951
"357",723507501,54298,"Welschbillig",1500,2001-04-26,"E31238010000000000000000832518859",1709676,1139.784,1710
"358",723507501,54298,"Welschbillig",1500,2001-05-28,"E31238010000000000000000832518861",1684189,1122.79266666667,1684
"359",723507501,54298,"Welschbillig",1500,2001-05-06,"E31238010000000000000000832518862",1970908,1313.93866666667,1971
"360",723507501,54298,"Welschbillig",1500,2001-05-31,"E31238010000000000000000832518863",1792976,1195.31733333333,1793
"361",723507501,54298,"Welschbillig",1500,2002-06-29,"E31238010000000000000000832518864",1859290,1239.52666666667,1859
"362",723507501,54298,"Welschbillig",1500,2002-06-03,"E31238010000000000000000832518865",1669676,1113.11733333333,1670
"363",713400045,55743,"Idar-Oberstein",3.5,2012-12-03,"E31238010000000000000000836093027",1046,298.857142857143,1
"364",713400045,55743,"Idar-Oberstein",3370,2013-05-06,"E31238010000000000000001100406639",4520508,1341.39703264095,4521
"365",713400045,55743,"Idar-Oberstein",3370,2013-06-10,"E31238010000000000000001100472125",4520508,1341.39703264095,4521
"366",713400045,55743,"Idar-Oberstein",3370,2013-05-27,"E31238010000000000000001100472126",4520508,1341.39703264095,4521
"367",713400045,55743,"Idar-Oberstein",3370,2013-07-01,"E31238010000000000000001100472129",4520508,1341.39703264095,4521
"368",713400045,55743,"Idar-Oberstein",3370,2013-06-12,"E31238010000000000000001100472130",4520508,1341.39703264095,4521
"369",713402031,55767,"Gollenberg",3000,2014-12-29,"E31238010000000000000001128806256",5052091,1684.03033333333,5052
"370",713400045,55743,"Idar-Oberstein",3050,2014-08-22,"E31238010000000000000001146923140",6417278,2104.02557377049,6417
"371",713400045,55743,"Idar-Oberstein",3050,2014-08-11,"E31238010000000000000001146993246",6417278,2104.02557377049,6417
"372",713400045,55743,"Idar-Oberstein",3050,2014-08-22,"E31238010000000000000001146993248",6417278,2104.02557377049,6417
"373",733608100,67746,"Unterjeckenbach",2400,2015-08-29,"E31238010000000000000001151176809",1760523,733.55125,1761
"374",733608100,67746,"Unterjeckenbach",2400,2015-09-17,"E31238010000000000000001151176810",1704779,710.324583333333,1705
"375",733608100,67746,"Unterjeckenbach",2400,2015-08-25,"E31238010000000000000001151176811",1769734,737.389166666667,1770
"376",713402010,55765,"Birkenfeld",3050,2014-12-10,"E31238010000000000000001171704502",5604543,1837.55508196721,5605
"377",713402010,55765,"Birkenfeld",3050,2014-11-26,"E31238010000000000000001171796208",5088848,1668.47475409836,5089
"378",713402010,55765,"Birkenfeld",3050,2014-12-07,"E31238010000000000000001171796209",5604543,1837.55508196721,5605
"379",713402010,55765,"Birkenfeld",3050,2014-12-31,"E31238010000000000000001171796211",5604543,1837.55508196721,5605
"380",713402010,55765,"Birkenfeld",2350,2014-12-16,"E31238010000000000000001172031041",3841052,1634.49021276596,3841
"381",713402010,55765,"Birkenfeld",2350,2014-12-17,"E31238010000000000000001172096212",3841052,1634.49021276596,3841
"382",713402010,55765,"Birkenfeld",2350,2014-12-19,"E31238010000000000000001172096213",3841052,1634.49021276596,3841
"383",713402010,55765,"Birkenfeld",3050,2014-07-25,"E31238010000000000000001172206234",5491052,1800.34491803279,5491
"384",713402010,55765,"Birkenfeld",3050,2014-07-24,"E31238010000000000000001172292046",5491052,1800.34491803279,5491
"385",713402010,55765,"Birkenfeld",3050,2014-07-15,"E31238010000000000000001172292048",5491052,1800.34491803279,5491
"386",713402010,55765,"Birkenfeld",2350,2014-09-11,"E31238010000000000000001172292049",4323610,1839.83404255319,4324
"387",713402010,55765,"Birkenfeld",2350,2014-08-04,"E31238010000000000000001172292050",4323610,1839.83404255319,4324
"388",714008144,55469,"Simmern",2000,2007-09-28,"E31238010000000000000001256208450",2225199,1112.5995,2225
"389",714008144,55469,"Simmern",2000,2007-09-28,"E31238010000000000000001256241038",2225199,1112.5995,2225
"390",714008144,55469,"Simmern",2000,2007-10-10,"E31238010000000000000001256241039",2225199,1112.5995,2225
"391",714008144,55469,"Simmern",2000,2007-10-16,"E31238010000000000000001256241040",2225199,1112.5995,2225
"392",714008144,55469,"Simmern",2300,2013-05-29,"E31238010000000000000001256257990",3065652,1332.89217391304,3066
"393",723206320,54595,"Watzerath",2000,2007-12-27,"E31238010000000000000003031635350",2630041,1315.0205,2630
"394",723206320,54595,"Watzerath",2000,2007-11-15,"E31238010000000000000003031645431",2630041,1315.0205,2630
"395",723206320,54595,"Watzerath",2000,2007-11-19,"E31238010000000000000003031645432",2630041,1315.0205,2630
"396",723206320,54595,"Watzerath",2000,2007-12-20,"E31238010000000000000003031645433",2630041,1315.0205,2630
"397",723206320,54595,"Watzerath",2000,2007-12-20,"E31238010000000000000003031645434",2630041,1315.0205,2630
"398",723206320,54595,"Watzerath",2000,2007-12-18,"E31238010000000000000003031645435",2630041,1315.0205,2630
"399",723206320,54595,"Watzerath",2000,2007-12-13,"E31238010000000000000003031645436",2630041,1315.0205,2630
"400",723206320,54595,"Watzerath",2000,2007-12-18,"E31238010000000000000003031645437",2630041,1315.0205,2630
"401",723206320,54595,"Watzerath",2000,2007-12-13,"E31238010000000000000003031645438",2630041,1315.0205,2630
"402",723206320,54595,"Watzerath",2000,2007-11-27,"E31238010000000000000003031645439",2630041,1315.0205,2630
"403",723206320,54595,"Watzerath",2000,2007-11-27,"E31238010000000000000003031645440",2630038,1315.019,2630
"404",723206320,54595,"Watzerath",2000,2007-12-05,"E31238010000000000000003031645441",2630038,1315.019,2630
"405",723206320,54595,"Watzerath",2000,2007-11-20,"E31238010000000000000003031645442",2630038,1315.019,2630
"406",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290216178",2910110,1455.055,2910
"407",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245026",2910110,1455.055,2910
"408",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245027",2910110,1455.055,2910
"409",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245028",2910110,1455.055,2910
"410",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245029",2910107,1455.0535,2910
"411",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245031",2910107,1455.0535,2910
"412",723507501,54298,"Welschbillig",2000,2007-12-29,"E31238010000000000000003309412930",3418074,1709.037,3418
"413",723507501,54298,"Welschbillig",2000,2007-12-28,"E31238010000000000000003309444520",3418074,1709.037,3418
"414",723201201,54687,"Arzfeld",2000,2008-05-07,"E31238010000000000000004616514668",3601257,1800.6285,3601
"415",723201201,54687,"Arzfeld",2000,2008-05-08,"E31238010000000000000004616542072",3601257,1800.6285,3601
"416",713310057,55568,"Lauschied",2000,2002-12-24,"E31238010000000000000004660800067",2357848,1178.924,2358
"417",713502075,56754,"Roes",2000,2008-07-23,"E31238010000000000000004872343798",5154414,2577.207,5154
"418",714003010,56290,"Beltheim",2050,2010-12-21,"E31238010000000000000005793510342",4205649,2051.53609756098,4206
"419",714003010,56290,"Beltheim",2050,2010-12-21,"E31238010000000000000005793514019",4205649,2051.53609756098,4206
"420",714003010,56290,"Beltheim",2050,2010-12-30,"E31238010000000000000005793514020",4205649,2051.53609756098,4206
"421",714003010,56290,"Beltheim",2050,2010-12-30,"E31238010000000000000005793514021",4205649,2051.53609756098,4206
"422",714003010,56290,"Beltheim",2050,2009-01-15,"E31238010000000000000005793531818",4068388,1984.57951219512,4068
"423",714003010,56290,"Beltheim",2050,2009-01-29,"E31238010000000000000005793558354",4068388,1984.57951219512,4068
"424",714003010,56290,"Beltheim",2000,2009-01-22,"E31238010000000000000005793558355",4068388,2034.194,4068
"425",714003010,56290,"Beltheim",2050,2009-01-19,"E31238010000000000000005793558356",4068388,1984.57951219512,4068
"426",714003010,56290,"Beltheim",2000,2009-01-13,"E31238010000000000000005793558357",4068388,2034.194,4068
"427",714008144,55469,"Simmern",2000,2008-11-07,"E31238010000000000000005883130321",3113304,1556.652,3113
"428",714008144,55469,"Simmern",2000,2008-11-07,"E31238010000000000000005883156156",3113304,1556.652,3113
"429",714008144,55469,"Simmern",2000,2008-11-10,"E31238010000000000000005883156158",3113304,1556.652,3113
"430",714008144,55469,"Simmern",2000,2008-11-10,"E31238010000000000000005883156161",3113304,1556.652,3113
"431",714008144,55469,"Simmern",2000,2008-11-12,"E31238010000000000000005883156162",3113306,1556.653,3113
"432",714008144,55469,"Simmern",2000,2008-11-14,"E31238010000000000000005883156165",3113306,1556.653,3113
"433",714008144,55469,"Simmern",2000,2008-11-12,"E31238010000000000000005883156166",3113306,1556.653,3113
"434",713502045,56759,"Kaisersesch",2000,2009-01-22,"E31238010000000000000006388746439",3809491,1904.7455,3809
"435",713502045,56759,"Kaisersesch",2000,2009-01-19,"E31238010000000000000006388746440",3809491,1904.7455,3809
"436",723306036,54570,"Kalenborn-Scheuern",800,2009-01-19,"E31238010000000000000006535245179",1227566,1534.4575,1228
"437",713502042,56814,"Illerich",1500,2009-03-20,"E31238010000000000000007278100131",2391980,1594.65333333333,2392
"438",713502042,56814,"Illerich",1500,2009-03-20,"E31238010000000000000007278122515",2391980,1594.65333333333,2392
"439",714003001,56288,"Alterkülz",2000,2009-05-12,"E31238010000000000000007336849889",3103240,1551.62,3103
"440",714003001,56288,"Alterkülz",2000,2009-05-04,"E31238010000000000000007336849890",3103240,1551.62,3103
"441",714003001,56288,"Alterkülz",2000,2010-08-04,"E31238010000000000000007336857996",3781157,1890.5785,3781
"442",723208502,54646,"Brimingen",800,2009-05-15,"E31238010000000000000007736628879",991848,1239.81,992
"443",723507501,54298,"Welschbillig",2000,2009-09-24,"E31238010000000000000007743039721",3611641,1805.8205,3612
"444",723507501,54298,"Welschbillig",2000,2009-06-19,"E31238010000000000000007743051643",3609749,1804.8745,3610
"445",723507501,54298,"Welschbillig",2000,2009-05-27,"E31238010000000000000007743051644",3609749,1804.8745,3610
"446",723507501,54298,"Welschbillig",2000,2009-06-03,"E31238010000000000000007743051645",3609749,1804.8745,3610
"447",723507501,54298,"Welschbillig",2000,2009-06-02,"E31238010000000000000007743057608",3609749,1804.8745,3610
"448",713502051,56814,"Landkern",2000,2009-08-12,"E31238010000000000000008589909985",3741283,1870.6415,3741
"449",713502051,56814,"Landkern",2000,2009-08-12,"E31238010000000000000008589922445",3741283,1870.6415,3741
"450",713502051,56814,"Landkern",2000,2009-08-17,"E31238010000000000000008589922446",3741283,1870.6415,3741
"451",713502051,56814,"Landkern",2000,2009-08-19,"E31238010000000000000008589922448",3741283,1870.6415,3741
"452",713502045,56759,"Kaisersesch",2500,2009-12-17,"E31238010000000000000009847346438",3346440,1338.576,3346
"453",713502045,56759,"Kaisersesch",2500,2009-12-08,"E31238010000000000000009847346441",3346440,1338.576,3346
"454",713502045,56759,"Kaisersesch",2500,2009-12-17,"E31238010000000000000009847346442",3346444,1338.5776,3346
"455",713502045,56759,"Kaisersesch",2500,2009-12-15,"E31238010000000000000009847346443",3346444,1338.5776,3346
"456",713502045,56759,"Kaisersesch",2500,2009-12-14,"E31238010000000000000009847346444",3346444,1338.5776,3346
"457",713502045,56759,"Kaisersesch",2500,2010-06-25,"E31238010000000000000009847346445",3346444,1338.5776,3346
"458",714003153,56290,"Uhler",2000,2009-12-08,"E31238010000000000000009948159604",3698987,1849.4935,3699
"459",714003153,56290,"Uhler",2000,2009-12-10,"E31238010000000000000009948159613",3698987,1849.4935,3699
"460",714003153,56290,"Uhler",2000,2009-12-15,"E31238010000000000000009948159616",3700096,1850.048,3700
"461",723507501,54298,"Welschbillig",2000,2009-12-18,"E31238010000000000000010665858002",3716991,1858.4955,3717
"462",723507501,54298,"Welschbillig",2000,2009-12-18,"E31238010000000000000010665858004",3716991,1858.4955,3717
"463",723507501,54298,"Welschbillig",2000,2010-06-29,"E31238010000000000000010665858005",3714762,1857.381,3715
"464",723507501,54298,"Welschbillig",2000,2010-06-26,"E31238010000000000000010665858006",3714762,1857.381,3715
"465",723507501,54298,"Welschbillig",2000,2010-06-25,"E31238010000000000000010665858007",3716991,1858.4955,3717
"466",723507501,54298,"Welschbillig",2000,2010-06-17,"E31238010000000000000010665858008",3716991,1858.4955,3717
"467",723501045,54411,"Hermeskeil",1500,2011-03-25,"E31238010000000000000011115023665",3307804,2205.20266666667,3308
"468",723501045,54411,"Hermeskeil",1500,2009-12-30,"E31238010000000000000011115080695",2205866,1470.57733333333,2206
"469",723501045,54411,"Hermeskeil",1500,2009-12-29,"E31238010000000000000011115080697",2205866,1470.57733333333,2206
"470",713502028,56761,"Eulgem",800,2010-06-07,"E31238010000000000000011686110338",1584189,1980.23625,1584
"471",713502028,56761,"Eulgem",800,2010-06-08,"E31238010000000000000011693445364",1571270,1964.0875,1571
"472",723306036,54570,"Kalenborn-Scheuern",800,2010-07-09,"E31238010000000000000012063458671",1095982,1369.9775,1096
"473",713502042,56814,"Illerich",2000,2010-08-11,"E31238010000000000000012072556951",2840311,1420.1555,2840
"474",713502042,56814,"Illerich",2000,2010-07-15,"E31238010000000000000012072556954",2840311,1420.1555,2840
"475",723206292,54595,"Pittenbach",2000,2010-07-23,"E31238010000000000000012373154111",3661466,1830.733,3661
"476",723208070,54655,"Kyllburg",2000,2010-08-20,"E31238010000000000000012414517207",2492441,1246.2205,2492
