"","gem","plz","ort","leistung","inbetriebnahme","eiccode","bnetznr","anlagenschluessel","menge_kwh"
"370",714008144,55469,"Simmern",2300,2013-05-29,"11YR00000003039P",10003764,"E31238010000000000000001256257990",2932957
"371",723206320,54595,"Watzerath",2000,2007-12-27,"11YR00000003039P",10003764,"E31238010000000000000003031635350",2630211
"372",723206320,54595,"Watzerath",2000,2007-11-15,"11YR00000003039P",10003764,"E31238010000000000000003031645431",2630211
"373",723206320,54595,"Watzerath",2000,2007-11-19,"11YR00000003039P",10003764,"E31238010000000000000003031645432",2630211
"374",723206320,54595,"Watzerath",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003031645433",2630211
"375",723206320,54595,"Watzerath",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003031645434",2630211
"376",723206320,54595,"Watzerath",2000,2007-12-18,"11YR00000003039P",10003764,"E31238010000000000000003031645435",2630211
"377",723206320,54595,"Watzerath",2000,2007-12-13,"11YR00000003039P",10003764,"E31238010000000000000003031645436",2630211
"378",723206320,54595,"Watzerath",2000,2007-12-18,"11YR00000003039P",10003764,"E31238010000000000000003031645437",2630211
"379",723206320,54595,"Watzerath",2000,2007-12-13,"11YR00000003039P",10003764,"E31238010000000000000003031645438",2630211
"380",723206320,54595,"Watzerath",2000,2007-11-27,"11YR00000003039P",10003764,"E31238010000000000000003031645439",2630211
"381",723206320,54595,"Watzerath",2000,2007-11-27,"11YR00000003039P",10003764,"E31238010000000000000003031645440",2630206
"382",723206320,54595,"Watzerath",2000,2007-12-05,"11YR00000003039P",10003764,"E31238010000000000000003031645441",2630206
"383",723206320,54595,"Watzerath",2000,2007-11-20,"11YR00000003039P",10003764,"E31238010000000000000003031645442",2630206
"384",723206296,54595,"Prüm",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003290216178",2447788
"385",723206296,54595,"Prüm",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003290245026",2447788
"386",723206296,54595,"Prüm",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003290245027",2447788
"387",723206296,54595,"Prüm",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003290245028",2447788
"388",723206296,54595,"Prüm",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003290245029",2447786
"389",723206296,54595,"Prüm",2000,2007-12-20,"11YR00000003039P",10003764,"E31238010000000000000003290245031",2447786
"390",723507501,54298,"Welschbillig",2000,2007-12-29,"11YR00000003039P",10003764,"E31238010000000000000003309412930",3314600
"391",723507501,54298,"Welschbillig",2000,2007-12-28,"11YR00000003039P",10003764,"E31238010000000000000003309444520",3314600
"392",723201201,54687,"Arzfeld",2000,2008-05-07,"11YR00000003039P",10003764,"E31238010000000000000004616514668",2767460
"393",723201201,54687,"Arzfeld",2000,2008-05-08,"11YR00000003039P",10003764,"E31238010000000000000004616542072",2767460
"394",713310057,55568,"Lauschied",2000,2002-12-24,"11YR00000003039P",10003764,"E31238010000000000000004660800067",2041007
"395",713502075,56754,"Roes",2000,2008-07-23,"11YR00000003039P",10003764,"E31238010000000000000004872343798",4023848
"396",714003010,56290,"Beltheim",2050,2010-12-21,"11YR00000003039P",10003764,"E31238010000000000000005793510342",3832763
"397",714003010,56290,"Beltheim",2050,2010-12-21,"11YR00000003039P",10003764,"E31238010000000000000005793514019",3832763
"398",714003010,56290,"Beltheim",2050,2010-12-30,"11YR00000003039P",10003764,"E31238010000000000000005793514020",3832763
"399",714003010,56290,"Beltheim",2050,2010-12-30,"11YR00000003039P",10003764,"E31238010000000000000005793514021",3832763
"400",714003010,56290,"Beltheim",2050,2009-01-15,"11YR00000003039P",10003764,"E31238010000000000000005793531818",3707672
"401",714003010,56290,"Beltheim",2050,2009-01-29,"11YR00000003039P",10003764,"E31238010000000000000005793558354",3707672
"402",714003010,56290,"Beltheim",2000,2009-01-22,"11YR00000003039P",10003764,"E31238010000000000000005793558355",3707672
"403",714003010,56290,"Beltheim",2050,2009-01-19,"11YR00000003039P",10003764,"E31238010000000000000005793558356",3707672
"404",714003010,56290,"Beltheim",2000,2009-01-13,"11YR00000003039P",10003764,"E31238010000000000000005793558357",3707672
"405",714008144,55469,"Simmern",2000,2008-11-07,"11YR00000003039P",10003764,"E31238010000000000000005883130321",2842645
"406",714008144,55469,"Simmern",2000,2008-11-07,"11YR00000003039P",10003764,"E31238010000000000000005883156156",2842645
"407",714008144,55469,"Simmern",2000,2008-11-10,"11YR00000003039P",10003764,"E31238010000000000000005883156158",2842645
"408",714008144,55469,"Simmern",2000,2008-11-10,"11YR00000003039P",10003764,"E31238010000000000000005883156161",2842645
"409",714008144,55469,"Simmern",2000,2008-11-12,"11YR00000003039P",10003764,"E31238010000000000000005883156162",2842646
"410",714008144,55469,"Simmern",2000,2008-11-14,"11YR00000003039P",10003764,"E31238010000000000000005883156165",2842646
"411",714008144,55469,"Simmern",2000,2008-11-12,"11YR00000003039P",10003764,"E31238010000000000000005883156166",2842646
"412",713502045,56759,"Kaisersesch",2000,2009-01-22,"11YR00000003039P",10003764,"E31238010000000000000006388746439",3730388
"413",713502045,56759,"Kaisersesch",2000,2009-01-19,"11YR00000003039P",10003764,"E31238010000000000000006388746440",3730388
"414",723306036,54570,"Kalenborn-Scheuern",800,2009-01-19,"11YR00000003039P",10003764,"E31238010000000000000006535245179",1162481
"415",713502042,56814,"Illerich",1500,2009-03-20,"11YR00000003039P",10003764,"E31238010000000000000007278100131",2216607
"416",713502042,56814,"Illerich",1500,2009-03-20,"11YR00000003039P",10003764,"E31238010000000000000007278122515",2216607
"417",714003001,56288,"Alterkülz",2000,2009-05-12,"11YR00000003039P",10003764,"E31238010000000000000007336849889",3282823
"418",714003001,56288,"Alterkülz",2000,2009-05-04,"11YR00000003039P",10003764,"E31238010000000000000007336849890",3282823
"419",714003001,56288,"Alterkülz",2000,2010-08-04,"11YR00000003039P",10003764,"E31238010000000000000007336857996",3282823
"420",723208502,54646,"Brimingen",800,2009-05-15,"11YR00000003039P",10003764,"E31238010000000000000007736628879",943345
"421",723507501,54298,"Welschbillig",2000,2009-09-24,"11YR00000003039P",10003764,"E31238010000000000000007743039721",3458648
"422",723507501,54298,"Welschbillig",2000,2009-06-19,"11YR00000003039P",10003764,"E31238010000000000000007743051643",3456837
"423",723507501,54298,"Welschbillig",2000,2009-05-27,"11YR00000003039P",10003764,"E31238010000000000000007743051644",3456837
"424",723507501,54298,"Welschbillig",2000,2009-06-03,"11YR00000003039P",10003764,"E31238010000000000000007743051645",3456837
"425",723507501,54298,"Welschbillig",2000,2009-06-02,"11YR00000003039P",10003764,"E31238010000000000000007743057608",3456837
"426",713502051,56814,"Landkern",2000,2009-08-12,"11YR00000003039P",10003764,"E31238010000000000000008589909985",3606951
"427",713502051,56814,"Landkern",2000,2009-08-12,"11YR00000003039P",10003764,"E31238010000000000000008589922445",3606951
"428",713502051,56814,"Landkern",2000,2009-08-17,"11YR00000003039P",10003764,"E31238010000000000000008589922446",3606951
"429",713502051,56814,"Landkern",2000,2009-08-19,"11YR00000003039P",10003764,"E31238010000000000000008589922448",3606951
"430",713502045,56759,"Kaisersesch",2500,2009-12-17,"11YR00000003039P",10003764,"E31238010000000000000009847346438",3068603
"431",713502045,56759,"Kaisersesch",2500,2009-12-08,"11YR00000003039P",10003764,"E31238010000000000000009847346441",3068603
"432",713502045,56759,"Kaisersesch",2500,2009-12-17,"11YR00000003039P",10003764,"E31238010000000000000009847346442",3068604
"433",713502045,56759,"Kaisersesch",2500,2009-12-15,"11YR00000003039P",10003764,"E31238010000000000000009847346443",3068604
"434",713502045,56759,"Kaisersesch",2500,2009-12-14,"11YR00000003039P",10003764,"E31238010000000000000009847346444",3068604
"435",713502045,56759,"Kaisersesch",2500,2010-06-25,"11YR00000003039P",10003764,"E31238010000000000000009847346445",3068604
"436",714003153,56290,"Uhler",2000,2009-12-08,"11YR00000003039P",10003764,"E31238010000000000000009948159604",3571686
"437",714003153,56290,"Uhler",2000,2009-12-10,"11YR00000003039P",10003764,"E31238010000000000000009948159613",3571686
"438",714003153,56290,"Uhler",2000,2009-12-15,"11YR00000003039P",10003764,"E31238010000000000000009948159616",3572761
"439",723507501,54298,"Welschbillig",2000,2009-12-18,"11YR00000003039P",10003764,"E31238010000000000000010665858002",3527211
"440",723507501,54298,"Welschbillig",2000,2009-12-18,"11YR00000003039P",10003764,"E31238010000000000000010665858004",3527211
"441",723507501,54298,"Welschbillig",2000,2010-06-29,"11YR00000003039P",10003764,"E31238010000000000000010665858005",3525097
"442",723507501,54298,"Welschbillig",2000,2010-06-26,"11YR00000003039P",10003764,"E31238010000000000000010665858006",3525097
"443",723507501,54298,"Welschbillig",2000,2010-06-25,"11YR00000003039P",10003764,"E31238010000000000000010665858007",3527211
"444",723507501,54298,"Welschbillig",2000,2010-06-17,"11YR00000003039P",10003764,"E31238010000000000000010665858008",3527211
"445",723501045,54411,"Hermeskeil",1500,2011-03-25,"11YR00000003039P",10003764,"E31238010000000000000011115023665",2708443
"446",723501045,54411,"Hermeskeil",1500,2009-12-30,"11YR00000003039P",10003764,"E31238010000000000000011115080695",2553277
"447",723501045,54411,"Hermeskeil",1500,2009-12-29,"11YR00000003039P",10003764,"E31238010000000000000011115080697",2553277
"448",723206250,54597,"Kleinlangenfeld",800,2010-04-16,"11YR00000003039P",10003764,"E31238010000000000000011154760198",1243756
"449",713502028,56761,"Eulgem",800,2010-06-07,"11YR00000003039P",10003764,"E31238010000000000000011686110338",1497007
"450",713502028,56761,"Eulgem",800,2010-06-08,"11YR00000003039P",10003764,"E31238010000000000000011693445364",1449438
"451",723306036,54570,"Kalenborn-Scheuern",800,2010-07-09,"11YR00000003039P",10003764,"E31238010000000000000012063458671",996808
"452",713502042,56814,"Illerich",2000,2010-08-11,"11YR00000003039P",10003764,"E31238010000000000000012072556951",2610805
"453",713502042,56814,"Illerich",2000,2010-07-15,"11YR00000003039P",10003764,"E31238010000000000000012072556954",2610805
"454",723206292,54595,"Pittenbach",2000,2010-07-23,"11YR00000003039P",10003764,"E31238010000000000000012373154111",3573159
"455",723208070,54655,"Kyllburg",2000,2010-08-20,"11YR00000003039P",10003764,"E31238010000000000000012414517207",1767024
"456",723208070,54655,"Kyllburg",2000,2010-08-05,"11YR00000003039P",10003764,"E31238010000000000000012414517209",1767024
"457",723208070,54655,"Kyllburg",2000,2010-08-03,"11YR00000003039P",10003764,"E31238010000000000000012414517212",1767024
"458",723208070,54655,"Kyllburg",2000,2010-08-03,"11YR00000003039P",10003764,"E31238010000000000000012414517213",1767024
"459",723208070,54655,"Kyllburg",2000,2010-07-29,"11YR00000003039P",10003764,"E31238010000000000000012414517226",1767024
"460",723208070,54655,"Kyllburg",2000,2010-07-27,"11YR00000003039P",10003764,"E31238010000000000000012414517229",1767024
"461",723208070,54655,"Kyllburg",2000,2010-08-23,"11YR00000003039P",10003764,"E31238010000000000000012414595385",1767024
"462",723504085,54318,"Mertesdorf",2300,2012-04-02,"11YR00000003039P",10003764,"E31238010000000000000012637822952",4938506
"463",723504085,54318,"Mertesdorf",2300,2012-02-03,"11YR00000003039P",10003764,"E31238010000000000000012637822953",4938506
"464",723504085,54318,"Mertesdorf",2000,2010-08-19,"11YR00000003039P",10003764,"E31238010000000000000012637880079",4778931
"465",714302259,57629,"Lochum",2000,2010-10-29,"11YR00000003039P",10003764,"E31238010000000000000013032718701",3558993
"466",714302259,57629,"Lochum",2000,2010-10-29,"11YR00000003039P",10003764,"E31238010000000000000013032718703",3558993
"467",714302259,57629,"Lochum",2000,2010-10-29,"11YR00000003039P",10003764,"E31238010000000000000013032718704",3558993
"468",714302259,57629,"Lochum",2000,2010-11-03,"11YR00000003039P",10003764,"E31238010000000000000013032718705",3558993
"469",714302259,57629,"Lochum",2000,2010-10-28,"11YR00000003039P",10003764,"E31238010000000000000013032737699",3558993
"470",714003064,56288,"Kastellaun",2050,2011-02-03,"11YR00000003039P",10003764,"E31238010000000000000013604606370",3670321
"471",723508081,54429,"Mandern",800,2010-11-24,"11YR00000003039P",10003764,"E31238010000000000000013698603179",1219158
"472",723508081,54429,"Mandern",800,2010-11-12,"11YR00000003039P",10003764,"E31238010000000000000013698603184",1219158
"473",723508081,54429,"Mandern",800,2010-11-12,"11YR00000003039P",10003764,"E31238010000000000000013698603185",1219158
"474",714009087,56291,"Lingerhahn",2050,2011-03-30,"11YR00000003039P",10003764,"E31238010000000000000013823808944",4441335
"475",714009087,56291,"Lingerhahn",2050,2011-03-22,"11YR00000003039P",10003764,"E31238010000000000000013823817507",4441335
"476",714009087,56291,"Lingerhahn",2050,2011-03-18,"11YR00000003039P",10003764,"E31238010000000000000013823817508",4441335
"477",714009087,56291,"Lingerhahn",2050,2011-03-25,"11YR00000003039P",10003764,"E31238010000000000000013823817509",4441335
"478",714009005,56291,"Badenhard",2050,2010-12-23,"11YR00000003039P",10003764,"E31238010000000000000013823817905",4441335
"479",714009087,56291,"Lingerhahn",2050,2011-01-05,"11YR00000003039P",10003764,"E31238010000000000000013823817907",4441335
"480",714009087,56291,"Lingerhahn",2050,2011-01-28,"11YR00000003039P",10003764,"E31238010000000000000013823817908",4441335
"481",733901062,55425,"Waldalgesheim",2300,2011-05-18,"11YR00000003039P",10003764,"E31238010000000000000013823905752",4078871
"482",733901062,55425,"Waldalgesheim",2300,2011-05-27,"11YR00000003039P",10003764,"E31238010000000000000013823917675",4078871
"483",733901062,55425,"Waldalgesheim",2300,2011-05-26,"11YR00000003039P",10003764,"E31238010000000000000013823917677",4078871
"484",733901062,55425,"Waldalgesheim",2300,2011-05-18,"11YR00000003039P",10003764,"E31238010000000000000013823917678",4078871
"485",733901062,55425,"Waldalgesheim",3050,2012-10-26,"11YR00000003039P",10003764,"E31238010000000000000013823920866",5721788
"486",713502045,56759,"Kaisersesch",2000,2011-06-21,"11YR00000003039P",10003764,"E31238010000000000000014024360038",3264099
"487",713502045,56759,"Kaisersesch",2000,2011-01-05,"11YR00000003039P",10003764,"E31238010000000000000014024360039",3264099
"488",713502045,56759,"Kaisersesch",2000,2011-01-07,"11YR00000003039P",10003764,"E31238010000000000000014024360040",3264099
"489",713502045,56759,"Kaisersesch",2000,2011-12-21,"11YR00000003039P",10003764,"E31238010000000000000014024360041",3282018
"490",713502045,56759,"Kaisersesch",2000,2011-12-27,"11YR00000003039P",10003764,"E31238010000000000000014024360042",3282018
"491",714003010,56290,"Beltheim",2300,2010-12-23,"11YR00000003039P",10003764,"E31238010000000000000014044562753",4796518
"492",714003010,56290,"Beltheim",2300,2010-12-23,"11YR00000003039P",10003764,"E31238010000000000000014044562755",4796518
"493",714003010,56290,"Beltheim",2300,2010-12-23,"11YR00000003039P",10003764,"E31238010000000000000014044818637",5151377
"494",714003010,56290,"Beltheim",2300,2010-12-24,"11YR00000003039P",10003764,"E31238010000000000000014044818640",5151377
"495",713502042,56814,"Illerich",2300,2010-12-15,"11YR00000003039P",10003764,"E31238010000000000000014092258628",3185259
"496",723201258,54649,"Lauperath",2000,2011-02-11,"11YR00000003039P",10003764,"E31238010000000000000014538613981",5083655
"497",713703074,56729,"Monreal",2000,2011-03-23,"11YR00000003039P",10003764,"E31238010000000000000014865212580",3131523
"498",713703074,56729,"Monreal",2000,2011-03-29,"11YR00000003039P",10003764,"E31238010000000000000014865222444",3131523
"499",714009087,56291,"Lingerhahn",2300,2011-06-14,"11YR00000003039P",10003764,"E31238010000000000000015218318566",4065737
"500",714009087,56291,"Lingerhahn",2300,2011-06-21,"11YR00000003039P",10003764,"E31238010000000000000015218318567",4065737
"501",714009087,56291,"Lingerhahn",2300,2011-05-30,"11YR00000003039P",10003764,"E31238010000000000000015218318568",4065737
"502",714009087,56291,"Lingerhahn",2300,2011-07-08,"11YR00000003039P",10003764,"E31238010000000000000015218319095",4065737
"503",714009087,56291,"Lingerhahn",3050,2013-05-29,"11YR00000003039P",10003764,"E31238010000000000000015218346486",6520722
"504",714009087,56291,"Lingerhahn",3050,2013-06-21,"11YR00000003039P",10003764,"E31238010000000000000015218346488",6520722
"505",723106035,54424,"Gielert",2300,2011-06-17,"11YR00000003039P",10003764,"E31238010000000000000015228514816",3728298
"506",723106035,54424,"Gielert",2300,2011-06-29,"11YR00000003039P",10003764,"E31238010000000000000015228514817",3728298
"507",723106035,54424,"Gielert",2300,2012-05-29,"11YR00000003039P",10003764,"E31238010000000000000015228518435",3728298
"508",723507501,54298,"Welschbillig",2300,2011-08-11,"11YR00000003039P",10003764,"E31238010000000000000015252658011",4826593
"509",723507501,54298,"Welschbillig",2300,2011-08-10,"11YR00000003039P",10003764,"E31238010000000000000015252658014",4826593
"510",723507501,54298,"Welschbillig",2300,2012-11-17,"11YR00000003039P",10003764,"E31238010000000000000015252658015",4826593
"511",713104211,56745,"Weibern",2500,2011-06-28,"11YR00000003039P",10003764,"E31238010000000000000015403445487",3206689
"512",713104211,56745,"Weibern",2500,2011-06-28,"11YR00000003039P",10003764,"E31238010000000000000015403446541",3206689
"513",714004067,55481,"Kirchberg",2300,2011-10-19,"11YR00000003039P",10003764,"E31238010000000000000015868338222",4315977
"514",714004067,55481,"Kirchberg",2300,2011-10-12,"11YR00000003039P",10003764,"E31238010000000000000015868339714",4315977
"515",714004067,55481,"Kirchberg",2300,2011-10-18,"11YR00000003039P",10003764,"E31238010000000000000015868339715",4315977
"516",723201258,54649,"Lauperath",3050,2014-04-07,"11YR00000003039P",10003764,"E31238010000000000000015877515598",6540446
"517",713104211,56745,"Weibern",2000,2011-08-24,"11YR00000003039P",10003764,"E31238010000000000000016243661581",4577413
"518",713704093,56745,"Rieden",2000,2011-08-24,"11YR00000003039P",10003764,"E31238010000000000000016243661584",4577413
"519",713104211,56745,"Weibern",2000,2011-08-24,"11YR00000003039P",10003764,"E31238010000000000000016243661586",4577413
"520",713704093,56745,"Rieden",2000,2011-08-25,"11YR00000003039P",10003764,"E31238010000000000000016243661587",4577413
"521",713704093,56745,"Rieden",2300,2012-01-27,"11YR00000003039P",10003764,"E31238010000000000000016243661588",3916107
"522",713104211,56745,"Weibern",2300,2012-02-16,"11YR00000003039P",10003764,"E31238010000000000000016243661589",3916107
"523",723205122,54675,"Sinspelt",2300,2011-11-23,"11YR00000003039P",10003764,"E31238010000000000000016892432529",3952985
"524",723205122,54675,"Sinspelt",2300,2011-10-27,"11YR00000003039P",10003764,"E31238010000000000000016892437942",3952985
"525",723205122,54675,"Sinspelt",2300,2011-10-13,"11YR00000003039P",10003764,"E31238010000000000000016892437943",4063773
"526",723205122,54675,"Sinspelt",2300,2011-12-01,"11YR00000003039P",10003764,"E31238010000000000000016892437944",3952985
"527",723205122,54675,"Sinspelt",2300,2011-11-23,"11YR00000003039P",10003764,"E31238010000000000000016892437945",4335031
"528",723205122,54675,"Sinspelt",2300,2011-11-23,"11YR00000003039P",10003764,"E31238010000000000000016892437946",4335031
"529",723205122,54675,"Sinspelt",2300,2011-10-07,"11YR00000003039P",10003764,"E31238010000000000000016892437947",4020860
"530",723205122,54675,"Sinspelt",2300,2012-02-17,"11YR00000003039P",10003764,"E31238010000000000000016892437948",4335031
"531",723205122,54675,"Sinspelt",2300,2012-02-24,"11YR00000003039P",10003764,"E31238010000000000000016892437949",4335017
"532",723205122,54675,"Sinspelt",2300,2012-02-10,"11YR00000003039P",10003764,"E31238010000000000000016892437950",4335031
"533",723205122,54675,"Sinspelt",2300,2011-12-30,"11YR00000003039P",10003764,"E31238010000000000000016892437951",3738750
"534",723205122,54675,"Sinspelt",2300,2011-12-29,"11YR00000003039P",10003764,"E31238010000000000000016892437952",3738750
"535",723205122,54675,"Sinspelt",2300,2011-09-26,"11YR00000003039P",10003764,"E31238010000000000000016892437953",3738750
"536",723205080,54675,"Mettendorf",2300,2011-09-26,"11YR00000003039P",10003764,"E31238010000000000000016959918840",3906128
"537",714008144,55469,"Simmern",3370,2011-10-12,"11YR00000003039P",10003764,"E31238010000000000000016991762747",4960205
"538",714008144,55469,"Simmern",3370,2011-11-10,"11YR00000003039P",10003764,"E31238010000000000000016991762748",4960205
"539",714008144,55469,"Simmern",3370,2011-10-27,"11YR00000003039P",10003764,"E31238010000000000000016991762749",4960205
"540",714008144,55469,"Simmern",3370,2011-10-25,"11YR00000003039P",10003764,"E31238010000000000000016991762750",4960205
"541",714008144,55469,"Simmern",3370,2011-11-01,"11YR00000003039P",10003764,"E31238010000000000000016991762751",4960205
"542",714008144,55469,"Simmern",3370,2011-11-08,"11YR00000003039P",10003764,"E31238010000000000000016991762752",4960205
"543",714004067,55481,"Kirchberg",2300,2011-11-17,"11YR00000003039P",10003764,"E31238010000000000000017426823324",4315977
"544",714004067,55481,"Kirchberg",2300,2011-11-10,"11YR00000003039P",10003764,"E31238010000000000000017426823325",4315977
"545",714004067,55481,"Kirchberg",2300,2011-11-17,"11YR00000003039P",10003764,"E31238010000000000000017426823326",4315977
"546",714004067,55481,"Kirchberg",2300,2011-11-10,"11YR00000003039P",10003764,"E31238010000000000000017426823327",4315977
"547",714004067,55481,"Kirchberg",2300,2011-11-21,"11YR00000003039P",10003764,"E31238010000000000000017426823328",4315977
"548",714004067,55481,"Kirchberg",2300,2011-11-17,"11YR00000003039P",10003764,"E31238010000000000000017426823330",4315977
"549",714004067,55481,"Kirchberg",2300,2011-12-17,"11YR00000003039P",10003764,"E31238010000000000000017426823331",4315977
"550",714004067,55481,"Kirchberg",2300,2011-12-08,"11YR00000003039P",10003764,"E31238010000000000000017426823332",4315977
"551",714004067,55481,"Kirchberg",2300,2011-11-30,"11YR00000003039P",10003764,"E31238010000000000000017426823334",4315977
"552",714004067,55481,"Kirchberg",2300,2011-12-19,"11YR00000003039P",10003764,"E31238010000000000000017426823335",4315977
"553",714004067,55481,"Kirchberg",2300,2011-12-23,"11YR00000003039P",10003764,"E31238010000000000000017426823336",4315977
"554",714004067,55481,"Kirchberg",2300,2011-12-15,"11YR00000003039P",10003764,"E31238010000000000000017426823337",4315977
"555",714004067,55481,"Kirchberg",2300,2011-12-30,"11YR00000003039P",10003764,"E31238010000000000000017426823338",4315977
"556",714004067,55481,"Kirchberg",2300,2011-12-30,"11YR00000003039P",10003764,"E31238010000000000000017426823339",4315977
"557",714004067,55481,"Kirchberg",2300,2011-11-30,"11YR00000003039P",10003764,"E31238010000000000000017426823340",4315977
"558",714004067,55481,"Kirchberg",2300,2012-02-01,"11YR00000003039P",10003764,"E31238010000000000000017426837219",4315977
"559",714004067,55481,"Kirchberg",2300,2012-02-13,"11YR00000003039P",10003764,"E31238010000000000000017426837220",4315977
"560",714004067,55481,"Kirchberg",2300,2012-02-10,"11YR00000003039P",10003764,"E31238010000000000000017426837221",4315977
"561",714004067,55481,"Kirchberg",2300,2011-12-30,"11YR00000003039P",10003764,"E31238010000000000000017426837222",4315977
"562",714004067,55481,"Kirchberg",2300,2012-02-10,"11YR00000003039P",10003764,"E31238010000000000000017426837223",4315977
"563",714004067,55481,"Kirchberg",2300,2012-02-07,"11YR00000003039P",10003764,"E31238010000000000000017469737224",3641552
"564",714004067,55481,"Kirchberg",2300,2012-02-07,"11YR00000003039P",10003764,"E31238010000000000000017469738270",3641552
"565",714004067,55481,"Kirchberg",2300,2012-02-01,"11YR00000003039P",10003764,"E31238010000000000000017469738271",3641552
"566",714004067,55481,"Kirchberg",2300,2011-12-29,"11YR00000003039P",10003764,"E31238010000000000000017469738272",3641552
"567",714004067,55481,"Kirchberg",2300,2011-12-19,"11YR00000003039P",10003764,"E31238010000000000000017469738273",3641552
"568",714004067,55481,"Kirchberg",2300,2011-12-20,"11YR00000003039P",10003764,"E31238010000000000000017469738274",3641552
"569",714004067,55481,"Kirchberg",2300,2011-12-23,"11YR00000003039P",10003764,"E31238010000000000000017469738275",3641552
"570",714004067,55481,"Kirchberg",2300,2011-12-19,"11YR00000003039P",10003764,"E31238010000000000000017469738276",3641552
"571",714004067,55481,"Kirchberg",2000,2011-12-26,"11YR00000003039P",10003764,"E31238010000000000000017469738277",3142912
"572",714004067,55481,"Kirchberg",2000,2011-12-26,"11YR00000003039P",10003764,"E31238010000000000000017469738278",3142912
"573",714004067,55481,"Kirchberg",2000,2011-12-29,"11YR00000003039P",10003764,"E31238010000000000000017469738279",3142912
"574",714004067,55481,"Kirchberg",2000,2011-12-28,"11YR00000003039P",10003764,"E31238010000000000000017469738280",3142912
"575",714004067,55481,"Kirchberg",2000,2012-01-11,"11YR00000003039P",10003764,"E31238010000000000000017469738282",3142912
"576",714004067,55481,"Kirchberg",2050,2012-05-31,"11YR00000003039P",10003764,"E31238010000000000000017469765718",3280035
"577",714004067,55481,"Kirchberg",2050,2012-06-04,"11YR00000003039P",10003764,"E31238010000000000000017469765723",3280035
"578",714004067,55481,"Kirchberg",3170,2014-12-20,"",10003764,"E31238010000000000000017469798730",5885873
"579",733101043,55237,"Lonsheim",3370,2012-02-11,"11YR00000003039P",10003764,"E31238010000000000000017901225101",5846961
"580",733101043,55237,"Lonsheim",3370,2012-01-30,"11YR00000003039P",10003764,"E31238010000000000000017901225106",5846961
"581",733101043,55237,"Lonsheim",3370,2012-02-11,"11YR00000003039P",10003764,"E31238010000000000000017901225107",5846961
"582",733101043,55237,"Lonsheim",3370,2012-01-15,"11YR00000003039P",10003764,"E31238010000000000000017901225108",5846961
"583",733101043,55237,"Lonsheim",3370,2012-02-23,"11YR00000003039P",10003764,"E31238010000000000000017901225109",5846961
"584",733101043,55237,"Lonsheim",3370,2012-02-17,"11YR00000003039P",10003764,"E31238010000000000000017901225110",5846961
"585",733101043,55237,"Lonsheim",3370,2012-02-13,"11YR00000003039P",10003764,"E31238010000000000000017901225111",5846961
"586",733101043,55237,"Lonsheim",3370,2012-02-25,"11YR00000003039P",10003764,"E31238010000000000000017901225112",5846961
"587",733101043,55237,"Lonsheim",3370,2012-08-15,"11YR00000003039P",10003764,"E31238010000000000000017901225115",5846961
"588",733101043,55237,"Lonsheim",3370,2012-09-06,"11YR00000003039P",10003764,"E31238010000000000000017901253468",5846961
"589",713700068,56727,"Mayen",2050,2012-03-15,"11YR00000003039P",10003764,"E31238010000000000000019260122470",3624020
"590",713700068,56727,"Mayen",2050,2012-03-17,"11YR00000003039P",10003764,"E31238010000000000000019260122805",3624020
"591",713700068,56727,"Mayen",2050,2012-03-22,"11YR00000003039P",10003764,"E31238010000000000000019260122806",3624020
"592",713700068,56727,"Mayen",2050,2012-03-19,"11YR00000003039P",10003764,"E31238010000000000000019260122807",3624020
"593",713700068,56727,"Mayen",2050,2012-03-17,"11YR00000003039P",10003764,"E31238010000000000000019260122808",3624020
"594",714008144,55469,"Simmern",2300,2012-06-01,"11YR00000003039P",10003764,"E31238010000000000000019878140147",3348693
"595",714008144,55469,"Simmern",2300,2012-08-03,"11YR00000003039P",10003764,"E31238010000000000000019878140148",3348698
"596",714008144,55469,"Simmern",2300,2012-07-13,"11YR00000003039P",10003764,"E31238010000000000000019878140149",3348698
"597",714008144,55469,"Simmern",2300,2012-06-28,"11YR00000003039P",10003764,"E31238010000000000000019878140150",3348698
"598",714008144,55469,"Simmern",2300,2012-06-15,"11YR00000003039P",10003764,"E31238010000000000000019878142980",3348693
"599",714008144,55469,"Simmern",2300,2012-06-22,"11YR00000003039P",10003764,"E31238010000000000000019878157993",3348698
"600",723507137,54311,"Trierweiler",2300,2012-10-10,"11YR00000003039P",10003764,"E31238010000000000000020051300377",5017962
"601",723507137,54311,"Trierweiler",2300,2012-10-31,"11YR00000003039P",10003764,"E31238010000000000000020051364934",5018009
"602",713502042,56814,"Illerich",2000,2012-07-24,"11YR00000003039P",10003764,"E31238010000000000000020095565693",3307881
"603",713502042,56814,"Illerich",2000,2012-07-24,"11YR00000003039P",10003764,"E31238010000000000000020097256516",3469086
