"","gem","plz","ort","leistung","inbetriebnahme","eiccode","bnetznr","anlagenschluessel","menge_kwh"
"18",734009055,66919,"Weselberg",1800,2002-01-15,"11YR00000001555H","10002992","E30254010000000000005230788306675",2809043
"19",733608087,67753,"Rothselberg",1600,2003-12-19,"11YR00000001555H","10002992","E30254010000000000005230788501717",2711690
"20",733207029,67271,"Kindenheim",1800,2003-07-24,"11YR00000001555H","10002992","E30254010000000000005230788601719",2218585
"21",733207029,67271,"Kindenheim",1800,2003-07-17,"11YR00000001555H","10002992","E30254010000000000005230788601720",2218585
"22",733207029,67271,"Kindenheim",1800,2003-07-30,"11YR00000001555H","10002992","E30254010000000000005230788607050",2218586
"23",733511037,66851,"Queidersbach",2000,2002-06-12,"11YR00000001555H","10002992","E30254010000000000005230788701721",2921647
"24",733401001,76756,"Bellheim",1500,2003-12-21,"11YR00000001555H","10002992","E30254010000000000005230789301729",2105290
"25",733401001,76756,"Bellheim",1500,2003-12-21,"11YR00000001555H","10002992","E30254010000000000005230789301730",2105290
"26",733401001,76756,"Bellheim",1500,2003-12-17,"11YR00000001555H","10002992","E30254010000000000005230789306702",2105292
"27",733510033,67737,"Olsbrücken",1800,2004-07-16,"11YR00000001555H","10002992","E30254010000000000005230789401732",2032929
"28",733510033,67737,"Olsbrücken",1800,2004-07-27,"11YR00000001555H","10002992","E30254010000000000005230789401733",2032922
"29",733510029,67700,"Niederkirchen",2000,2005-03-24,"11YR00000001555H","10002992","E30254010000000000005230789401734",2439651
"30",733510029,67700,"Niederkirchen",2000,2005-03-24,"11YR00000001555H","10002992","E30254010000000000005230789401735",2439651
"31",733510029,67700,"Niederkirchen",2000,2004-11-30,"11YR00000001555H","10002992","E30254010000000000005230789401736",2439651
"32",733510029,67700,"Niederkirchen",2000,2004-12-02,"11YR00000001555H","10002992","E30254010000000000005230789401737",2439651
"33",733510029,67700,"Niederkirchen",2000,2006-03-22,"11YR00000001555H","10002992","E30254010000000000005230789401738",2753660
"34",733510029,67700,"Niederkirchen",2000,2006-05-08,"11YR00000001555H","10002992","E30254010000000000005230789401739",2753660
"35",733510029,67700,"Niederkirchen",2000,2006-03-30,"11YR00000001555H","10002992","E30254010000000000005230789401740",2753660
"36",733510029,67700,"Niederkirchen",2000,2006-05-18,"11YR00000001555H","10002992","E30254010000000000005230789401741",2753660
"37",733510029,67700,"Niederkirchen",2000,2006-05-24,"11YR00000001555H","10002992","E30254010000000000005230789401742",2753660
"38",733510029,67700,"Niederkirchen",2000,2006-04-07,"11YR00000001555H","10002992","E30254010000000000005230789401743",2753655
"39",733608036,67753,"Hefersweiler",2300,2009-01-08,"11YR00000001555H","10002992","E30254010000000000005230789408782",2135900
"40",733608036,67753,"Hefersweiler",2300,2009-01-13,"11YR00000001555H","10002992","E30254010000000000005230789408817",2135900
"41",733608085,67753,"Reipoltskirchen",2300,2009-01-14,"11YR00000001555H","10002992","E30254010000000000005230789408818",2135894
"42",733608086,67753,"Relsberg",2300,2009-01-12,"11YR00000001555H","10002992","E30254010000000000005230789408838",2135900
"43",733406025,76761,"Rülzheim",1500,2005-10-01,"11YR00000001555H","10002992","E30254010000000000005230789801746",2202028
"44",733406025,76761,"Rülzheim",1500,2005-10-10,"11YR00000001555H","10002992","E30254010000000000005230789801747",2202028
"45",733704039,76863,"Herxheimweyher",1500,2005-12-31,"11YR00000001555H","10002992","E30254010000000000005230789801748",2202028
"46",733704039,76863,"Herxheimweyher",1500,2005-12-31,"11YR00000001555H","10002992","E30254010000000000005230789801749",2202028
"47",733704039,76863,"Herxheimweyher",1500,2005-12-31,"11YR00000001555H","10002992","E30254010000000000005230789801750",2202028
"48",733406025,76761,"Rülzheim",1500,2005-10-01,"11YR00000001555H","10002992","E30254010000000000005230789807055",2202028
"49",733200025,67454,"Haßloch",1500,2005-12-23,"11YR00000001555H","10002992","E30254010000000000005230790301752",1988333
"50",733200025,67454,"Haßloch",1500,2005-12-16,"11YR00000001555H","10002992","E30254010000000000005230790306701",1988338
"51",734006022,66989,"Höheinöd",2300,2006-02-02,"11YR00000001555H","10002992","E30254010000000000005230790601754",2870933
"52",734006022,66989,"Höheinöd",2000,2006-08-17,"11YR00000001555H","10002992","E30254010000000000005230790601755",2496463
"53",734006022,66989,"Höheinöd",2300,2006-01-24,"11YR00000001555H","10002992","E30254010000000000005230790606676",2870928
"54",733404020,76872,"Minfeld",1500,2004-09-22,"11YR00000001555H","10002992","E30254010000000000005230791001762",2375780
"55",733404020,76872,"Minfeld",1500,2004-09-14,"11YR00000001555H","10002992","E30254010000000000005230791001763",2375780
"56",733404020,76872,"Minfeld",1500,2004-09-15,"11YR00000001555H","10002992","E30254010000000000005230791001764",2375780
"57",733404020,76872,"Minfeld",1500,2004-09-22,"11YR00000001555H","10002992","E30254010000000000005230791006703",2375780
"58",733404020,76872,"Minfeld",2000,2009-02-12,"11YR00000001555H","10002992","E30254010000000000005230791008781",3425584
"59",734009216,66894,"Krähenberg",1250,2003-03-28,"11YR00000001555H","10002992","E30254010000000000005230797401809",1433709
"60",734009216,66894,"Krähenberg",1250,2003-03-25,"11YR00000001555H","10002992","E30254010000000000005230797401810",1433709
"61",734009216,66894,"Krähenberg",1250,2003-03-19,"11YR00000001555H","10002992","E30254010000000000005230797401811",1433709
"62",734009216,66894,"Krähenberg",1250,2003-03-31,"11YR00000001555H","10002992","E30254010000000000005230797401812",1433709
"63",734009216,66894,"Krähenberg",1250,2003-03-31,"11YR00000001555H","10002992","E30254010000000000005230797405750",1433709
"64",733405028,67365,"Schwegenheim",1500,2006-01-17,"11YR00000001555H","10002992","E30254010000000000005230797501801",2109867
"65",733405028,67365,"Schwegenheim",1500,2006-01-31,"11YR00000001555H","10002992","E30254010000000000005230797501802",2109872
"66",733405028,67365,"Schwegenheim",1500,2005-12-23,"11YR00000001555H","10002992","E30254010000000000005230797501803",2109867
"67",733610052,66871,"Konken",850,2002-02-01,"11YR00000001555H","10002992","E30254010000000000005230797601805",1107646
"68",733610052,66871,"Konken",850,2002-02-01,"11YR00000001555H","10002992","E30254010000000000005230797601806",1107646
"69",733610052,66871,"Konken",850,2002-02-01,"11YR00000001555H","10002992","E30254010000000000005230797601807",1107646
"70",733610052,66871,"Konken",850,2002-02-01,"11YR00000001555H","10002992","E30254010000000000005230797606681",1107636
"71",733307008,67806,"Bisterschied",1500,2000-04-10,"11YR00000001555H","10002992","E30254010000000000005230822702034",1981518
"72",733307008,67806,"Bisterschied",500,1999-11-04,"11YR00000001555H","10002992","E30254010000000000005230822707035",744516
"73",733501203,66894,"Martinshöhe",1000,2000-12-28,"11YR00000001555H","10002992","E30254010000000000005230823306682",1122730
"74",733608074,67748,"Odenbach",600,2004-12-28,"11YR00000001555H","10002992","E30254010000000000005230823402040",667745
"75",733608074,67748,"Odenbach",600,2004-12-28,"11YR00000001555H","10002992","E30254010000000000005230823407054",667740
"76",733610103,66887,"Welchweiler",1750,2003-12-22,"11YR00000001555H","10002992","E30254010000000000005230826706683",1325825
"77",733307008,67806,"Bisterschied",1800,2004-02-27,"11YR00000001555H","10002992","E30254010000000000005230827307061",2793036
"78",733304031,67294,"Ilbesheim",500,1998-02-05,"11YR00000001555H","10002992","E30254010000000000005230837706693",618112
"79",733304040,67819,"Kriegsfeld",1800,2000-12-21,"11YR00000001555H","10002992","E30254010000000000005230838106691",2909204
"80",733608069,67759,"Nußbach",600,2002-05-07,"11YR00000001555H","10002992","E30254010000000000005230876501820",875877
"81",733608069,67759,"Nußbach",1600,2003-12-12,"11YR00000001555H","10002992","E30254010000000000005230888706707",2932600
"82",733807023,67354,"Römerberg",2000,2006-04-13,"11YR00000001555H","10002992","E30254010000000000005230940402446",3091526
"83",733807023,67354,"Römerberg",2000,2008-10-01,"11YR00000001555H","10002992","E30254010000000000005230940406757",2906695
"84",733509501,66879,"Reichenbach-Steegen",2000,2003-02-14,"11YR00000001555H","10002992","E30254010000000000005231606303528",2825108
"85",733509501,66879,"Reichenbach-Steegen",2000,2003-01-19,"11YR00000001555H","10002992","E30254010000000000005231606303529",2825108
"86",733509501,66879,"Reichenbach-Steegen",2000,2003-01-16,"11YR00000001555H","10002992","E30254010000000000005231606303530",2825108
"87",733509501,66879,"Reichenbach-Steegen",2000,2002-12-28,"11YR00000001555H","10002992","E30254010000000000005231606303531",2825108
"88",733509501,66879,"Reichenbach-Steegen",2000,2002-12-29,"11YR00000001555H","10002992","E30254010000000000005231606303532",2825108
"89",733608087,67753,"Rothselberg",2000,2004-12-08,"11YR00000001555H","10002992","E30254010000000000005231606303533",2361305
"90",733608087,67753,"Rothselberg",2000,2004-12-02,"11YR00000001555H","10002992","E30254010000000000005231606303534",2361315
"91",733302038,67304,"Kerzenheim",1650,2000-10-19,"11YR00000001555H","10002992","E30254010000000000005231607403543",1514889
"92",733302038,67304,"Kerzenheim",1500,2003-08-20,"11YR00000001555H","10002992","E30254010000000000005231615906699",1711734
"93",733609047,66909,"Hüffler",2000,2007-02-28,"11YR00000001555H","10002992","E30254010000000000005231640303562",3499298
"94",733609047,66909,"Hüffler",2000,2007-02-21,"11YR00000001555H","10002992","E30254010000000000005231640307069",3499293
"95",734006016,66919,"Hermersberg",800,2007-08-09,"11YR00000001555H","10002992","E30254010000000000005231819004016",1166370
"96",734006016,66919,"Hermersberg",800,2007-08-07,"11YR00000001555H","10002992","E30254010000000000005231819006705",1166370
"97",734006016,66919,"Hermersberg",2000,2008-07-10,"11YR00000001555H","10002992","E30254010000000000005231819007703",3997371
"98",734006016,66919,"Hermersberg",2000,2008-07-29,"11YR00000001555H","10002992","E30254010000000000005231819007704",3997371
"99",733610103,66887,"Welchweiler",2000,2007-08-03,"11YR00000001555H","10002992","E30254010000000000005231821504019",1876008
"100",734006054,67714,"Waldfischbach-Burgalben",2000,2007-12-28,"11YR00000001555H","10002992","E30254010000000000005232123306711",2706059
"101",734006022,66989,"Höheinöd",2000,2007-12-27,"11YR00000001555H","10002992","E30254010000000000005232123306712",2706059
"102",734006054,67714,"Waldfischbach-Burgalben",2000,2008-01-30,"11YR00000001555H","10002992","E30254010000000000005232123306713",2706062
"103",733707061,76877,"Offenbach",2000,2008-03-04,"11YR00000001555H","10002992","E30254010000000000005232263805059",3257836
"104",733707061,76877,"Offenbach",2000,2008-03-17,"11YR00000001555H","10002992","E30254010000000000005232263805060",3257836
"105",733707061,76877,"Offenbach",2000,2008-03-08,"11YR00000001555H","10002992","E30254010000000000005232263805061",3257840
"106",733807023,67354,"Römerberg",2000,2008-10-07,"11YR00000001555H","10002992","E30254010000000000005232790909814",2906688
"107",734008221,66484,"Riedelberg",2300,2009-02-27,"11YR00000001555H","10002992","E30254010000000000005232855709017",2738162
"108",734008221,66484,"Riedelberg",2300,2009-03-04,"11YR00000001555H","10002992","E30254010000000000005232855709018",2738161
"109",734008221,66484,"Riedelberg",2000,2009-03-03,"11YR00000001555H","10002992","E30254010000000000005232855709019",3419756
"110",734008221,66484,"Riedelberg",2000,2009-02-27,"11YR00000001555H","10002992","E30254010000000000005232855709020",3419756
"111",733610003,66885,"Erdesbach-Patersbach",2000,2009-10-26,"11YR00000001555H","10002992","E30254010000000000005233312514223",3058279
"112",733610022,66887,"Erdesbach-Patersbach",2000,2009-11-03,"11YR00000001555H","10002992","E30254010000000000005233312514224",3058279
"113",733610022,66887,"Erdesbach-Patersbach",2000,2009-11-03,"11YR00000001555H","10002992","E30254010000000000005233312514225",3058269
"114",733610003,66885,"Erdesbach-Patersbach",2000,2009-10-12,"11YR00000001555H","10002992","E30254010000000000005233312514226",3058279
"115",734008226,66484,"Walshausen",2000,2009-11-28,"11YR00000001555H","10002992","E30254010000000000005233432816109",3352215
"116",734008226,66484,"Walshausen",2000,2009-12-01,"11YR00000001555H","10002992","E30254010000000000005233432816110",3352210
"117",733307025,67813,"Gerbach",3050,2011-10-28,"11YR00000001555H","10002992","E30254010000000000005234010639491",7448933
"118",733801006,67125,"Dannstadt-Schauernheim",2500,2011-02-04,"11YR00000001555H","10002992","E30254010000000000005234201028183",3137572
"119",733800005,67459,"Böhl-Iggelheim",2500,2011-02-02,"11YR00000001555H","10002992","E30254010000000000005234201028184",3137572
"120",733207010,67246,"Dirmstein",2000,2010-12-30,"11YR00000001555H","10002992","E30254010000000000005234239828155",3044142
"121",733207010,67246,"Dirmstein",2000,2010-12-30,"11YR00000001555H","10002992","E30254010000000000005234239828156",3044142
"122",733609101,66909,"Wahnwegen",2000,2011-03-31,"11YR00000001555H","10002992","E30254010000000000005234430229628",3260736
"123",733609101,66909,"Wahnwegen",2000,2011-03-10,"11YR00000001555H","10002992","E30254010000000000005234430229629",3260742
"124",733610103,66887,"Welchweiler",800,2007-07-13,"11YR00000001555H","10002992","E30254010000000000005234767337518",863741
"125",733307055,67821,"Oberndorf",2530,2014-09-05,"11YR00000001555H","10002992","E30254010WEA1OBERNDORF0FLUR322006",5110461
"126",733303026,67307,"Göllheim",2530,2014-09-23,"11YR00000001555H","10002992","E30254010WEA2GOLLWALD00FLUR474306",4824697
"127",733303026,67307,"Göllheim",2530,2014-09-04,"11YR00000001555H","10002992","E30254010WEA2GOLLWALD00FLUR475902",4824697
"128",733303026,67307,"Göllheim",2530,2014-09-11,"11YR00000001555H","10002992","E30254010WEA2GOLLWALD00FLUR475903",4824697
"129",733303026,67307,"Göllheim",2530,2014-09-13,"11YR00000001555H","10002992","E30254010WEA2GOLLWALD00FLUR476304",4824697
"130",733303026,67307,"Göllheim",2530,2014-09-23,"11YR00000001555H","10002992","E30254010WEA2GOLLWALD00FLUR476305",4824689
"131",733307055,67821,"Oberndorf",2530,2014-09-01,"11YR00000001555H","10002992","E30254010WEA2OBERNDORF0FLUR306006",5110467
"132",733806013,67259,"Heuchelheim",2000,2004-12-30,"11YR00000001555H","10002992","E30254011000000000005231616306700",2065141
"133",733806013,67259,"Heuchelheim",2000,2005-05-13,"11YR00000001555H","10002992","E30254012000000000005231616306700",2156899
"134",733806013,67259,"Heuchelheim",2000,2005-05-03,"11YR00000001555H","10002992","E30254013000000000005231616306700",2065141
"135",733806013,67259,"Heuchelheim",2000,2005-04-15,"11YR00000001555H","10002992","E30254014000000000005231616306700",2065137
"136",733806013,67259,"Heuchelheim",800,2005-02-03,"11YR00000001555H","10002992","E30254015000000000005231616306700",827059
"137",733502004,67677,"Enkenbach-Alsenborn",3000,2013-05-31,"11YR00000001555H","10002992","E3025401PVA0000000000009000011337",4767963
"138",733101022,55234,"Esselborn",3075,2013-10-16,"11YR00000001555H","10002992","E3025401WEA0000000000ESSELBORN001",6977019
"139",733101022,55234,"Esselborn",3075,2013-10-17,"11YR00000001555H","10002992","E3025401WEA0000000000ESSELBORN002",6977013
"140",733307053,67822,"Oberhausen",3075,2014-04-02,"11YR00000001555H","10002992","E3025401WEA0000000000OBERHAUSEN01",6204776
"141",733307053,67822,"Oberhausen",3075,2014-04-11,"11YR00000001555H","10002992","E3025401WEA0000000000OBERHAUSEN02",6204771
"142",733304010,67295,"Bolanden",3075,2013-12-27,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG001",6148609
"143",733304022,67294,"Gauersheim",3075,2014-01-31,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG004",6148609
"144",733304062,67294,"Rittersheim",3075,2014-01-31,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG005",6148609
"145",733304022,67294,"Gauersheim",3075,2013-12-27,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG006",6148609
"146",733304022,67294,"Gauersheim",3075,2013-12-10,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG007",6148609
"147",733304022,67294,"Gauersheim",3075,2014-02-13,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG008",6148609
"148",733304022,67294,"Gauersheim",3075,2013-12-29,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG009",6148609
"149",733304022,67294,"Gauersheim",3075,2013-12-10,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG010",6148609
"150",733303001,67308,"Albisheim",3300,2015-11-14,"","10002992","E3025401WEA000000000HUNGERBERG011",6598509
"151",733303001,67308,"Albisheim",3075,2013-11-18,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG012",6148609
"152",733303001,67308,"Albisheim (Pfrimm)",3075,2013-12-03,"11YR00000001555H","10002992","E3025401WEA000000000HUNGERBERG013",6148609
"153",733511023,66851,"Linden",2400,2013-12-09,"11YR00000001555H","10002992","E3025401WEA000000000LINDEN8288102",5076195
"154",733511023,66851,"Linden",2400,2013-12-18,"11YR00000001555H","10002992","E3025401WEA000000000LINDEN8288201",5076190
"155",733303012,67308,"Bubenheim",2530,2014-07-23,"11YR00000001555H","10002992","E3025401WEA00000000BUBENHEIM00009",5818597
"156",733303012,67308,"Bubenheim",2530,2014-07-23,"11YR00000001555H","10002992","E3025401WEA00000000BUBENHEIM00011",5818592
"157",733207029,67271,"Kindenheim",3050,2014-07-28,"11YR00000001555H","10002992","E3025401WEA00000000KINDENHEIM0001",6154860
"158",733207029,67271,"Kindenheim",3050,2014-09-12,"11YR00000001555H","10002992","E3025401WEA00000000KINDENHEIM0002",6154853
"159",733608087,67753,"Rothselberg",3050,2014-12-15,"11YR00000001555H","10002992","E3025401WEA000000GALGENBERT010001",6677812
"160",733608087,67753,"Rothselberg",3050,2014-12-23,"11YR00000001555H","10002992","E3025401WEA000000GALGENBERT010002",6677812
"161",733608087,67753,"Rothselberg",3050,2014-12-30,"11YR00000001555H","10002992","E3025401WEA000000GALGENBERT010003",6677812
"162",733608105,67752,"Wolfstein",3050,2015-02-24,"","10002992","E3025401WEA000000GALGENBERT010004",6677812
"163",733608105,67752,"Wolfstein",3050,2015-06-25,"","10002992","E3025401WEA000000GALGENBERT010005",6677812
"164",733608105,67752,"Wolfstein",3050,2015-05-21,"","10002992","E3025401WEA000000GALGENBERT010006",6677812
"165",733608105,67752,"Wolfstein",3050,2015-07-28,"","10002992","E3025401WEA000000GALGENBERT010007",6677812
"166",733608105,67752,"Wolfstein",3050,2015-08-04,"","10002992","E3025401WEA000000GALGENBERT010008",6677804
"167",733707061,76877,"Offenbach",2530,2014-09-03,"11YR00000001555H","10002992","E3025401WEA000000UWOFFENBACH37501",5485456
"168",733707061,76877,"Offenbach",2530,2014-08-19,"11YR00000001555H","10002992","E3025401WEA000000UWOFFENBACH37502",5485456
"169",733707061,76877,"Offenbach",2530,2014-09-03,"11YR00000001555H","10002992","E3025401WEA000000UWOFFENBACH37503",5485456
"170",733707061,76877,"Offenbach",2530,2014-09-02,"11YR00000001555H","10002992","E3025401WEA000000UWOFFENBACH37504",5485456
"171",733707061,76877,"Offenbach",2530,2014-08-14,"11YR00000001555H","10002992","E3025401WEA000000UWOFFENBACH37505",5485456
"172",733707061,76877,"Offenbach",2530,2014-08-27,"11YR00000001555H","10002992","E3025401WEA000000UWOFFENBACH37506",5485462
"173",733302038,67304,"Kerzenheim",3075,2015-06-12,"","10002992","E3025401WEA0004100033530000013176",6111139
"174",733302038,67304,"Kerzenheim",3075,2015-06-17,"","10002992","E3025401WEA0004100033530000013177",6111139
"175",733302038,67304,"Kerzenheim",3300,2015-09-02,"","10002992","E3025401WEA0004100033550000013217",8146356
"176",733302038,67304,"Kerzenheim",3300,2015-09-09,"","10002992","E3025401WEA0004100033550000013218",8146351
"177",733609102,66914,"Waldmohr",2780,2015-09-17,"","10002992","E3025401WEA0004100033620000013424",5867871
"178",733609102,66914,"Waldmohr",2780,2015-09-15,"","10002992","E3025401WEA0004100033620000013425",5867879
"179",733303012,67308,"Bubenheim",2780,2015-12-19,"","10002992","E3025401WEA0004100033660000013421",6471995
"180",733303012,67308,"Bubenheim",2780,2015-12-22,"","10002992","E3025401WEA0004100033660000013422",6471988
"181",733304076,67294,"Stetten",3075,2015-11-25,"","10002992","E3025401WEA0004100033710000013499",6219999
"182",733610055,66869,"Kusel",2000,2015-12-25,"","10002992","E3025401WEA0004100033770000013556",3774636
"183",733509019,66879,"Kollweiler",3050,2014-07-24,"11YR00000001555H","10002992","E3025401WEA0005000000KOLLWEILER01",5654178
"184",733509019,66879,"Kollweiler",3050,2014-07-24,"11YR00000001555H","10002992","E3025401WEA0005000000KOLLWEILER02",5654172
"185",733608069,67759,"Nußbach",3050,2012-05-15,"11YR00000001555H","10002992","E3025401WEA0005000060110000004636",6485401
"186",733608069,67759,"Nußbach",3050,2012-04-24,"11YR00000001555H","10002992","E3025401WEA0005000060110000004637",6485403
"187",733307079,67822,"Waldgrehweiler",3400,2012-03-22,"11YR00000001555H","10002992","E3025401WEA0005000060630000004685",6529180
"188",733307079,67822,"Waldgrehweiler",3400,2012-03-22,"11YR00000001555H","10002992","E3025401WEA0005000060630000004686",6529180
"189",713301045,55585,"Hochstätten",2000,2012-01-12,"11YR00000001555H","10002992","E3025401WEA0005000068450000005343",3041302
"190",713301045,55585,"Hochstätten",2000,2011-12-29,"11YR00000001555H","10002992","E3025401WEA0005000068450000005344",3041302
"191",713301045,55585,"Hochstätten",2000,2012-01-18,"11YR00000001555H","10002992","E3025401WEA0005000068450000005345",3041304
"192",733304076,67294,"Stetten",3170,2013-02-14,"11YR00000001555H","10002992","E3025401WEA0005000077080000006148",6014109
"193",733304076,67294,"Stetten",3170,2013-02-07,"11YR00000001555H","10002992","E3025401WEA0005000077080000006149",6014109
"194",733304076,67294,"Stetten",3170,2012-12-29,"11YR00000001555H","10002992","E3025401WEA0005000077080000006150",6014109
"195",733101024,55234,"Flomborn",3075,2012-12-21,"11YR00000001555H","10002992","E3025401WEA0005000085560000006845",6315828
"196",733101024,55234,"Flomborn",3075,2012-12-28,"11YR00000001555H","10002992","E3025401WEA0005000085570000006846",6315828
"197",733101024,55234,"Flomborn",3075,2013-01-25,"11YR00000001555H","10002992","E3025401WEA0005000085580000006847",6315828
"198",733101024,55234,"Flomborn",3075,2013-02-07,"11YR00000001555H","10002992","E3025401WEA0005000085590000006848",6315828
"199",733101024,55234,"Flomborn",3075,2013-02-21,"11YR00000001555H","10002992","E3025401WEA0005000087220000006951",6315831
"200",734008221,66484,"Riedelberg",2300,2013-07-19,"11YR00000001555H","10002992","E3025401WEA0005000093180000007504",3769341
"201",734008221,66484,"Riedelberg",2300,2013-07-29,"11YR00000001555H","10002992","E3025401WEA0005000093220000007507",3769341
"202",734008221,66484,"Riedelberg",2300,2013-08-02,"11YR00000001555H","10002992","E3025401WEA0005000093240000007509",3769341
"203",734008221,66484,"Riedelberg",2300,2013-08-16,"11YR00000001555H","10002992","E3025401WEA0005000093260000007510",3769339
"204",713301032,55546,"Fürfeld",2300,2013-12-27,"11YR00000001555H","10002992","E3025401WEA0005000102220000011949",3601154
"205",713301032,55546,"Fürfeld",3050,2013-12-23,"11YR00000001555H","10002992","E3025401WEA0005000102220000011950",5186883
"206",713301032,55546,"Fürfeld",3050,2013-12-18,"11YR00000001555H","10002992","E3025401WEA0005000102220000011951",5038894
"207",713301032,55546,"Fürfeld",3050,2014-07-14,"11YR00000001555H","10002992","E3025401WEA000500010222FUERFELD04",5038894
"208",733307003,67821,"Alsenz",3075,2014-08-01,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000001",6361059
"209",733307003,67821,"Alsenz",3075,2014-07-28,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000002",6361059
"210",733307003,67821,"Alsenz",3075,2014-08-12,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000003",6361059
"211",733307003,67821,"Alsenz",3075,2014-08-19,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000004",6361059
"212",733307003,67821,"Alsenz",3075,2014-08-25,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000005",6361059
"213",733307003,67821,"Alsenz",3075,2014-08-13,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000006",6361059
"214",733307003,67821,"Alsenz",3075,2014-08-22,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000007",6361059
"215",733307003,67821,"Alsenz",3075,2014-08-22,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000008",6361059
"216",733307003,67821,"Alsenz",3075,2014-09-17,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000009",6361059
"217",733307003,67821,"Alsenz",3075,2014-09-04,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000010",6361059
"218",733307003,67821,"Alsenz",3075,2014-09-19,"11YR00000001555H","10002992","E3025401WEA00UWALSENZ370000000011",6361059
"219",733303026,67307,"Göllheim",3075,2014-07-18,"11YR00000001555H","10002992","E3025401WEA0ENERGIEPARKGOLLHEIM01",6437868
"220",713301032,55546,"Fürfeld",3050,2014-12-03,"11YR00000001555H","10002992","E3025401WEA0FUERFELD000WEA0501617",5038894
"221",713301032,55546,"Fürfeld",3050,2014-12-10,"11YR00000001555H","10002992","E3025401WEA0FUERFELD000WEA0601530",5038894
"222",713301032,55546,"Fürfeld",3050,2014-11-17,"11YR00000001555H","10002992","E3025401WEA0FUERFELD000WEA0700155",5038897
"223",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"11YR00000001555H","10002992","E3025401WEA0UWLINDENWEA1003501534",8162131
"224",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"11YR00000001555H","10002992","E3025401WEA0UWLINDENWEA2003501550",8162124
"225",733303006,67308,"Biedesheim",2530,2015-02-06,"","10002992","E3025401WEA100BUBENHEIM0003530582",6080519
"226",733306009,67725,"Börrstadt",3050,2014-12-30,"11YR00000001555H","10002992","E3025401WEA1SIPPERSFELD0337001329",7235523
