"","gem","plz","ort","leistung","inbetriebnahme","anlagenschluessel","menge_kwh"
"588",733101043,55237,"Lonsheim",3370,2012-02-13,"E31238010000000000000017901225111",5944705
"589",733101043,55237,"Lonsheim",3370,2012-02-25,"E31238010000000000000017901225112",5944705
"590",733101043,55237,"Lonsheim",3370,2012-08-15,"E31238010000000000000017901225115",5944705
"591",733101043,55237,"Lonsheim",3370,2012-09-06,"E31238010000000000000017901253468",5944705
"592",713700068,56727,"Mayen",2050,2012-03-15,"E31238010000000000000019260122470",3819622
"593",713700068,56727,"Mayen",2050,2012-03-17,"E31238010000000000000019260122805",3819622
"594",713700068,56727,"Mayen",2050,2012-03-22,"E31238010000000000000019260122806",3819622
"595",713700068,56727,"Mayen",2050,2012-03-19,"E31238010000000000000019260122807",3819622
"596",713700068,56727,"Mayen",2050,2012-03-17,"E31238010000000000000019260122808",3819622
"597",714008144,55469,"Simmern",2300,2012-06-01,"E31238010000000000000019878140147",3267885
"598",714008144,55469,"Simmern",2300,2012-08-03,"E31238010000000000000019878140148",3267890
"599",714008144,55469,"Simmern",2300,2012-07-13,"E31238010000000000000019878140149",3267890
"600",714008144,55469,"Simmern",2300,2012-06-28,"E31238010000000000000019878140150",3267890
"601",714008144,55469,"Simmern",2300,2012-06-15,"E31238010000000000000019878142980",3267885
"602",714008144,55469,"Simmern",2300,2012-06-22,"E31238010000000000000019878157993",3267890
"603",723507137,54311,"Trierweiler",2300,2012-10-10,"E31238010000000000000020051300377",4564849
"604",723507137,54311,"Trierweiler",2300,2012-10-31,"E31238010000000000000020051364934",4564892
"605",713502042,56814,"Illerich",2000,2012-07-24,"E31238010000000000000020095565693",3496628
"606",713502042,56814,"Illerich",2000,2012-07-24,"E31238010000000000000020097256516",3369682
"607",733907201,67585,"Dorn-Dürkheim",2300,2012-11-08,"E31238010000000000000020589038553",3802524
"608",733907201,67585,"Dorn-Dürkheim",2300,2013-03-11,"E31238010000000000000020589068575",3947311
"609",733907201,67585,"Dorn-Dürkheim",2300,2012-12-30,"E31238010000000000000020589068576",3947311
"610",733907201,67585,"Dorn-Dürkheim",2300,2012-11-16,"E31238010000000000000020589068577",3802524
"611",733907201,67585,"Dorn-Dürkheim",2300,2012-11-30,"E31238010000000000000020589068578",3802524
"612",733907201,67585,"Dorn-Dürkheim",2300,2013-02-08,"E31238010000000000000020589068579",3947311
"613",733907201,67585,"Dorn-Dürkheim",2300,2012-12-14,"E31238010000000000000020589068580",3802524
"614",733907201,67585,"Dorn-Dürkheim",2300,2012-11-08,"E31238010000000000000020589068581",3802524
"615",733907201,67585,"Dorn-Dürkheim",2300,2013-09-26,"E31238010000000000000020589068582",3908750
"616",733907201,67585,"Dorn-Dürkheim",2300,2013-04-18,"E31238010000000000000020589068583",3947311
"617",733907201,67585,"Dorn-Dürkheim",2300,2013-09-06,"E31238010000000000000020589068584",3908750
"618",733907201,67585,"Dorn-Dürkheim",2300,2012-12-13,"E31238010000000000000020589068585",3802524
"619",733907201,67585,"Dorn-Dürkheim",2300,2012-10-26,"E31238010000000000000020589068586",3802524
"620",733907201,67585,"Dorn-Dürkheim",2300,2013-09-02,"E31238010000000000000020589068587",3908750
"621",723201333,54619,"Üttfeld",2000,2012-11-19,"E31238010000000000000020773624051",3710293
"622",714008125,55494,"Rheinböllen",3000,2013-05-03,"E31238010000000000000021070019132",7759261
"623",713311095,55444,"Seibersbach",3050,2013-07-18,"E31238010000000000000021070019135",7759261
"624",714008035,55497,"Ellern (Hunsrück)",3000,2013-06-14,"E31238010000000000000021070019138",7759261
"625",713311095,55444,"Seibersbach",3000,2013-06-13,"E31238010000000000000021070019140",7759261
"626",713311095,55444,"Seibersbach",3050,2013-08-29,"E31238010000000000000021070019141",7759261
"627",713311095,55444,"Seibersbach",3050,2013-07-22,"E31238010000000000000021070025250",7759261
"628",713311095,55444,"Seibersbach",3000,2013-07-04,"E31238010000000000000021070025253",7759261
"629",714008125,55494,"Rheinböllen",3000,2013-04-14,"E31238010000000000000021070025273",7759261
"630",713311025,55444,"Dörrebach",3050,2013-08-19,"E31238010000000000000021070025274",7759261
"631",713311025,55444,"Dörrebach",3000,2012-12-13,"E31238010000000000000021070060483",7759261
"632",713311095,55444,"Seibersbach",3050,2013-09-16,"E31238010000000000000021070083365",7759261
"633",714008027,55494,"Dichtelbach",3050,2013-09-09,"E31238010000000000000021070083374",7759261
"634",714008027,55494,"Dichtelbach",3050,2013-09-16,"E31238010000000000000021070084475",7759261
"635",733901045,55413,"Oberheimbach",3050,2014-05-09,"E31238010000000000000021070177809",7669467
"636",733901045,55413,"Oberheimbach",3050,2014-05-09,"E31238010000000000000021070193150",7669467
"637",733901045,55413,"Oberheimbach",3050,2015-01-28,"E31238010000000000000021070199050",7867358
"638",714009087,56291,"Lingerhahn",3170,2013-02-20,"E31238010000000000000021093151089",6493279
"639",714009087,56291,"Lingerhahn",3370,2013-03-26,"E31238010000000000000021093158907",7130772
"640",714009087,56291,"Lingerhahn",3370,2013-02-07,"E31238010000000000000021093158908",7130772
"641",714009087,56291,"Lingerhahn",3170,2013-03-15,"E31238010000000000000021093158909",6493279
"642",714009087,56291,"Lingerhahn",3170,2013-03-04,"E31238010000000000000021093158910",6493279
"643",714009087,56291,"Lingerhahn",3370,2013-03-12,"E31238010000000000000021093158911",7130772
"644",714009087,56291,"Lingerhahn",3170,2013-02-18,"E31238010000000000000021093158912",6493279
"645",714009087,56291,"Lingerhahn",3170,2012-12-30,"E31238010000000000000021093158913",6493279
"646",714009087,56291,"Lingerhahn",3370,2013-05-16,"E31238010000000000000021093177875",7130772
"647",714009087,56291,"Lingerhahn",3170,2013-06-13,"E31238010000000000000021093180960",7048154
"648",714009087,56291,"Lingerhahn",3170,2013-06-15,"E31238010000000000000021093180962",7048154
"649",714009087,56291,"Lingerhahn",3170,2013-06-19,"E31238010000000000000021093180965",7048154
"650",714009087,56291,"Lingerhahn",3170,2013-06-07,"E31238010000000000000021093180966",7048154
"651",714009087,56291,"Lingerhahn",3170,2013-06-10,"E31238010000000000000021093180967",7048154
"652",714009087,56291,"Lingerhahn",3050,2013-10-02,"E31238010000000000000021093184042",7576741
"653",714009087,56291,"Lingerhahn",3050,2013-12-16,"E31238010000000000000021093186841",7576741
"654",714009087,56291,"Lingerhahn",3370,2013-05-25,"E31238010000000000000021093190264",7130772
"655",714009087,56291,"Lingerhahn",3370,2013-05-29,"E31238010000000000000021093190265",7130772
"656",723201247,54619,"Kesfeld",2300,2012-09-06,"E31238010000000000000021450735908",5142952
"657",714003204,56869,"Mastershausen",2300,2013-02-15,"E31238010000000000000021881171929",3839927
"658",714003204,56869,"Mastershausen",2300,2013-02-26,"E31238010000000000000021881557561",3727621
"659",714003204,56869,"Mastershausen",2300,2013-03-14,"E31238010000000000000021881571346",3727621
"660",714003204,56869,"Mastershausen",2300,2012-12-28,"E31238010000000000000021881571347",3839927
"661",714008123,55471,"Reich",3075,2012-11-09,"E31238010000000000000022277370792",7005370
"662",713505010,56865,"Blankenrath",3075,2012-12-22,"E31238010000000000000022292206214",6963061
"663",713505010,56865,"Blankenrath",3075,2013-01-15,"E31238010000000000000022292270704",6963061
"664",713505010,56865,"Blankenrath",3075,2012-12-18,"E31238010000000000000022292270705",6963061
"665",723201260,54619,"Lichtenborn",2300,2012-12-28,"E31238010000000000000027452419553",3764648
"666",723504037,54317,"Gusterath",2500,2012-12-12,"E31238010000000000000027714787105",5307769
"667",723503106,54331,"Pellingen",2300,2013-02-04,"E31238010000000000000027717626067",5337989
"668",723503106,54331,"Pellingen",2300,2013-09-25,"E31238010000000000000027717691254",5337989
"669",714004062,55483,"Kappel",800,2014-06-12,"E31238010000000000000028744706169",1335665
"670",713700068,56727,"Mayen",3050,2015-09-02,"E31238010000000000000028780032674",5582413
"671",713700068,56727,"Mayen",3050,2015-07-01,"E31238010000000000000028780058402",5582413
"672",713700068,56727,"Mayen",3050,2015-06-26,"E31238010000000000000028780058403",5582413
"673",713700068,56727,"Mayen",3050,2015-06-27,"E31238010000000000000028780058404",5582413
"674",713700068,56727,"Mayen",3050,2015-06-29,"E31238010000000000000028780080833",5582413
"675",714009005,56291,"Badenhard",2400,2014-11-25,"E31238010000000000000028961522394",7973399
"676",714009005,56291,"Badenhard",2400,2014-11-20,"E31238010000000000000028961522400",7973399
"677",713502028,56761,"Eulgem",800,2013-05-17,"E31238010000000000000029185206103",1410430
"678",723306237,54611,"Scheid",2300,2013-07-24,"E31238010000000000000029306073247",3473372
"679",714008144,55469,"Simmern",2350,2015-08-11,"E31238010000000000000031144807471",3821948
"680",714008144,55469,"Simmern",2350,2015-08-24,"E31238010000000000000031144807475",3821948
"681",714008144,55469,"Simmern",2350,2015-08-27,"E31238010000000000000031144807476",3821948
"682",714008144,55469,"Simmern",2350,2015-10-12,"E31238010000000000000031144807477",3821948
"683",714008144,55469,"Simmern",2300,2013-11-29,"E31238010000000000000031144812791",3505444
"684",714008144,55469,"Simmern",2300,2013-08-12,"E31238010000000000000031144871948",3505444
"685",714008144,55469,"Simmern",2300,2013-08-16,"E31238010000000000000031144872060",3505444
"686",714008144,55469,"Simmern",2300,2013-08-13,"E31238010000000000000031144872062",3505444
"687",714008144,55469,"Simmern",2300,2013-12-02,"E31238010000000000000031144872063",3505444
"688",714008144,55469,"Simmern",2300,2013-11-20,"E31238010000000000000031144872064",3505444
"689",714008144,55469,"Simmern",2300,2013-12-23,"E31238010000000000000031144888142",3505444
"690",714008144,55469,"Simmern",2300,2013-12-18,"E31238010000000000000031144888144",3505444
"691",714008144,55469,"Simmern",2350,2014-07-24,"E31238010000000000000031144894855",3821948
"692",714008144,55469,"Simmern",2350,2014-07-27,"E31238010000000000000031144894856",3821948
"693",714008144,55469,"Simmern",2350,2014-07-23,"E31238010000000000000031144894857",3821948
"694",714008144,55469,"Simmern",2350,2014-10-07,"E31238010000000000000031144895998",3821948
"695",714008144,55469,"Simmern",2350,2014-08-27,"E31238010000000000000031144896000",3821948
"696",714008144,55469,"Simmern",2350,2014-09-04,"E31238010000000000000031144896001",3821948
"697",714009036,56281,"Emmelshausen",3200,2014-06-25,"E31238010000000000000031300806124",7094504
"698",714009036,56281,"Emmelshausen",3200,2014-06-05,"E31238010000000000000031300806125",7094504
"699",714009036,56281,"Emmelshausen",3200,2014-06-18,"E31238010000000000000031300806126",7094504
"700",714009036,56281,"Emmelshausen",3200,2014-05-31,"E31238010000000000000031300806127",7094504
"701",714009036,56281,"Emmelshausen",3200,2015-04-17,"E31238010000000000000031300806128",7094504
"702",714009036,56281,"Emmelshausen",3200,2015-04-17,"E31238010000000000000031300806129",7094504
"703",714009036,56281,"Emmelshausen",3200,2015-04-22,"E31238010000000000000031300806130",7094504
"704",714009036,56281,"Emmelshausen",3200,2015-05-11,"E31238010000000000000031300806131",7094504
"705",714009036,56281,"Emmelshausen",3200,2015-05-07,"E31238010000000000000031300806134",7094504
"706",723507137,54311,"Trierweiler",2300,2014-12-18,"E31238010000000000000031365816050",3392285
"707",723507137,54311,"Trierweiler",2300,2014-12-18,"E31238010000000000000031365816065",3392285
"708",723507137,54311,"Trierweiler",3050,2013-11-29,"E31238010000000000000031394500337",6620589
"709",713502023,56761,"Düngenheim",2000,2013-10-14,"E31238010000000000000031406791381",3567269
"710",713502023,56761,"Düngenheim",800,2013-10-04,"E31238010000000000000031406791385",1373784
"711",723206302,54597,"Roth",2300,2013-09-06,"E31238010000000000000031464051056",3527965
"712",723205225,54298,"Gilzem",2000,2013-08-29,"E31238010000000000000031719600309",3701680
"713",714008079,56288,"Laubach",2000,2014-06-13,"E31238010000000000000031965879980",4589540
"714",714009031,56281,"Dörth",3075,2014-02-03,"E31238010000000000000032054536389",7877244
"715",714009031,56281,"Dörth",3075,2014-03-07,"E31238010000000000000032054536390",7877244
"716",714009031,56281,"Dörth",3075,2013-12-30,"E31238010000000000000032054536391",7877244
"717",713502042,56814,"Illerich",2300,2014-08-15,"E31238010000000000000032111456373",3536375
"718",714008037,55494,"Erbach",3170,2013-10-22,"E31238010000000000000032262645164",6761763
"719",714008037,55494,"Erbach",3170,2013-10-22,"E31238010000000000000032262645169",6761763
"720",714008037,55494,"Erbach",3170,2013-10-22,"E31238010000000000000032262645172",6761763
"721",714003503,56290,"Mörsdorf",2400,2014-12-19,"E31238010000000000000033032053555",5494465
"722",714003010,56290,"Beltheim",2400,2014-12-19,"E31238010000000000000033032084131",5494465
"723",714003010,56290,"Beltheim",2400,2014-11-27,"E31238010000000000000033032084132",5494465
"724",714003010,56290,"Beltheim",2400,2014-11-11,"E31238010000000000000033032084133",5494465
"725",714003010,56290,"Beltheim",2400,2014-12-29,"E31238010000000000000033032084134",5494465
"726",714003010,56290,"Beltheim",2400,2015-01-23,"E31238010000000000000033032084135",5494465
"727",714003010,56290,"Beltheim",2400,2014-11-05,"E31238010000000000000033032084136",5494465
"728",714003010,56290,"Beltheim",2400,2015-01-22,"E31238010000000000000033032084137",5494465
"729",714003131,56288,"Roth",3075,2014-11-06,"E31238010000000000000033333324829",6417113
"730",714003131,56288,"Roth",3075,2014-10-31,"E31238010000000000000033333326371",6417113
"731",723306237,54611,"Scheid",2000,2014-11-20,"E31238010000000000000034694384309",3977764
"732",733608061,67744,"Medard",2530,2014-08-16,"E31238010000000000000035299200234",6121654
"733",733608061,67744,"Medard",2530,2014-08-15,"E31238010000000000000035299258706",6121654
"734",714009110,56291,"Norath",1500,2001-06-20,"E31238010000000000000036444501321",1721679
"735",714009110,56291,"Norath",1500,2001-06-19,"E31238010000000000000036447701507",1936359
"736",733107036,67598,"Gundersheim",2530,2014-07-28,"E31238010000000000000036721381801",6748854
"737",733107036,67598,"Gundersheim",2530,2014-07-21,"E31238010000000000000036721394753",6748854
"738",733107036,67598,"Gundersheim",2530,2014-07-21,"E31238010000000000000036721394754",6748854
"739",733107036,67598,"Gundersheim",2530,2014-07-09,"E31238010000000000000036721395990",6748854
"740",733107036,67598,"Gundersheim",2530,2014-07-30,"E31238010000000000000036721395991",6748854
"741",733107036,67598,"Gundersheim",2530,2014-07-15,"E31238010000000000000036721395992",6748854
"742",714009110,56291,"Norath",1500,2001-06-19,"E31238010000000000000036802801443",1676671
"743",713310024,55592,"Desloch",1500,2001-07-26,"E31238010000000000000036889601506",1495223
"744",713310024,55592,"Desloch",1500,2001-08-01,"E31238010000000000000036889621300",1495223
"745",723200018,54634,"Bitburg",2500,2001-09-24,"E31238010000000000000037106001302",1142895
"746",723208017,54634,"Birtlingen",2500,2001-09-11,"E31238010000000000000037106008008",1142551
"747",723200018,54634,"Bitburg",2500,2001-09-20,"E31238010000000000000037106008010",1142551
"748",714003504,56288,"Zilshausen",2400,2015-12-18,"E31238010000000000000037407091674",5732493
"749",714003504,56288,"Zilshausen",2400,2015-12-16,"E31238010000000000000037407091675",5732493
"750",714003504,56288,"Zilshausen",2400,2015-12-08,"E31238010000000000000037407091676",5732493
"751",714003503,56290,"Mörsdorf",2400,2015-11-23,"E31238010000000000000037435291689",5706264
"752",714003503,56290,"Mörsdorf",2400,2015-11-23,"E31238010000000000000037435291690",5706264
"753",714003503,56290,"Mörsdorf",2400,2015-11-24,"E31238010000000000000037435291691",5706264
"754",714004094,55481,"Metzenhausen",2350,2014-12-01,"E31238010000000000000037638390723",4350321
"755",723206231,54597,"Habscheid",2300,2015-07-24,"E31238010000000000000038070590875",4718535
"756",723206231,54597,"Habscheid",2300,2014-10-16,"E31238010000000000000038070594730",4718535
"757",723208077,54636,"Meckel",2300,2014-12-05,"E31238010000000000000038233790237",3617207
"758",723508142,54429,"Waldweiler",3030,2015-03-05,"E31238010000000000000038282502387",9531744
"759",723508142,54429,"Waldweiler",3030,2015-06-26,"E31238010000000000000038282504500",9531744
"760",723508142,54429,"Waldweiler",3030,2015-04-17,"E31238010000000000000038282560047",9531744
"761",723508142,54429,"Waldweiler",3050,2015-02-28,"E31238010000000000000038282560050",9531744
"762",714111036,56370,"Eisighofen",2530,2014-12-16,"E31238010000000000000038328400137",7675261
"763",714111036,56370,"Eisighofen",2530,2015-02-20,"E31238010000000000000038328400138",7675261
"764",714111036,56370,"Eisighofen",2530,2015-03-03,"E31238010000000000000038328400139",7675261
"765",714111036,56370,"Eisighofen",2530,2015-01-31,"E31238010000000000000038328400140",7675261
"766",714111036,56370,"Eisighofen",2530,2015-02-23,"E31238010000000000000038328400141",7675261
"767",714111036,56370,"Eisighofen",2530,2015-03-12,"E31238010000000000000038328400142",7675261
"768",714111036,56370,"Eisighofen",2530,2015-01-27,"E31238010000000000000038328400143",7675261
"769",714111036,56370,"Eisighofen",2530,2015-03-19,"E31238010000000000000038328400144",7675261
"770",714111036,56370,"Eisighofen",2530,2015-03-04,"E31238010000000000000038328400145",7675261
"771",714111036,56370,"Eisighofen",2530,2015-03-14,"E31238010000000000000038328400146",7675261
"772",714111036,56370,"Eisighofen",2530,2015-02-11,"E31238010000000000000038328400147",7675261
"773",714111036,56370,"Eisighofen",2530,2014-12-16,"E31238010000000000000038328491454",7675261
"774",723206231,54597,"Habscheid",500,1998-10-05,"E31238010000000000000038538618906",407738
"775",723306036,54570,"Kalenborn-Scheuern",600,2001-10-25,"E31238010000000000000039293201236",592516
"776",713502023,56761,"Düngenheim",600,2001-10-08,"E31238010000000000000039328709148",643827
"777",713502023,56761,"Düngenheim",600,2001-10-09,"E31238010000000000000039328717995",643827
"778",713502023,56761,"Düngenheim",600,2001-10-04,"E31238010000000000000039328717996",643827
"779",713502023,56761,"Düngenheim",600,2001-09-27,"E31238010000000000000039328717997",643827
"780",714003010,56290,"Beltheim",3000,2015-12-29,"E31238010000000000000039833506083",7113218
"781",723206226,54595,"Weinsheim",1000,2001-11-23,"E31238010000000000000039857811484",1288383
"782",723206226,54595,"Weinsheim",1000,2002-03-11,"E31238010000000000000039857811485",1288383
"783",723206226,54595,"Weinsheim",1800,2002-03-08,"E31238010000000000000039857820597",2169763
"784",723206250,54597,"Kleinlangenfeld",600,2001-12-10,"E31238010000000000000040056000033",689499
"785",723206250,54597,"Kleinlangenfeld",600,2001-12-07,"E31238010000000000000040057401237",815269
"786",723206250,54597,"Kleinlangenfeld",600,2001-12-11,"E31238010000000000000040057421832",815269
"787",723206250,54597,"Kleinlangenfeld",600,2001-12-12,"E31238010000000000000040057421833",815269
"788",713704093,56745,"Rieden",660,2001-12-05,"E31238010000000000000040482109118",799143
"789",713704093,56745,"Rieden",660,2001-12-07,"E31238010000000000000040482118052",799143
"790",713704093,56745,"Rieden",660,2001-12-12,"E31238010000000000000040482118053",799143
"791",713704093,56745,"Rieden",660,2001-12-13,"E31238010000000000000040482118054",799143
"792",713704093,56745,"Rieden",660,2002-04-10,"E31238010000000000000040482118055",799143
"793",714008002,55469,"Altweidelbach",1500,2002-03-28,"E31238010000000000000041391801422",1569595
"794",714008002,55469,"Altweidelbach",1000,2002-03-21,"E31238010000000000000041391801423",1046399
"795",714008002,55469,"Altweidelbach",1500,2002-04-11,"E31238010000000000000041391810142",1569595
"796",723304037,54552,"Katzwinkel",1250,2002-01-21,"E31238010000000000000041397901547",1238647
"797",723304003,54552,"Beinhausen",1250,2002-01-21,"E31238010000000000000041397917079",1238647
"798",723205069,54675,"Kruchten",1250,2002-05-22,"E31238010000000000000042338300055",1314874
"799",723205065,54668,"Kaschenbach",2400,2015-10-15,"E31238010000000000000042414090600",5027880
"800",723306004,54570,"Berlingen",1500,2002-06-14,"E31238010000000000000042663209086",2642952
"801",723301039,54570,"Kirchweiler",300,2003-11-11,"E31238010000000000000042663212307",391325
"802",723301039,54570,"Kirchweiler",1500,2002-06-12,"E31238010000000000000042663218057",2642952
"803",723201258,54649,"Lauperath",600,2002-06-06,"E31238010000000000000042679611481",812359
"804",723301039,54570,"Kirchweiler",1500,2002-06-27,"E31238010000000000000043151609087",2285852
"805",723301039,54570,"Kirchweiler",1500,2002-06-27,"E31238010000000000000043151618058",2285852
"806",714004145,55487,"Sohren",1500,2002-07-02,"E31238010000000000000043202822365",1750632
"807",714004145,55487,"Sohren",1500,2002-07-04,"E31238010000000000000043202822366",1750632
"808",714004145,55487,"Sohren",1500,2002-07-10,"E31238010000000000000043202822367",1750632
"809",714004145,55487,"Sohren",1500,2002-06-28,"E31238010000000000000043202822368",1750632
"810",714004145,55487,"Sohren",1500,2002-06-27,"E31238010000000000000043202838857",1750632
"811",713310057,55568,"Lauschied",850,2002-09-04,"E31238010000000000000044433301513",874460
"812",713310057,55568,"Lauschied",850,2002-09-09,"E31238010000000000000044433322370",874460
"813",713310057,55568,"Lauschied",850,2002-09-04,"E31238010000000000000044433322371",874460
"814",723501047,54421,"Hinzert-Pölert",1500,2002-11-01,"E31238010000000000000044523800085",1571957
"815",723501047,54421,"Hinzert-Pölert",1500,2002-11-01,"E31238010000000000000044523818895",1571957
"816",723501047,54421,"Hinzert-Pölert",1500,2002-11-01,"E31238010000000000000044523818896",1571957
"817",723501047,54421,"Hinzert-Pölert",1500,2002-11-01,"E31238010000000000000044523818897",1571957
"818",714003010,56290,"Beltheim",3050,2015-12-22,"E31238010000000000000044567250622",5794735
"819",714003010,56290,"Beltheim",3050,2015-12-30,"E31238010000000000000044567250627",5794735
"820",723501114,54421,"Reinsfeld",1500,2002-10-15,"E31238010000000000000044872517907",1304970
"821",723501114,54421,"Reinsfeld",1500,2002-10-16,"E31238010000000000000044872518891",1304970
"822",723501114,54421,"Reinsfeld",1500,2002-11-01,"E31238010000000000000044872518892",1304970
"823",723501114,54421,"Reinsfeld",1500,2002-10-16,"E31238010000000000000044872518893",1304970
"824",723501114,54421,"Reinsfeld",1500,2002-11-01,"E31238010000000000000044872518894",1304970
"825",723504141,54320,"Waldrach",600,2002-10-01,"E31238010000000000000045112601194",875199
"826",723504141,54320,"Waldrach",600,2002-10-01,"E31238010000000000000045112614240",875199
"827",723504141,54320,"Waldrach",600,2002-10-01,"E31238010000000000000045112618243",875199
"828",723100502,54497,"Morbach",2000,2002-11-07,"E31238010000000000000045704800037",2253537
"829",723100502,54497,"Morbach",2000,2002-11-13,"E31238010000000000000045704801368",2253537
"830",723106058,54497,"Horath",2000,2002-11-11,"E31238010000000000000045704818813",2253537
"831",723100502,54497,"Morbach",2000,2002-11-13,"E31238010000000000000045704818815",2253537
"832",723106058,54497,"Horath",2000,2003-02-06,"E31238010000000000000045704818817",2253378
"833",723100502,54497,"Morbach",2000,2002-11-08,"E31238010000000000000045704818818",2253537
"834",723100502,54497,"Morbach",2000,2002-11-10,"E31238010000000000000045704818819",2253537
"835",723100502,54497,"Morbach",2000,2003-02-12,"E31238010000000000000045704818820",2253378
"836",723100502,54497,"Morbach",2000,2002-11-10,"E31238010000000000000045704818821",2253537
"837",723100502,54497,"Morbach",2000,2002-11-09,"E31238010000000000000045704818822",2253537
"838",723100502,54497,"Morbach",2000,2003-03-14,"E31238010000000000000045704818823",2253378
"839",723100502,54497,"Morbach",2000,2003-02-26,"E31238010000000000000045704818824",2253378
"840",723100502,54497,"Morbach",2000,2002-11-13,"E31238010000000000000045704818825",2253537
"841",723100502,54497,"Morbach",2000,2002-11-13,"E31238010000000000000045704818826",2253537
"842",723106123,54424,"Thalfang",1500,2002-12-04,"E31238010000000000000046019201366",2259329
"843",723106123,54424,"Thalfang",1500,2002-12-02,"E31238010000000000000046019218494",2259329
"844",723106123,54424,"Thalfang",1500,2002-12-05,"E31238010000000000000046019218496",2259329
"845",723106123,54424,"Thalfang",1500,2002-12-02,"E31238010000000000000046019218497",2259329
"846",723106123,54424,"Thalfang",1500,2002-12-12,"E31238010000000000000046019218499",2259329
"847",723106123,54424,"Thalfang",1500,2002-12-13,"E31238010000000000000046019218500",2259329
"848",723106123,54424,"Thalfang",1500,2002-12-10,"E31238010000000000000046019218501",2259329
"849",723106123,54424,"Thalfang",1500,2002-12-05,"E31238010000000000000046019218502",2259329
"850",723106123,54424,"Thalfang",1500,2002-12-05,"E31238010000000000000046019218503",2259331
"851",713203036,57520,"Friedewald",1000,2002-12-17,"E31238010000000000000046572617024",2283647
"852",723205056,54673,"Hütten",600,2002-12-20,"E31238010000000000000046594100038",922880
"853",723507137,54311,"Trierweiler",1000,2002-12-19,"E31238010000000000000046621201359",1541460
"854",723201264,54649,"Manderscheid",1800,2003-03-10,"E31238010000000000000047820311488",2396708
"855",723201260,54619,"Lichtenborn",1800,2003-03-19,"E31238010000000000000047990201327",2501254
"856",723201260,54619,"Lichtenborn",1500,2003-12-28,"E31238010000000000000047990301233",2471387
"857",723201201,54687,"Arzfeld",1500,2003-12-31,"E31238010000000000000047990318671",2471387
"858",723304003,54552,"Beinhausen",2000,2003-07-15,"E31238010000000000000050236400025",2552812
"859",723304048,54552,"Neichen",2000,2003-08-07,"E31238010000000000000050236418040",2552812
"860",723206292,54595,"Pittenbach",1800,2003-10-16,"E31238010000000000000050272000030",1933062
"861",723206292,54595,"Pittenbach",1000,2003-07-30,"E31238010000000000000050272011489",1073920
"862",723206284,54614,"Oberlauch",600,2003-10-23,"E31238010000000000000051980701032",897524
"863",723201201,54687,"Arzfeld",1800,2003-03-21,"E31238010000000000000052080300684",2413781
"864",723201201,54687,"Arzfeld",1800,2003-06-11,"E31238010000000000000052080300685",2514334
"865",723201201,54687,"Arzfeld",1800,2003-11-07,"E31238010000000000000052080300686",2514334
"866",723201201,54687,"Arzfeld",800,2011-03-21,"E31238010000000000000052080301988",1301633
"867",723201201,54687,"Arzfeld",2300,2011-09-20,"E31238010000000000000052080301990",3978778
"868",723201201,54687,"Arzfeld",1800,2004-07-26,"E31238010000000000000052080320622",2514334
"869",723201201,54687,"Arzfeld",1800,2003-11-14,"E31238010000000000000052080320626",2514334
"870",723201201,54687,"Arzfeld",1800,2003-11-17,"E31238010000000000000052080320627",2514334
"871",723201201,54687,"Arzfeld",1800,2003-11-19,"E31238010000000000000052080320628",2514334
"872",723201201,54687,"Arzfeld",1800,2004-07-29,"E31238010000000000000052080320629",2640003
"873",713502028,56761,"Eulgem",1500,2003-12-11,"E31238010000000000000052924301500",2098887
"874",713502028,56761,"Eulgem",1500,2003-12-11,"E31238010000000000000052924311378",2098887
"875",713502028,56761,"Eulgem",1500,2003-12-15,"E31238010000000000000052924318045",2098887
"876",713502028,56761,"Eulgem",1500,2003-12-10,"E31238010000000000000052924318046",2098887
"877",723206209,54610,"Büdesheim",1800,2004-09-15,"E31238010000000000000053202101080",2300833
"878",723306232,54597,"Ormont",1000,2003-11-12,"E31238010000000000000053249301550",914549
"879",723306232,54597,"Ormont",1000,2003-11-12,"E31238010000000000000053249318044",914549
"880",723206223,54597,"Fleringen",1500,2003-12-18,"E31238010000000000000053360400560",2083106
"881",723206223,54597,"Fleringen",1500,2003-12-18,"E31238010000000000000053360424873",2083106
"882",723206288,54597,"Olzheim",1500,2003-12-28,"E31238010000000000000053361901087",2734407
"883",723205128,54673,"Uppershausen",1800,2004-03-13,"E31238010000000000000054522000390",2831542
"884",723208071,54655,"Kyllburgweiler",2000,2004-03-16,"E31238010000000000000054956500775",2549083
"885",723208071,54655,"Kyllburgweiler",2000,2004-03-28,"E31238010000000000000054956524869",2549083
"886",723208071,54655,"Kyllburgweiler",2000,2004-03-12,"E31238010000000000000054956524870",2549083
"887",723208071,54655,"Kyllburgweiler",2000,2004-03-12,"E31238010000000000000054956524871",2549083
"888",723206226,54595,"Weinsheim",1800,2003-12-23,"E31238010000000000000055084501543",2497133
"889",723206226,54595,"Weinsheim",1800,2004-03-30,"E31238010000000000000055084518903",2500453
"890",723206226,54595,"Weinsheim",2300,2012-07-27,"E31238010000000000000055084518905",3591897
"891",723206302,54597,"Roth",1500,2005-05-11,"E31238010000000000000055549227987",2195357
"892",723206302,54597,"Roth",1500,2005-05-11,"E31238010000000000000055549250890",2195357
