"","gem","plz","ort","leistung","inbetriebnahme","anlagenschluessel","menge_kwh"
"285",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200007",2640145
"286",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200008",2640145
"287",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200009",2640145
"288",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200010",2640145
"289",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200011",2640145
"290",714306302,56477,"Waigandshain",1500,2004-12-17,"E31102010000000000002000196200012",2640145
"291",714302202,57642,"Alpenrod",600,2002-06-20,"E31102010000000000002000219900001",584335
"292",714307025,56244,"Hartenfels",2000,2006-06-13,"E31102010000000000002000249400001",2930754
"293",714307025,56244,"Hartenfels",2000,2006-09-01,"E31102010000000000002000249400002",2651231.97
"294",714307025,56244,"Hartenfels",2000,2006-08-17,"E31102010000000000002000249400003",2567165.99
"295",714307025,56244,"Hartenfels",2000,2006-09-25,"E31102010000000000002000249400004",2529054.98
"296",714307029,56249,"Herschbach",2000,2006-07-24,"E31102010000000000002000249400005",2748999.96
"297",714302241,57629,"Höchstenbach",2000,2006-08-14,"E31102010000000000002000249400006",2502028.02
"298",714302268,56271,"Mündersbach",2000,2006-06-29,"E31102010000000000002000249400007",2534514.97
"299",714302268,56271,"Mündersbach",2000,2006-07-06,"E31102010000000000002000249400008",2922890.96
"300",714302268,56271,"Mündersbach",2000,2006-06-22,"E31102010000000000002000249400009",2830990.01
"301",714307029,56249,"Herschbach",2000,2006-07-05,"E31102010000000000002000249400010",2345226.99
"302",714302268,56271,"Mündersbach",2000,2006-07-28,"E31102010000000000002000249400011",2091467.96
"303",714302268,56271,"Mündersbach",2000,2006-06-19,"E31102010000000000002000249400012",2626142.18
"304",714309226,56459,"Girkenroth",2000,2007-06-13,"E31102010000000000002000578400001",2900268.73
"305",714309226,56459,"Girkenroth",2000,2007-06-21,"E31102010000000000002000578400002",2900268.73
"306",714309226,56459,"Girkenroth",2000,2009-08-28,"E31102010000000000002000578400003",3811381.57
"307",714302241,57629,"Höchstenbach",2000,2009-08-03,"E31102010000000000002001123800001",3523484
"308",714306286,56477,"Rennerod",2000,2010-12-23,"E31102010000000000002001466300001",2866330.92
"309",714306286,56477,"Rennerod",2000,2010-12-16,"E31102010000000000002001466300002",3486181.08
"310",714302252,57629,"Kundert",800,2011-12-29,"E31102010000000000002001749800001",994755
"311",714302252,57629,"Kundert",800,2011-12-29,"E31102010000000000002001749800002",994755
"312",714308203,56244,"Arnshöfen",800,2011-12-22,"E31102010000000000002001763800001",984973.13
"313",714308203,56244,"Arnshöfen",800,2011-12-22,"E31102010000000000002001763800002",984973.13
"314",714302268,56271,"Mündersbach",3200,2013-02-10,"E31102010000000000002001862100001",5121604
"315",714302268,56271,"Mündersbach",3200,2014-02-10,"E31102010000000000002001862100002",5121604
"316",714302268,56271,"Mündersbach",3200,2014-07-22,"E31102010000000000002001862100003",5121604
"317",714309308,56457,"Westerburg",2400,2014-12-19,"E31102010000000000002002788000001",5695188
"318",714309308,56457,"Westerburg",2400,2014-12-22,"E31102010000000000002002788000002",5695188
"319",714309308,56457,"Westerburg-Gershasen",2400,2014-12-15,"E31102010000000000002002788000003",5695188
"320",714302241,57629,"Höchstenbach",3200,2015-02-09,"E31102010000000000002002810800001",5151208.8
"321",714302241,57629,"Höchstenbach",3200,2015-02-09,"E31102010000000000002002810800002",5151208.8
"322",714302241,57629,"Höchstenbach",3200,2015-07-14,"E31102010000000000002002810800003",5151208.8
"323",714302241,57629,"Höchstenbach",3200,2015-08-05,"E31102010000000000002002810800004",5151208.8
"324",714302268,56271,"Mündersbach",3200,2015-08-25,"E31102010000000000002002810800005",5151208.8
"325",714309226,56459,"Girkenroth",2350,2015-12-04,"E31102010000000000002003074700001",3919008
"326",713401075,55776,"Ruschberg",2300,2014-07-30,"E31238010000000000000000251370106",4181387
"327",714004145,55487,"Sohren",2000,2007-08-07,"E31238010000000000000000617332516",3150212
"328",714004145,55487,"Sohren",2000,2007-07-30,"E31238010000000000000000617332517",3150212
"329",714004145,55487,"Sohren",2000,2007-08-09,"E31238010000000000000000617339031",3150212
"330",723507501,54298,"Welschbillig",1300,2000-10-19,"E31238010000000000000000832515818",1460507
"331",723507501,54298,"Welschbillig",1300,2000-10-11,"E31238010000000000000000832518851",1443631
"332",723507501,54298,"Welschbillig",1300,2000-10-12,"E31238010000000000000000832518852",1371092
"333",723507501,54298,"Welschbillig",1300,2001-01-17,"E31238010000000000000000832518853",1435303
"334",723507501,54298,"Welschbillig",1300,2000-10-19,"E31238010000000000000000832518854",1538055
"335",723507501,54298,"Welschbillig",1500,2000-12-27,"E31238010000000000000000832518855",1651634
"336",723507501,54298,"Welschbillig",1500,2000-12-29,"E31238010000000000000000832518856",1621579
"337",723507501,54298,"Welschbillig",1500,2000-12-21,"E31238010000000000000000832518857",1734921
"338",723507501,54298,"Welschbillig",1500,2001-04-26,"E31238010000000000000000832518858",1725492
"339",723507501,54298,"Welschbillig",1500,2001-04-26,"E31238010000000000000000832518859",1511713
"340",723507501,54298,"Welschbillig",1500,2001-05-28,"E31238010000000000000000832518861",1489177
"341",723507501,54298,"Welschbillig",1500,2001-05-06,"E31238010000000000000000832518862",1742697
"342",723507501,54298,"Welschbillig",1500,2001-05-31,"E31238010000000000000000832518863",1585372
"343",723507501,54298,"Welschbillig",1500,2002-06-29,"E31238010000000000000000832518864",1644005
"344",723507501,54298,"Welschbillig",1500,2002-06-03,"E31238010000000000000000832518865",1476347
"345",713400045,55743,"Idar-Oberstein",3370,2013-05-06,"E31238010000000000000001100406639",4583100
"346",713400045,55743,"Idar-Oberstein",3370,2013-06-10,"E31238010000000000000001100472125",4583100
"347",713400045,55743,"Idar-Oberstein",3370,2013-05-27,"E31238010000000000000001100472126",4583100
"348",713400045,55743,"Idar-Oberstein",3370,2013-07-01,"E31238010000000000000001100472129",4583100
"349",713400045,55743,"Idar-Oberstein",3370,2013-06-12,"E31238010000000000000001100472130",4583100
"350",713402031,55767,"Gollenberg",3000,2014-12-29,"E31238010000000000000001128806256",5226505
"351",713400045,55743,"Idar-Oberstein",3050,2014-08-22,"E31238010000000000000001146923140",6248685
"352",713400045,55743,"Idar-Oberstein",3050,2014-08-11,"E31238010000000000000001146993246",6248685
"353",713400045,55743,"Idar-Oberstein",3050,2014-08-22,"E31238010000000000000001146993248",6248685
"354",733608100,67746,"Unterjeckenbach",2400,2015-08-29,"E31238010000000000000001151176809",5784347.67
"355",733608100,67746,"Unterjeckenbach",2400,2015-09-17,"E31238010000000000000001151176810",5784347.67
"356",733608100,67746,"Unterjeckenbach",2400,2015-08-25,"E31238010000000000000001151176811",5784347.67
"357",713402010,55765,"Birkenfeld",3050,2014-12-10,"E31238010000000000000001171704502",5146365
"358",713402010,55765,"Birkenfeld",3050,2014-11-26,"E31238010000000000000001171796208",5146365
"359",713402010,55765,"Birkenfeld",3050,2014-12-07,"E31238010000000000000001171796209",5146365
"360",713402010,55765,"Birkenfeld",3050,2014-12-31,"E31238010000000000000001171796211",5146365
"361",713402010,55765,"Birkenfeld",2350,2014-12-16,"E31238010000000000000001172031041",2310807
"362",713402010,55765,"Birkenfeld",2350,2014-12-17,"E31238010000000000000001172096212",2310807
"363",713402010,55765,"Birkenfeld",2350,2014-12-19,"E31238010000000000000001172096213",2310807
"364",713402010,55765,"Birkenfeld",3050,2014-07-25,"E31238010000000000000001172206234",5305687
"365",713402010,55765,"Birkenfeld",3050,2014-07-24,"E31238010000000000000001172292046",5305687
"366",713402010,55765,"Birkenfeld",3050,2014-07-15,"E31238010000000000000001172292048",5305687
"367",713402010,55765,"Birkenfeld",2350,2014-09-11,"E31238010000000000000001172292049",4177656
"368",713402010,55765,"Birkenfeld",2350,2014-08-04,"E31238010000000000000001172292050",4177656
"369",714008144,55469,"Simmern",2000,2007-09-28,"E31238010000000000000001256208450",2012787
"370",714008144,55469,"Simmern",2000,2007-09-28,"E31238010000000000000001256241038",2012787
"371",714008144,55469,"Simmern",2000,2007-10-10,"E31238010000000000000001256241039",2012787
"372",714008144,55469,"Simmern",2000,2007-10-16,"E31238010000000000000001256241040",2012787
"373",714008144,55469,"Simmern",2300,2013-05-29,"E31238010000000000000001256257990",2773012
"374",723206320,54595,"Watzerath",2000,2007-12-27,"E31238010000000000000003031635350",2419702
"375",723206320,54595,"Watzerath",2000,2007-11-15,"E31238010000000000000003031645431",2419702
"376",723206320,54595,"Watzerath",2000,2007-11-19,"E31238010000000000000003031645432",2419702
"377",723206320,54595,"Watzerath",2000,2007-12-20,"E31238010000000000000003031645433",2419702
"378",723206320,54595,"Watzerath",2000,2007-12-20,"E31238010000000000000003031645434",2419702
"379",723206320,54595,"Watzerath",2000,2007-12-18,"E31238010000000000000003031645435",2419702
"380",723206320,54595,"Watzerath",2000,2007-12-13,"E31238010000000000000003031645436",2419702
"381",723206320,54595,"Watzerath",2000,2007-12-18,"E31238010000000000000003031645437",2419702
"382",723206320,54595,"Watzerath",2000,2007-12-13,"E31238010000000000000003031645438",2419702
"383",723206320,54595,"Watzerath",2000,2007-11-27,"E31238010000000000000003031645439",2419702
"384",723206320,54595,"Watzerath",2000,2007-11-27,"E31238010000000000000003031645440",2419697
"385",723206320,54595,"Watzerath",2000,2007-12-05,"E31238010000000000000003031645441",2419697
"386",723206320,54595,"Watzerath",2000,2007-11-20,"E31238010000000000000003031645442",2419697
"387",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290216178",2199550
"388",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245026",2199550
"389",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245027",2199550
"390",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245028",2199550
"391",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245029",2199545
"392",723206296,54595,"Prüm",2000,2007-12-20,"E31238010000000000000003290245031",2199545
"393",723507501,54298,"Welschbillig",2000,2007-12-29,"E31238010000000000000003309412930",3161754
"394",723507501,54298,"Welschbillig",2000,2007-12-28,"E31238010000000000000003309444520",3161754
"395",723201201,54687,"Arzfeld",2000,2008-05-07,"E31238010000000000000004616514668",2867995
"396",723201201,54687,"Arzfeld",2000,2008-05-08,"E31238010000000000000004616542072",2867995
"397",713310057,55568,"Lauschied",2000,2002-12-24,"E31238010000000000000004660800067",1991897
"398",713502075,56754,"Roes",2000,2008-07-23,"E31238010000000000000004872343798",4291652
"399",714003010,56290,"Beltheim",2050,2010-12-21,"E31238010000000000000005793510342",3809445
"400",714003010,56290,"Beltheim",2050,2010-12-21,"E31238010000000000000005793514019",3809445
"401",714003010,56290,"Beltheim",2050,2010-12-30,"E31238010000000000000005793514020",3809445
"402",714003010,56290,"Beltheim",2050,2010-12-30,"E31238010000000000000005793514021",3809445
"403",714003010,56290,"Beltheim",2050,2009-01-15,"E31238010000000000000005793531818",3685116
"404",714003010,56290,"Beltheim",2050,2009-01-29,"E31238010000000000000005793558354",3685116
"405",714003010,56290,"Beltheim",2000,2009-01-22,"E31238010000000000000005793558355",3685116
"406",714003010,56290,"Beltheim",2050,2009-01-19,"E31238010000000000000005793558356",3685116
"407",714003010,56290,"Beltheim",2000,2009-01-13,"E31238010000000000000005793558357",3685116
"408",714008144,55469,"Simmern",2000,2008-11-07,"E31238010000000000000005883130321",2996531
"409",714008144,55469,"Simmern",2000,2008-11-07,"E31238010000000000000005883156156",2996531
"410",714008144,55469,"Simmern",2000,2008-11-10,"E31238010000000000000005883156158",2996531
"411",714008144,55469,"Simmern",2000,2008-11-10,"E31238010000000000000005883156161",2996531
"412",714008144,55469,"Simmern",2000,2008-11-12,"E31238010000000000000005883156162",2996533
"413",714008144,55469,"Simmern",2000,2008-11-14,"E31238010000000000000005883156165",2996533
"414",714008144,55469,"Simmern",2000,2008-11-12,"E31238010000000000000005883156166",2996533
"415",713502045,56759,"Kaisersesch",2000,2009-01-22,"E31238010000000000000006388746439",3628361
"416",713502045,56759,"Kaisersesch",2000,2009-01-19,"E31238010000000000000006388746440",3628361
"417",723306036,54570,"Kalenborn-Scheuern",800,2009-01-19,"E31238010000000000000006535245179",1024069
"418",713502042,56814,"Illerich",1500,2009-03-20,"E31238010000000000000007278100131",2207920
"419",713502042,56814,"Illerich",1500,2009-03-20,"E31238010000000000000007278122515",2207920
"420",714003001,56288,"Alterkülz",2000,2009-05-12,"E31238010000000000000007336849889",2917126
"421",714003001,56288,"Alterkülz",2000,2009-05-04,"E31238010000000000000007336849890",2917126
"422",714003001,56288,"Alterkülz",2000,2010-08-04,"E31238010000000000000007336857996",3554385
"423",723208502,54646,"Brimingen",800,2009-05-15,"E31238010000000000000007736628879",898476
"424",723507501,54298,"Welschbillig",2000,2009-09-24,"E31238010000000000000007743039721",3312126
"425",723507501,54298,"Welschbillig",2000,2009-06-19,"E31238010000000000000007743051643",3310392
"426",723507501,54298,"Welschbillig",2000,2009-05-27,"E31238010000000000000007743051644",3310392
"427",723507501,54298,"Welschbillig",2000,2009-06-03,"E31238010000000000000007743051645",3310392
"428",723507501,54298,"Welschbillig",2000,2009-06-02,"E31238010000000000000007743057608",3310392
"429",713502051,56814,"Landkern",2000,2009-08-12,"E31238010000000000000008589909985",3447590
"430",713502051,56814,"Landkern",2000,2009-08-12,"E31238010000000000000008589922445",3447590
"431",713502051,56814,"Landkern",2000,2009-08-17,"E31238010000000000000008589922446",3447590
"432",713502051,56814,"Landkern",2000,2009-08-19,"E31238010000000000000008589922448",3447590
"433",713502045,56759,"Kaisersesch",2500,2009-12-17,"E31238010000000000000009847346438",3082715
"434",713502045,56759,"Kaisersesch",2500,2009-12-08,"E31238010000000000000009847346441",3082715
"435",713502045,56759,"Kaisersesch",2500,2009-12-17,"E31238010000000000000009847346442",3082716
"436",713502045,56759,"Kaisersesch",2500,2009-12-15,"E31238010000000000000009847346443",3082716
"437",713502045,56759,"Kaisersesch",2500,2009-12-14,"E31238010000000000000009847346444",3082716
"438",713502045,56759,"Kaisersesch",2500,2010-06-25,"E31238010000000000000009847346445",3082716
"439",714003153,56290,"Uhler",2000,2009-12-08,"E31238010000000000000009948159604",3482198
"440",714003153,56290,"Uhler",2000,2009-12-10,"E31238010000000000000009948159613",3482198
"441",714003153,56290,"Uhler",2000,2009-12-15,"E31238010000000000000009948159616",3483241
"442",723507501,54298,"Welschbillig",2000,2009-12-18,"E31238010000000000000010665858002",3391191
"443",723507501,54298,"Welschbillig",2000,2009-12-18,"E31238010000000000000010665858004",3391191
"444",723507501,54298,"Welschbillig",2000,2010-06-29,"E31238010000000000000010665858005",3389159
"445",723507501,54298,"Welschbillig",2000,2010-06-26,"E31238010000000000000010665858006",3389159
"446",723507501,54298,"Welschbillig",2000,2010-06-25,"E31238010000000000000010665858007",3391191
"447",723507501,54298,"Welschbillig",2000,2010-06-17,"E31238010000000000000010665858008",3391191
"448",723501045,54411,"Hermeskeil",1500,2011-03-25,"E31238010000000000000011115023665",2773524
"449",723501045,54411,"Hermeskeil",1500,2009-12-30,"E31238010000000000000011115080695",1849572
"450",723501045,54411,"Hermeskeil",1500,2009-12-29,"E31238010000000000000011115080697",1849572
"451",723206250,54597,"Kleinlangenfeld",800,2010-04-16,"E31238010000000000000011154760198",1072240
"452",713502028,56761,"Eulgem",800,2010-06-07,"E31238010000000000000011686110338",1432897
"453",713502028,56761,"Eulgem",800,2010-06-08,"E31238010000000000000011693445364",1425411
"454",723306036,54570,"Kalenborn-Scheuern",800,2010-07-09,"E31238010000000000000012063458671",903383
"455",713502042,56814,"Illerich",2000,2010-08-11,"E31238010000000000000012072556951",2603532
"456",713502042,56814,"Illerich",2000,2010-07-15,"E31238010000000000000012072556954",2603532
"457",723206292,54595,"Pittenbach",2000,2010-07-23,"E31238010000000000000012373154111",3224270
"458",723208070,54655,"Kyllburg",2000,2010-08-20,"E31238010000000000000012414517207",2120434
"459",723208070,54655,"Kyllburg",2000,2010-08-05,"E31238010000000000000012414517209",2120434
"460",723208070,54655,"Kyllburg",2000,2010-08-03,"E31238010000000000000012414517212",2120434
"461",723208070,54655,"Kyllburg",2000,2010-08-03,"E31238010000000000000012414517213",2120434
"462",723208070,54655,"Kyllburg",2000,2010-07-29,"E31238010000000000000012414517226",2120434
"463",723208070,54655,"Kyllburg",2000,2010-07-27,"E31238010000000000000012414517229",2120434
"464",723208070,54655,"Kyllburg",2000,2010-08-23,"E31238010000000000000012414595385",2120434
"465",723504085,54318,"Mertesdorf",2300,2012-04-02,"E31238010000000000000012637822952",4528654
"466",723504085,54318,"Mertesdorf",2300,2012-02-03,"E31238010000000000000012637822953",4545682
"467",723504085,54318,"Mertesdorf",2000,2010-08-19,"E31238010000000000000012637880079",4545682
"468",714302259,57629,"Lochum",2000,2010-10-29,"E31238010000000000000013032718701",3215769
"469",714302259,57629,"Lochum",2000,2010-10-29,"E31238010000000000000013032718703",3215769
"470",714302259,57629,"Lochum",2000,2010-10-29,"E31238010000000000000013032718704",3215769
"471",714302259,57629,"Lochum",2000,2010-11-03,"E31238010000000000000013032718705",3215769
"472",714302259,57629,"Lochum",2000,2010-10-28,"E31238010000000000000013032737699",3215769
"473",714003064,56288,"Kastellaun",2050,2011-02-03,"E31238010000000000000013604606370",3451073
"474",723508081,54429,"Mandern",800,2010-11-24,"E31238010000000000000013698603179",953574
"475",723508081,54429,"Mandern",800,2010-11-12,"E31238010000000000000013698603184",953574
"476",723508081,54429,"Mandern",800,2010-11-12,"E31238010000000000000013698603185",953574
"477",714009087,56291,"Lingerhahn",2050,2011-03-30,"E31238010000000000000013823808944",4193223
"478",714009087,56291,"Lingerhahn",2050,2011-03-22,"E31238010000000000000013823817507",4193223
"479",714009087,56291,"Lingerhahn",2050,2011-03-18,"E31238010000000000000013823817508",4193223
"480",714009087,56291,"Lingerhahn",2050,2011-03-25,"E31238010000000000000013823817509",4193223
"481",714009005,56291,"Badenhard",2050,2010-12-23,"E31238010000000000000013823817905",4193223
"482",714009087,56291,"Lingerhahn",2050,2011-01-05,"E31238010000000000000013823817907",4193223
"483",714009087,56291,"Lingerhahn",2050,2011-01-28,"E31238010000000000000013823817908",4193223
"484",733901062,55425,"Waldalgesheim",2300,2011-05-18,"E31238010000000000000013823905752",3674765
"485",733901062,55425,"Waldalgesheim",2300,2011-05-27,"E31238010000000000000013823917675",3674765
"486",733901062,55425,"Waldalgesheim",2300,2011-05-26,"E31238010000000000000013823917677",3674765
"487",733901062,55425,"Waldalgesheim",2300,2011-05-18,"E31238010000000000000013823917678",3674765
"488",733901062,55425,"Waldalgesheim",3050,2012-10-26,"E31238010000000000000013823920866",5154913
"489",713502045,56759,"Kaisersesch",2000,2011-06-21,"E31238010000000000000014024360038",3148523
"490",713502045,56759,"Kaisersesch",2000,2011-01-05,"E31238010000000000000014024360039",3148523
"491",713502045,56759,"Kaisersesch",2000,2011-01-07,"E31238010000000000000014024360040",3148523
"492",713502045,56759,"Kaisersesch",2000,2011-12-21,"E31238010000000000000014024360041",3165804
"493",713502045,56759,"Kaisersesch",2000,2011-12-27,"E31238010000000000000014024360042",3165804
"494",714003010,56290,"Beltheim",2300,2010-12-23,"E31238010000000000000014044562753",4753477
"495",714003010,56290,"Beltheim",2300,2010-12-23,"E31238010000000000000014044562755",4753477
"496",714003010,56290,"Beltheim",2300,2010-12-23,"E31238010000000000000014044818637",4805012
"497",714003010,56290,"Beltheim",2300,2010-12-24,"E31238010000000000000014044818640",4805012
"498",713502042,56814,"Illerich",2300,2010-12-15,"E31238010000000000000014092258628",3170532
"499",723201258,54649,"Lauperath",2000,2011-02-11,"E31238010000000000000014538613981",4636753
"500",713703074,56729,"Monreal",2000,2011-03-23,"E31238010000000000000014865212580",3085066
"501",713703074,56729,"Monreal",2000,2011-03-29,"E31238010000000000000014865222444",3085066
"502",714009087,56291,"Lingerhahn",2300,2011-06-14,"E31238010000000000000015218318566",3751621
"503",714009087,56291,"Lingerhahn",2300,2011-06-21,"E31238010000000000000015218318567",3751621
"504",714009087,56291,"Lingerhahn",2300,2011-05-30,"E31238010000000000000015218318568",3751621
"505",714009087,56291,"Lingerhahn",2300,2011-07-08,"E31238010000000000000015218319095",3751621
"506",714009087,56291,"Lingerhahn",3050,2013-05-29,"E31238010000000000000015218346486",6156448
"507",714009087,56291,"Lingerhahn",3050,2013-06-21,"E31238010000000000000015218346488",6156448
"508",723106035,54424,"Gielert",2300,2011-06-17,"E31238010000000000000015228514816",3592595
"509",723106035,54424,"Gielert",2300,2011-06-29,"E31238010000000000000015228514817",3592595
"510",723106035,54424,"Gielert",2300,2012-05-29,"E31238010000000000000015228518435",3592595
"511",723507501,54298,"Welschbillig",2300,2011-08-11,"E31238010000000000000015252658011",4434927
"512",723507501,54298,"Welschbillig",2300,2011-08-10,"E31238010000000000000015252658014",4434927
"513",723507501,54298,"Welschbillig",2300,2012-11-17,"E31238010000000000000015252658015",4434927
"514",713104211,56745,"Weibern",2500,2011-06-28,"E31238010000000000000015403445487",2562660
"515",713104211,56745,"Weibern",2500,2011-06-28,"E31238010000000000000015403446541",2562660
"516",714004067,55481,"Kirchberg",2300,2011-10-19,"E31238010000000000000015868338222",4014492
"517",714004067,55481,"Kirchberg",2300,2011-10-12,"E31238010000000000000015868339714",4014492
"518",714004067,55481,"Kirchberg",2300,2011-10-18,"E31238010000000000000015868339715",4014492
"519",723201258,54649,"Lauperath",3050,2014-04-07,"E31238010000000000000015877515598",6225928
"520",713104211,56745,"Weibern",2000,2011-08-24,"E31238010000000000000016243661581",4059045
"521",713704093,56745,"Rieden",2000,2011-08-24,"E31238010000000000000016243661584",4059045
"522",713104211,56745,"Weibern",2000,2011-08-24,"E31238010000000000000016243661586",4059045
"523",713704093,56745,"Rieden",2000,2011-08-25,"E31238010000000000000016243661587",4059045
"524",713704093,56745,"Rieden",2300,2012-01-27,"E31238010000000000000016243661588",3472625
"525",713104211,56745,"Weibern",2300,2012-02-16,"E31238010000000000000016243661589",3472625
"526",723205122,54675,"Sinspelt",2300,2011-11-23,"E31238010000000000000016892432529",3680920
"527",723205122,54675,"Sinspelt",2300,2011-10-27,"E31238010000000000000016892437942",3680920
"528",723205122,54675,"Sinspelt",2300,2011-10-13,"E31238010000000000000016892437943",3652174
"529",723205122,54675,"Sinspelt",2300,2011-12-01,"E31238010000000000000016892437944",3680920
"530",723205122,54675,"Sinspelt",2300,2011-11-23,"E31238010000000000000016892437945",3895958
"531",723205122,54675,"Sinspelt",2300,2011-11-23,"E31238010000000000000016892437946",3895958
"532",723205122,54675,"Sinspelt",2300,2011-10-07,"E31238010000000000000016892437947",3643694
"533",723205122,54675,"Sinspelt",2300,2012-02-17,"E31238010000000000000016892437948",3895958
"534",723205122,54675,"Sinspelt",2300,2012-02-24,"E31238010000000000000016892437949",3895947
"535",723205122,54675,"Sinspelt",2300,2012-02-10,"E31238010000000000000016892437950",3895958
"536",723205122,54675,"Sinspelt",2300,2011-12-30,"E31238010000000000000016892437951",3388048
"537",723205122,54675,"Sinspelt",2300,2011-12-29,"E31238010000000000000016892437952",3388048
"538",723205122,54675,"Sinspelt",2300,2011-09-26,"E31238010000000000000016892437953",3388048
"539",723205080,54675,"Mettendorf",2300,2011-09-26,"E31238010000000000000016959918840",3703136
"540",714008144,55469,"Simmern",3370,2011-10-12,"E31238010000000000000016991762747",4630768
"541",714008144,55469,"Simmern",3370,2011-11-10,"E31238010000000000000016991762748",4630768
"542",714008144,55469,"Simmern",3370,2011-10-27,"E31238010000000000000016991762749",4630768
"543",714008144,55469,"Simmern",3370,2011-10-25,"E31238010000000000000016991762750",4630768
"544",714008144,55469,"Simmern",3370,2011-11-01,"E31238010000000000000016991762751",4630768
"545",714008144,55469,"Simmern",3370,2011-11-08,"E31238010000000000000016991762752",4630768
"546",714004067,55481,"Kirchberg",2300,2011-11-17,"E31238010000000000000017426823324",4014492
"547",714004067,55481,"Kirchberg",2300,2011-11-10,"E31238010000000000000017426823325",4014492
"548",714004067,55481,"Kirchberg",2300,2011-11-17,"E31238010000000000000017426823326",4014492
"549",714004067,55481,"Kirchberg",2300,2011-11-10,"E31238010000000000000017426823327",4014492
"550",714004067,55481,"Kirchberg",2300,2011-11-21,"E31238010000000000000017426823328",4014492
"551",714004067,55481,"Kirchberg",2300,2011-11-17,"E31238010000000000000017426823330",4014492
"552",714004067,55481,"Kirchberg",2300,2011-12-17,"E31238010000000000000017426823331",4014492
"553",714004067,55481,"Kirchberg",2300,2011-12-08,"E31238010000000000000017426823332",4014492
"554",714004067,55481,"Kirchberg",2300,2011-11-30,"E31238010000000000000017426823334",4014492
"555",714004067,55481,"Kirchberg",2300,2011-12-19,"E31238010000000000000017426823335",4014492
"556",714004067,55481,"Kirchberg",2300,2011-12-23,"E31238010000000000000017426823336",4014492
"557",714004067,55481,"Kirchberg",2300,2011-12-15,"E31238010000000000000017426823337",4014492
"558",714004067,55481,"Kirchberg",2300,2011-12-30,"E31238010000000000000017426823338",4014492
"559",714004067,55481,"Kirchberg",2300,2011-12-30,"E31238010000000000000017426823339",4014492
"560",714004067,55481,"Kirchberg",2300,2011-11-30,"E31238010000000000000017426823340",4014492
"561",714004067,55481,"Kirchberg",2300,2012-02-01,"E31238010000000000000017426837219",4014492
"562",714004067,55481,"Kirchberg",2300,2012-02-13,"E31238010000000000000017426837220",4014492
"563",714004067,55481,"Kirchberg",2300,2012-02-10,"E31238010000000000000017426837221",4014492
"564",714004067,55481,"Kirchberg",2300,2011-12-30,"E31238010000000000000017426837222",4014492
"565",714004067,55481,"Kirchberg",2300,2012-02-10,"E31238010000000000000017426837223",4014492
"566",714004067,55481,"Kirchberg",2300,2012-02-07,"E31238010000000000000017469737224",3470100
"567",714004067,55481,"Kirchberg",2300,2012-02-07,"E31238010000000000000017469738270",3470100
"568",714004067,55481,"Kirchberg",2300,2012-02-01,"E31238010000000000000017469738271",3470100
"569",714004067,55481,"Kirchberg",2300,2011-12-29,"E31238010000000000000017469738272",3470100
"570",714004067,55481,"Kirchberg",2300,2011-12-19,"E31238010000000000000017469738273",3470100
"571",714004067,55481,"Kirchberg",2300,2011-12-20,"E31238010000000000000017469738274",3470100
"572",714004067,55481,"Kirchberg",2300,2011-12-23,"E31238010000000000000017469738275",3470100
"573",714004067,55481,"Kirchberg",2300,2011-12-19,"E31238010000000000000017469738276",3470100
"574",714004067,55481,"Kirchberg",2000,2011-12-26,"E31238010000000000000017469738277",2901124
"575",714004067,55481,"Kirchberg",2000,2011-12-26,"E31238010000000000000017469738278",2901124
"576",714004067,55481,"Kirchberg",2000,2011-12-29,"E31238010000000000000017469738279",2901124
"577",714004067,55481,"Kirchberg",2000,2011-12-28,"E31238010000000000000017469738280",2901124
"578",714004067,55481,"Kirchberg",2000,2012-01-11,"E31238010000000000000017469738282",2901124
"579",714004067,55481,"Kirchberg",2050,2012-05-31,"E31238010000000000000017469765718",3016978
"580",714004067,55481,"Kirchberg",2050,2012-06-04,"E31238010000000000000017469765723",3016978
"581",714004067,55481,"Kirchberg",3170,2014-12-20,"E31238010000000000000017469798730",5983141
"582",733101043,55237,"Lonsheim",3370,2012-02-11,"E31238010000000000000017901225101",5944705
"583",733101043,55237,"Lonsheim",3370,2012-01-30,"E31238010000000000000017901225106",5944705
"584",733101043,55237,"Lonsheim",3370,2012-02-11,"E31238010000000000000017901225107",5944705
"585",733101043,55237,"Lonsheim",3370,2012-01-15,"E31238010000000000000017901225108",5944705
"586",733101043,55237,"Lonsheim",3370,2012-02-23,"E31238010000000000000017901225109",5944705
"587",733101043,55237,"Lonsheim",3370,2012-02-17,"E31238010000000000000017901225110",5944705
