"","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh"
"409","E31102010000000000002011142500002","3000","17.11.2017",7143501,"50,54","7,89",149,1157,NA,NA,NA,NA,NA,NA
"410","E31102010000000000002011282000001","3230","27.3.2018",7143242,"50,625571","8,008841",134,130,NA,NA,NA,NA,NA,NA
"411","E31102010000000000002011282000002","3230","27.3.2018",7143242,"50,628856","8,001931",134,130,NA,NA,NA,NA,NA,NA
"412","E311400100000000000W3TR0S00000552","2400","23.1.2020",7338016,"49,527819","8,30147",141,1168,NA,NA,NA,NA,NA,NA
"413","E31238010000000000000000251307557","2350","30.9.2017",7134042,"49,602232","7,219564",138,92,NA,NA,NA,NA,NA,NA
"414","E31238010000000000000000251370106","2300","30.7.2014",7134042,"49,597276","7,217835",138,82,713401075,55776,"Ruschberg",2300,"2014-07-30",4230378
"415","E31238010000000000000000617332516","2000","7.8.2007",7140111,"49,573671","7,22213",105,90,714004145,55487,"Sohren",2000,"2007-08-07",2963855
"416","E31238010000000000000000617332517","2000","30.7.2007",7140111,"49,57379","7,215399",105,90,714004145,55487,"Sohren",2000,"2007-07-30",2963855
"417","E31238010000000000000000617339031","2000","9.8.2007",7140111,"49,573032","7,222754",105,90,714004145,55487,"Sohren",2000,"2007-08-09",2963855
"418","E31238010000000000000000832515818","1300","19.10.2000",7232024,"49,852829","6,535372",85,60,723507501,54298,"Welschbillig",1300,"2000-10-19",1513216
"419","E31238010000000000000000832518851","1300","11.10.2000",7232024,"49,850782","6,536796",85,60,723507501,54298,"Welschbillig",1300,"2000-10-11",1495735
"420","E31238010000000000000000832518852","1300","10.10.2000",7232024,"49,845009","6,540861",85,60,723507501,54298,"Welschbillig",1300,"2000-10-12",1420579
"421","E31238010000000000000000832518853","1300","19.10.2000",7232024,"49,842084","6,543303",85,60,723507501,54298,"Welschbillig",1300,"2001-01-17",1487101
"422","E31238010000000000000000832518854","1300","19.10.2000",7232024,"49,845155","6,534662",85,60,723507501,54298,"Welschbillig",1300,"2000-10-19",1593567
"423","E31238010000000000000000832518855","1500","21.12.2000",7232024,"49,844018","6,529491",85,70,723507501,54298,"Welschbillig",1500,"2000-12-27",1711244
"424","E31238010000000000000000832518856","1500","27.12.2000",7232024,"49,844816","6,520129",85,70,723507501,54298,"Welschbillig",1500,"2000-12-29",1680107
"425","E31238010000000000000000832518857","1500","29.12.2000",7232024,"49,843604","6,51176",85,70,723507501,54298,"Welschbillig",1500,"2000-12-21",1797538
"426","E31238010000000000000000832518858","1500","26.4.2001",7232024,"49,864775","6,555144",85,70,723507501,54298,"Welschbillig",1500,"2001-04-26",1787767
"427","E31238010000000000000000832518859","1500","24.4.2001",7232061,"49,868302","6,554489",85,70,723507501,54298,"Welschbillig",1500,"2001-04-26",1566272
"428","E31238010000000000000000832518861","1500","6.5.2001",7232024,"49,866087","6,54762",85,70,723507501,54298,"Welschbillig",1500,"2001-05-28",1542925
"429","E31238010000000000000000832518862","1500","31.5.2001",7232024,"49,872355","6,547329",85,70,723507501,54298,"Welschbillig",1500,"2001-05-06",1805593
"430","E31238010000000000000000832518863","1500","28.5.2001",7232024,"49,86939","6,550704",85,70,723507501,54298,"Welschbillig",1500,"2001-05-31",1642587
"431","E31238010000000000000000832518864","1500","29.6.2002",7232024,"49,840868","6,528345",85,70,723507501,54298,"Welschbillig",1500,"2002-06-29",1703338
"432","E31238010000000000000000832518865","1500","3.6.2002",7232024,"49,836955","6,534599",85,70,723507501,54298,"Welschbillig",1500,"2002-06-03",1529632
"433","E31238010000000000000001100406639","3370","6.5.2013",7134058,"49,694337","7,214744",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-05-06",4916706
"434","E31238010000000000000001100472125","3370","10.6.2013",7134058,"49,6959","7,211443",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-06-10",4916706
"435","E31238010000000000000001100472126","3370","27.5.2013",7134058,"49,694475","7,205905",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-05-27",4916706
"436","E31238010000000000000001100472129","3370","1.7.2013",7134058,"49,697265","7,203908",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-07-01",4916706
"437","E31238010000000000000001100472130","3370","12.6.2013",7134094,"49,699992","7,202756",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-06-12",4916706
"438","E31238010000000000000001128806256","3000","29.12.2014",7134058,"49,676955","7,186357",119,112,713402031,55767,"Gollenberg",3000,"2014-12-29",5252493
"439","E31238010000000000000001146993248","3050","22.8.2014",7134019,"49,706402","7,412187",149,101,713400045,55743,"Idar-Oberstein",3050,"2014-08-22",6603356
"440","E31238010000000000000001151176809","2400","29.8.2015",7336050,"49,648055","7,488316",120,117,733608100,67746,"Unterjeckenbach",2400,"2015-08-29",6057022
"441","E31238010000000000000001151176810","2400","17.9.2015",7336050,"49,646372","7,493034",120,117,733608100,67746,"Unterjeckenbach",2400,"2015-09-17",6057022
"442","E31238010000000000000001151176811","2400","25.8.2015",7336050,"49,642359","7,492147",120,117,733608100,67746,"Unterjeckenbach",2400,"2015-08-25",6057022
"443","E31238010000000000000001171704502","3050","10.12.2014",7134002,"49,627821","7,068706",135,101,713402010,55765,"Birkenfeld",3050,"2014-12-10",5769180
"444","E31238010000000000000001171796208","3050","26.11.2014",7134002,"49,635112","7,063023",135,101,713402010,55765,"Birkenfeld",3050,"2014-11-26",5769180
"445","E31238010000000000000001171796209","3050","7.12.2014",7134002,"49,635238","7,067844",135,101,713402010,55765,"Birkenfeld",3050,"2014-12-07",5769180
"446","E31238010000000000000001171796211","3050","31.12.2014",7134002,"49,634587","7,072107",135,101,713402010,55765,"Birkenfeld",3050,"2014-12-31",5769180
"447","E31238010000000000000001172031041","2350","16.12.2014",7134010,"49,628894","7,146748",138,92,713402010,55765,"Birkenfeld",2350,"2014-12-16",1628
"448","E31238010000000000000001172096212","2350","17.12.2014",7134010,"49,62612","7,14659",138,92,713402010,55765,"Birkenfeld",2350,"2014-12-17",1628
"449","E31238010000000000000001172096213","2350","19.12.2014",7134010,"49,624972","7,153543",138,92,713402010,55765,"Birkenfeld",2350,"2014-12-19",1628
"450","E31238010000000000000001172292046","3050","24.7.2014",7134053,"49,607316","7,08449",135,101,713402010,55765,"Birkenfeld",3050,"2014-07-24",5690953
"451","E31238010000000000000001172292048","3050","15.7.2014",7134053,"49,615259","7,081397",135,101,713402010,55765,"Birkenfeld",3050,"2014-07-15",5690953
"452","E31238010000000000000001172292049","2350","11.9.2014",7134053,"49,612571","7,080439",138,92,713402010,55765,"Birkenfeld",2350,"2014-09-11",4476693
"453","E31238010000000000000001172292050","2350","4.8.2014",7134053,"49,603713","7,08449",138,92,713402010,55765,"Birkenfeld",2350,"2014-08-04",4476693
"454","E31238010000000000000001172400216","3200","29.8.2016",7134026,"49,60046","7,30144",143,114,713401075,55776,"Ruschberg",3170,"2016-08-29",6004805
"455","E31238010000000000000001172406137","3200","29.8.2016",7134026,"49,59715","7,30215",143,114,713401075,55776,"Ruschberg",3170,"2016-08-29",6004805
"456","E31238010000000000000001172406138","3200","3.9.2016",7134026,"49,60582","7,29641",143,114,713401075,55776,"Ruschberg",3170,"2016-09-03",6004805
"457","E31238010000000000000001172406139","3200","1.9.2016",7134026,"49,60314","7,29734",143,114,713401075,55776,"Ruschberg",3170,"2016-09-01",6004805
"458","E31238010000000000000001256208450","2000","28.9.2007",7140076,"50,005359","7,511563",98,71,714008144,55469,"Simmern",2000,"2007-09-28",2128880
"459","E31238010000000000000001256241038","2000","28.9.2007",7140076,"50,00789","7,513257",98,71,714008144,55469,"Simmern",2000,"2007-09-28",2128880
"460","E31238010000000000000001256241039","2000","10.10.2007",7140076,"50,010168","7,514094",98,71,714008144,55469,"Simmern",2000,"2007-10-10",2128880
"461","E31238010000000000000001256241040","2000","16.10.2007",7140076,"50,011944","7,513034",98,71,714008144,55469,"Simmern",2000,"2007-10-16",2128880
"462","E31238010000000000000001256257990","2300","29.5.2013",7140076,"50,015933","7,51622",138,82,714008144,55469,"Simmern",2300,"2013-05-29",2932957
"463","E31238010000000000000003031635350","2000","5.12.2007",7232320,"50,195398","6,341968",105,90,723206320,54595,"Watzerath",2000,"2007-12-27",2630211
"464","E31238010000000000000003031645431","2000","15.11.2007",7232320,"50,193575","6,336968",105,90,723206320,54595,"Watzerath",2000,"2007-11-15",2630211
"465","E31238010000000000000003031645432","2000","27.11.2007",7232320,"50,195618","6,332342",105,90,723206320,54595,"Watzerath",2000,"2007-11-19",2630211
"466","E31238010000000000000003031645433","2000","13.12.2007",7232320,"50,190417","6,332632",105,90,723206320,54595,"Watzerath",2000,"2007-12-20",2630211
"467","E31238010000000000000003031645434","2000","13.12.2007",7232320,"50,187662","6,325893",105,90,723206320,54595,"Watzerath",2000,"2007-12-20",2630211
"468","E31238010000000000000003031645435","2000","19.11.2007",7232320,"50,190647","6,339121",105,90,723206320,54595,"Watzerath",2000,"2007-12-18",2630211
"469","E31238010000000000000003031645436","2000","20.11.2007",7232320,"50,192987","6,345072",105,90,723206320,54595,"Watzerath",2000,"2007-12-13",2630211
"470","E31238010000000000000003031645437","2000","20.12.2007",7232320,"50,184486","6,33959",105,90,723206320,54595,"Watzerath",2000,"2007-12-18",2630211
"471","E31238010000000000000003031645438","2000","18.12.2007",7232320,"50,183887","6,324464",105,90,723206320,54595,"Watzerath",2000,"2007-12-13",2630211
"472","E31238010000000000000003031645439","2000","18.12.2007",7232320,"50,186406","6,329942",105,90,723206320,54595,"Watzerath",2000,"2007-11-27",2630211
"473","E31238010000000000000003031645440","2000","20.12.2007",7232320,"50,186505","6,342125",105,90,723206320,54595,"Watzerath",2000,"2007-11-27",2630206
"474","E31238010000000000000003031645441","2000","27.12.2007",7232320,"50,179649","6,324029",105,90,723206320,54595,"Watzerath",2000,"2007-12-05",2630206
"475","E31238010000000000000003031645442","2000","27.12.2007",7232320,"50,183529","6,329248",105,90,723206320,54595,"Watzerath",2000,"2007-11-20",2630206
"476","E31238010000000000000003290216178","2000","5.2.2008",7232329,"50,191909","6,246049",78,80,723206296,54595,"Prüm",2000,"2007-12-20",2447788
"477","E31238010000000000000003290245026","2000","5.1.2008",7232329,"50,1872","6,241669",100,80,723206296,54595,"Prüm",2000,"2007-12-20",2447788
"478","E31238010000000000000003290245027","2000","6.2.2008",7232329,"50,189603","6,241374",100,80,723206296,54595,"Prüm",2000,"2007-12-20",2447788
"479","E31238010000000000000003290245028","2000","16.6.2008",7232329,"50,191208","6,238743",100,80,723206296,54595,"Prüm",2000,"2007-12-20",2447788
"480","E31238010000000000000003290245029","2000","30.12.2007",7232329,"50,191754","6,213214",100,87,723206296,54595,"Prüm",2000,"2007-12-20",2447786
"481","E31238010000000000000003290245031","2000","20.12.2007",7232329,"50,19432","6,210596",100,87,723206296,54595,"Prüm",2000,"2007-12-20",2447786
"482","E31238010000000000000003309412930","2000","29.12.2007",7232218,"49,849572","6,528277",105,90,723507501,54298,"Welschbillig",2000,"2007-12-29",3314600
"483","E31238010000000000000003309444520","2000","28.12.2007",7232218,"49,846834","6,5264",105,90,723507501,54298,"Welschbillig",2000,"2007-12-28",3314600
"484","E31238010000000000000004616514668","2000","7.5.2008",7232201,"50,113337","6,31222",1135,71,723201201,54687,"Arzfeld",2000,"2008-05-07",2767460
"485","E31238010000000000000004616542072","2000","8.5.2008",7232201,"50,11384","6,325267",1135,71,723201201,54687,"Arzfeld",2000,"2008-05-08",2767460
"486","E31238010000000000000004660800067","2000","24.12.2002",7133057,"49,730308","7,598812",60,80,713310057,55568,"Lauschied",2000,"2002-12-24",2041007
"487","E31238010000000000000004872343798","2000","23.7.2008",7135075,"50,2525","7,2475",105,90,713502075,56754,"Roes",2000,"2008-07-23",4023848
"488","E31238010000000000000005336040056","1500","28.12.2003",7232305,"50,217054","6,520561",85,70,NA,NA,NA,NA,NA,NA
"489","E31238010000000000000005793558357","2000","13.1.2009",7140010,"50,097857","7,542835",NA,NA,714003010,56290,"Beltheim",2000,"2009-01-13",3707672
"490","E31238010000000000000005883130321","2000","7.11.2008",7140001,"50,04195","7,47698",105,90,714008144,55469,"Simmern",2000,"2008-11-07",2842645
"491","E31238010000000000000005883156156","2000","7.11.2008",7140001,"50,041294","7,482628",105,90,714008144,55469,"Simmern",2000,"2008-11-07",2842645
"492","E31238010000000000000005883156158","2000","10.11.2008",7140001,"50,044681","7,482816",105,90,714008144,55469,"Simmern",2000,"2008-11-10",2842645
"493","E31238010000000000000005883156161","2000","10.11.2008",7140147,"50,051917","7,47656",105,90,714008144,55469,"Simmern",2000,"2008-11-10",2842645
"494","E31238010000000000000005883156162","2000","12.11.2008",7140147,"50,04431","7,47803",105,90,714008144,55469,"Simmern",2000,"2008-11-12",2842646
"495","E31238010000000000000005883156165","2000","14.11.2008",7140147,"50,046803","7,477171",105,90,714008144,55469,"Simmern",2000,"2008-11-14",2842646
"496","E31238010000000000000005883156166","2000","12.11.2008",7140147,"50,049247","7,477246",105,90,714008144,55469,"Simmern",2000,"2008-11-12",2842646
"497","E31238010000000000000006388746439","2000","22.1.2009",7135023,"50,248225","7,180356",95,90,713502045,56759,"Kaisersesch",2000,"2009-01-22",3730388
"498","E31238010000000000000006388746440","2000","19.1.2009",7135023,"50,250039","7,177903",95,90,713502045,56759,"Kaisersesch",2000,"2009-01-19",3730388
"499","E31238010000000000000006535245179","800","19.1.2009",7233036,"50,266316","6,598163",73,53,723306036,54570,"Kalenborn-Scheuern",800,"2009-01-19",1162481
"500","E31238010000000000000007278100131","1500","7.4.2009",7135042,"50,2132","7,1596",1115,77,713502042,56814,"Illerich",1500,"2009-03-20",2216607
"501","E31238010000000000000007278122515","1500","14.4.2009",7135042,"50,2134","7,1656",1115,77,713502042,56814,"Illerich",1500,"2009-03-20",2216607
"502","E31238010000000000000007336849889","2000","12.5.2009",7140123,"50,019142","7,43312",108,82,714003001,56288,"Alterkülz",2000,"2009-05-12",3282823
"503","E31238010000000000000007336849890","2000","4.5.2009",7140123,"50,018168","7,436217",108,82,714003001,56288,"Alterkülz",2000,"2009-05-04",3282823
"504","E31238010000000000000007336857996","2000","4.8.2010",7140001,"50,038993","7,479737",108,82,714003001,56288,"Alterkülz",2000,"2010-08-04",3282823
"505","E31238010000000000000007736628879","800","15.6.2009",7232502,"49,5756","6,2157",556,48,723208502,54646,"Brimingen",800,"2009-05-15",943345
"506","E31238010000000000000007743039721","2000","24.9.2009",7232061,"49,875298","6,549011",105,90,723507501,54298,"Welschbillig",2000,"2009-09-24",3458648
"507","E31238010000000000000007743051643","2000","19.6.2009",7232061,"49,870928","6,554417",105,90,723507501,54298,"Welschbillig",2000,"2009-06-19",3456837
"508","E31238010000000000000007743051644","2000","27.5.2009",7232061,"49,866267","6,551583",105,90,723507501,54298,"Welschbillig",2000,"2009-05-27",3456837
"509","E31238010000000000000007743051645","2000","3.6.2009",7232061,"49,877706","6,550489",105,90,723507501,54298,"Welschbillig",2000,"2009-06-03",3456837
"510","E31238010000000000000007743057608","2000","2.6.2009",7232061,"49,870139","6,557883",105,90,723507501,54298,"Welschbillig",2000,"2009-06-02",3456837
"511","E31238010000000000000008589909985","2000","12.8.2009",7135051,"50,209612","7,145588",9838,82,713502051,56814,"Landkern",2000,"2009-08-12",3606951
"512","E31238010000000000000008589922445","2000","12.8.2009",7135051,"50,207162","7,146132",9838,82,713502051,56814,"Landkern",2000,"2009-08-12",3606951
"513","E31238010000000000000008589922446","2000","17.8.2009",7135051,"50,20525","7,146744",9838,82,713502051,56814,"Landkern",2000,"2009-08-17",3606951
"514","E31238010000000000000008589922448","2000","19.8.2009",7135051,"50,203842","7,149036",9838,82,713502051,56814,"Landkern",2000,"2009-08-19",3606951
"515","E31238010000000000000009847346438","2500","17.12.2009",7135093,"50,220924","7,208903",100,90,713502045,56759,"Kaisersesch",2500,"2009-12-17",3068603
"516","E31238010000000000000009847346441","2500","8.12.2009",7135093,"50,220301","7,213584",100,90,713502045,56759,"Kaisersesch",2500,"2009-12-08",3068603
"517","E31238010000000000000009847346442","2500","17.12.2009",7135093,"50,217923","7,20431",100,90,713502045,56759,"Kaisersesch",2500,"2009-12-17",3068604
"518","E31238010000000000000009847346443","2500","15.12.2009",7135093,"50,217462","7,209056",100,90,713502045,56759,"Kaisersesch",2500,"2009-12-15",3068604
"519","E31238010000000000000009847346444","2500","14.12.2009",7135093,"50,214479","7,18508",100,90,713502045,56759,"Kaisersesch",2500,"2009-12-14",3068604
"520","E31238010000000000000009847346445","2500","25.6.2010",7135011,"50,223249","7,214657",100,90,713502045,56759,"Kaisersesch",2500,"2010-06-25",3068604
"521","E31238010000000000000009948159604","2000","8.12.2009",7140153,"50,08938","7,40991",105,90,714003153,56290,"Uhler",2000,"2009-12-08",3571686
"522","E31238010000000000000009948159613","2000","10.12.2009",7140153,"50,09362","7,40648",105,90,714003153,56290,"Uhler",2000,"2009-12-10",3571686
"523","E31238010000000000000009948159616","2000","15.12.2009",7140153,"50,0919","7,40939",105,90,714003153,56290,"Uhler",2000,"2009-12-15",3572761
"524","E31238010000000000000010665858002","2000","29.6.2010",7232218,"49,851935","6,530173",105,90,723507501,54298,"Welschbillig",2000,"2009-12-18",3527211
"525","E31238010000000000000010665858004","2000","26.6.2010",7232218,"49,849919","6,532765",105,90,723507501,54298,"Welschbillig",2000,"2009-12-18",3527211
"526","E31238010000000000000010665858005","2000","18.12.2009",7232218,"49,846961","6,530828",105,90,723507501,54298,"Welschbillig",2000,"2010-06-29",3525097
"527","E31238010000000000000010665858006","2000","18.12.2009",7232218,"49,842525","6,52355",105,90,723507501,54298,"Welschbillig",2000,"2010-06-26",3525097
"528","E31238010000000000000010665858007","2000","17.6.2010",7232218,"49,838612","6,539703",105,90,723507501,54298,"Welschbillig",2000,"2010-06-25",3527211
"529","E31238010000000000000010665858008","2000","25.6.2010",7232218,"49,847909","6,535816",105,90,723507501,54298,"Welschbillig",2000,"2010-06-17",3527211
"530","E31238010000000000000011115023665","1500","25.3.2011",7235114,"49,687656","6,904489",NA,82,723501045,54411,"Hermeskeil",1500,"2011-03-25",2708443
"531","E31238010000000000000011115080695","1500","30.12.2009",7235114,"49,691497","6,89164",NA,77,723501045,54411,"Hermeskeil",1500,"2009-12-30",2553277
"532","E31238010000000000000011115080697","1500","29.12.2009",7235114,"49,690041","6,895224",NA,77,723501045,54411,"Hermeskeil",1500,"2009-12-29",2553277
"533","E31238010000000000000011154760198","800","16.4.2010",7232250,"50,273752","15,998677",72,53,723206250,54597,"Kleinlangenfeld",800,"2010-04-16",1243756
"534","E31238010000000000000011693445364","800","8.6.2010",7135038,"50,2348","7,185411",73,53,713502028,56761,"Eulgem",800,"2010-06-08",1449438
"535","E31238010000000000000012063458671","800","24.6.2010",7233036,"50,267572","6,595617",76,48,723306036,54570,"Kalenborn-Scheuern",800,"2010-07-09",996808
"536","E31238010000000000000012072556954","2000","15.7.2010",7135042,"50,215666","7,154392",108,82,713502042,56814,"Illerich",2000,"2010-07-15",2610805
"537","E31238010000000000000012414517207","2000","20.8.2010",7232321,"50,128275","6,490794",105,90,723208070,54655,"Kyllburg",2000,"2010-08-20",1767024
"538","E31238010000000000000012414517209","2000","5.8.2010",7232321,"50,12925","6,495508",105,90,723208070,54655,"Kyllburg",2000,"2010-08-05",1767024
"539","E31238010000000000000012414517212","2000","3.8.2010",7232321,"50,126578","6,497078",105,90,723208070,54655,"Kyllburg",2000,"2010-08-03",1767024
"540","E31238010000000000000012414517213","2000","3.8.2010",7232321,"50,130503","6,500467",105,90,723208070,54655,"Kyllburg",2000,"2010-08-03",1767024
"541","E31238010000000000000012414517226","2000","29.7.2010",7232321,"50,128036","6,502308",105,90,723208070,54655,"Kyllburg",2000,"2010-07-29",1767024
"542","E31238010000000000000012414517229","2000","27.7.2010",7232321,"50,130261","6,504964",95,90,723208070,54655,"Kyllburg",2000,"2010-07-27",1767024
"543","E31238010000000000000012414595385","2000","23.8.2010",7232321,"50,130956","6,509025",105,90,723208070,54655,"Kyllburg",2000,"2010-08-23",1767024
"544","E31238010000000000000012637822952","2300","2.4.2012",7235141,"49,752933","6,766932",13838,82,723504085,54318,"Mertesdorf",2300,"2012-04-02",4938506
"545","E31238010000000000000012637822953","2300","3.2.2012",7235141,"49,753127","6,77201",13838,82,723504085,54318,"Mertesdorf",2300,"2012-02-03",4938506
"546","E31238010000000000000012637880079","2000","19.8.2010",7235141,"49,749601","6,775268",13838,82,723504085,54318,"Mertesdorf",2000,"2010-08-19",4778931
"547","E31238010000000000000013032718701","2000","29.10.2010",7143202,"50,632995","7,852586",107,82,714302259,57629,"Lochum",2000,"2010-10-29",3558993
"548","E31238010000000000000013032718703","2000","29.10.2010",7143202,"50,635188","7,855206",107,82,714302259,57629,"Lochum",2000,"2010-10-29",3558993
"549","E31238010000000000000013032718704","2000","29.10.2010",7143202,"50,634217","7,85431",107,82,714302259,57629,"Lochum",2000,"2010-10-29",3558993
"550","E31238010000000000000013032718705","2000","3.11.2010",7143202,"50,633194","7,855452",107,82,714302259,57629,"Lochum",2000,"2010-11-03",3558993
"551","E31238010000000000000013032737699","2000","28.10.2010",7143202,"50,634992","7,852707",107,82,714302259,57629,"Lochum",2000,"2010-10-28",3558993
"552","E31238010000000000000013604606370","2050","3.2.2011",7140064,"50,064771","7,525792",100,925,714003064,56288,"Kastellaun",2050,"2011-02-03",3670321
"553","E31238010000000000000013698603179","800","24.11.2010",7235068,"49,648067","6,665281",73,53,723508081,54429,"Mandern",800,"2010-11-24",1219158
"554","E31238010000000000000013698603184","800","12.11.2010",7235068,"49,649386","6,665775",73,53,723508081,54429,"Mandern",800,"2010-11-12",1219158
"555","E31238010000000000000013698603185","800","12.11.2010",7235068,"49,647157","6,663391",73,53,723508081,54429,"Mandern",800,"2010-11-12",1219158
"556","E31238010000000000000013823808944","2050","30.3.2011",7140087,"50,095527","7,590104",100,92,714009087,56291,"Lingerhahn",2050,"2011-03-30",4441335
"557","E31238010000000000000013823817507","2050","22.3.2011",7140087,"50,089985","7,586088",100,92,714009087,56291,"Lingerhahn",2050,"2011-03-22",4441335
"558","E31238010000000000000013823817508","2050","18.3.2011",7140087,"50,092098","7,585397",100,92,714009087,56291,"Lingerhahn",2050,"2011-03-18",4441335
"559","E31238010000000000000013823817509","2050","25.3.2011",7140087,"50,093625","7,591935",100,92,714009087,56291,"Lingerhahn",2050,"2011-03-25",4441335
"560","E31238010000000000000013823905752","2300","18.5.2011",7339062,"49,97566","7,78635",138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-18",4078871
"561","E31238010000000000000013823917675","2300","27.5.2011",7339062,"49,9765","7,78238",138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-27",4078871
"562","E31238010000000000000013823917677","2300","26.5.2011",7339062,"49,97496","7,79034",138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-26",4078871
"563","E31238010000000000000013823917678","2300","18.5.2011",7339062,"49,97298","7,79178",138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-18",4078871
"564","E31238010000000000000013823920866","3050","26.10.2012",7339062,"49,97208","7,79765",135,101,733901062,55425,"Waldalgesheim",3050,"2012-10-26",5721788
"565","E31238010000000000000014024360038","2000","21.6.2011",7135045,"50,251158","7,199768",105,90,713502045,56759,"Kaisersesch",2000,"2011-06-21",3264099
"566","E31238010000000000000014024360039","2000","5.1.2011",7135033,"50,253994","7,195114",105,90,713502045,56759,"Kaisersesch",2000,"2011-01-05",3264099
"567","E31238010000000000000014024360040","2000","7.1.2011",7135033,"50,258818","7,19365",105,90,713502045,56759,"Kaisersesch",2000,"2011-01-07",3264099
"568","E31238010000000000000014024360041","2000","21.12.2011",7135045,"50,255984","7,192976",105,90,713502045,56759,"Kaisersesch",2000,"2011-12-21",3282018
"569","E31238010000000000000014024360042","2000","27.12.2011",7135045,"50,251158","7,199768",105,90,713502045,56759,"Kaisersesch",2000,"2011-12-27",3282018
"570","E31238010000000000000014044562753","2300","23.12.2010",7140010,"50,118379","7,445045",138,82,714003010,56290,"Beltheim",2300,"2010-12-23",4796518
"571","E31238010000000000000014044562755","2300","23.12.2010",7140010,"50,120114","7,44286",138,82,714003010,56290,"Beltheim",2300,"2010-12-23",4796518
"572","E31238010000000000000014044818637","2300","23.12.2010",7140010,"50,115403","7,453489",138,82,714003010,56290,"Beltheim",2300,"2010-12-23",5151377
"573","E31238010000000000000014044818640","2300","24.12.2010",7140010,"50,116703","7,44844",138,82,714003010,56290,"Beltheim",2300,"2010-12-24",5151377
"574","E31238010000000000000014092258628","2300","15.12.2010",7135042,"50,206613","7,1723",85,70,713502042,56814,"Illerich",2300,"2010-12-15",3185259
"575","E31238010000000000000014538613981","2000","11.2.2011",7232258,"50,078323","6,33148",138,82,723201258,54649,"Lauperath",2000,"2011-02-11",5083655
"576","E31238010000000000000014865212580","2000","23.3.2011",7137068,"50,29464","7,208048",105,90,713703074,56729,"Monreal",2000,"2011-03-23",3131523
"577","E31238010000000000000014865222444","2000","29.3.2011",7137068,"50,290759","7,202589",105,90,713703074,56729,"Monreal",2000,"2011-03-29",3131523
"578","E31238010000000000000015228514816","2300","17.6.2011",7231204,"49,784017","6,938028",138,82,723106035,54424,"Gielert",2300,"2011-06-17",3728298
"579","E31238010000000000000015228514817","2300","29.6.2011",7231204,"49,777017","6,953028",138,82,723106035,54424,"Gielert",2300,"2011-06-29",3728298
"580","E31238010000000000000015228518435","2300","29.5.2012",7231006,"49,780793","6,955115",13838,82,723106035,54424,"Gielert",2300,"2012-05-29",3728298
"581","E31238010000000000000015252658011","2300","12.8.2011",7232024,"49,839039","6,531174",1384,82,723507501,54298,"Welschbillig",2300,"2011-08-11",4826593
"582","E31238010000000000000015252658014","2300","12.8.2011",7232024,"49,842335","6,531961",1384,82,723507501,54298,"Welschbillig",2300,"2011-08-10",4826593
"583","E31238010000000000000015252658015","2300","17.11.2012",7232024,"49,843067","6,53703",1384,82,723507501,54298,"Welschbillig",2300,"2012-11-17",4826593
"584","E31238010000000000000015403445487","2500","28.6.2011",7131211,"50,408029","7,170577",100,90,713104211,56745,"Weibern",2500,"2011-06-28",3206689
"585","E31238010000000000000015403446541","2500","28.6.2011",7131211,"50,398376","7,159579",100,90,713104211,56745,"Weibern",2500,"2011-06-28",3206689
"586","E31238010000000000000015868338222","2300","19.10.2011",7140122,"49,99611","7,38836",138,82,714004067,55481,"Kirchberg",2300,"2011-10-19",4315977
"587","E31238010000000000000015868339714","2300","12.10.2011",7140122,"49,99351","7,38809",138,82,714004067,55481,"Kirchberg",2300,"2011-10-12",4315977
"588","E31238010000000000000015868339715","2300","18.10.2011",7140062,"49,99975","7,38551",138,82,714004067,55481,"Kirchberg",2300,"2011-10-18",4315977
"589","E31238010000000000000015877515598","3050","7.4.2014",7232258,"50,074867","6,331567",135,110,723201258,54649,"Lauperath",3050,"2014-04-07",6540446
"590","E31238010000000000000016243661581","2000","24.8.2011",7131211,"50,399956","7,156931",108,82,713104211,56745,"Weibern",2000,"2011-08-24",4577413
"591","E31238010000000000000016243661584","2000","24.8.2011",7137049,"50,401402","7,160624",108,82,713704093,56745,"Rieden",2000,"2011-08-24",4577413
"592","E31238010000000000000016243661586","2000","24.8.2011",7131211,"50,403488","7,161519",108,82,713104211,56745,"Weibern",2000,"2011-08-24",4577413
"593","E31238010000000000000016243661587","2000","25.8.2011",7137049,"50,402727","7,171079",108,82,713704093,56745,"Rieden",2000,"2011-08-25",4577413
"594","E31238010000000000000016243661588","2300","27.1.2012",7137049,"50,403535","7,167639",113,70,713704093,56745,"Rieden",2300,"2012-01-27",3916107
"595","E31238010000000000000016243661589","2300","15.2.2012",7131211,"50,410798","7,173993",113,70,713104211,56745,"Weibern",2300,"2012-02-16",3916107
