"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2","d"
"1263",1263,"E3123801V000000000000033790588672","2530","27.1.2014",7133083,49.712513,7.718356,139,120,713310065,55590,"Meisenheim",2530,"2014-01-27",5297175,484,5297,234256,0.234,22.613,4
"1264",1264,"E3123801V000000000000033790588673","2530","15.2.2014",7133083,49.719444,7.704722,139,120,713310065,55590,"Meisenheim",2530,"2014-02-15",5297175,531,5297,281961,0.282,18.787,4
"1265",1265,"E3123801V000000000000033790688666","2530","11.12.2013",7333054,49.727512,7.744745,139,120,713310065,55590,"Meisenheim",2530,"2013-12-11",5321490,328,5321,107584,0.108,49.464,3
"1266",1266,"E3123801V000000000000033790988668","2530","12.2.2014",7133083,49.715846,7.718356,139,120,713310065,55590,"Meisenheim",2530,"2014-02-12",5297175,287,5297,82369,0.082,64.31,2
"1267",1267,"E3123801V000000000000033790988976","2530","28.2.2014",7133083,49.718056,7.696667,139,120,713310065,55590,"Meisenheim",2530,"2014-02-28",5297175,489,5297,239121,0.239,22.153,4
"1268",1268,"E3123801V000000000000033790989274","2530","9.3.2014",7133083,49.721402,7.696134,139,120,713310065,55590,"Meisenheim",2530,"2014-03-09",5297175,489,5297,239121,0.239,22.153,4
"1269",1269,"E3123801V000000000000033790989275","2530","8.3.2014",7133083,49.721124,7.688356,139,120,713310065,55590,"Meisenheim",2530,"2014-03-08",5297175,734,5297,538756,0.539,9.832,6
"1270",1270,"E3123801V000000000000038295395669","2530","21.11.2014",7339062,49.978233,7.791959,139,120,733901045,55413,"Oberheimbach",2530,"2014-11-21",6928471,497,6928,247009,0.247,28.049,4
"1271",1271,"E3123801V000000000000038295395670","2530","14.11.2014",7339062,49.975338,7.798027,139,120,733901045,55413,"Oberheimbach",2530,"2014-11-14",6928471,473,6928,223729,0.224,30.968,4
"1272",1272,"E3123801V000000000000038849400823","3370","19.12.2014",7331015,49.751525,8.266347,128,104,733907201,67585,"Dorn-Dürkheim",3370,"2014-12-19",5832008,419,5832,175561,0.176,33.219,4
"1273",1273,"E3123801V000000000000038849406188","3370","4.6.2015",7331015,49.748773,8.267707,128,104,733907201,67585,"Dorn-Dürkheim",3370,"2015-06-04",5832008,409,5832,167281,0.167,34.864,4
"1274",1274,"E3123801V000000000000038849406189","3370","4.6.2015",7331015,49.746156,8.269329,128,104,733907201,67585,"Dorn-Dürkheim",3370,"2015-06-04",5832008,409,5832,167281,0.167,34.864,4
"1275",1275,"E3123801V000000000000039539289327","2350","16.12.2014",7143029,50.607408,7.775155,138,92,714307066,56244,"Schenkelberg",2350,"2014-12-16",4131307,551,4131,303601,0.304,13.608,6
"1277",1277,"E3123801V000000000000042371404970","2530","11.8.2015",7133020,49.704343,7.72166,139,120,713310065,55590,"Meisenheim",2530,"2015-08-11",6379950,1227,6380,1505529,1.506,4.238,10
"1278",1278,"E3123801V000000000000042827604714","3050","27.11.2015",7231087,49.857302,7.06161,149,101,723101040,54472,"Gornhausen",3050,"2015-11-27",9396323,684,9396,467856,0.468,20.084,7
"1279",1279,"E3123801V000000000000042827604715","3050","11.12.2015",7231087,49.852938,7.069075,149,101,723101040,54472,"Gornhausen",3050,"2015-12-11",9396323,794,9396,630436,0.63,14.904,8
"1280",1280,"E3123801V000000000000042827704713","3050","26.10.2015",7231087,49.853151,7.058145,149,101,723101040,54472,"Gornhausen",3050,"2015-10-26",9315054,568,9315,322624,0.323,28.873,6
"1281",1281,"E3123801V000000000000042827707438","3050","4.11.2015",7231087,49.850065,7.061872,1354,101,723101040,54472,"Gornhausen",3050,"2015-11-04",9315054,568,9315,322624,0.323,28.873,6
"1282",1282,"E3123801V000000000000042827805112","3050","21.12.2015",7231040,49.840826,7.03932,149,101,723101126,54472,"Veldenz",3050,"2015-12-21",7751096,620,7751,384400,0.384,20.164,6
"1283",1283,"E3123801V000000000000042827839389","3050","13.11.2015",7231040,49.844964,7.040975,149,101,723101126,54472,"Veldenz",3050,"2015-11-13",7751096,575,7751,330625,0.331,23.444,6
"1284",1284,"E3123801V000000000000046747216577","3300","21.12.2016",7233219,50.316821,6.475586,140,112,NA,NA,NA,NA,NA,NA,484,NA,234256,0.234,NA,4
"1285",1285,"E3123801V000000000000046747234787","3300","16.12.2016",7233219,50.320493,6.476909,140,112,NA,NA,NA,NA,NA,NA,543,NA,294849,0.295,NA,5
"1286",1286,"E3123801V000000000000046747416329","3300","25.1.2017",7233219,50.333494,6.481209,140,112,NA,NA,NA,NA,NA,NA,705,NA,497025,0.497,NA,6
"1287",1287,"E3123801V000000000000046747416737","3300","17.2.2017",7233219,50.336922,6.486663,140,112,NA,NA,NA,NA,NA,NA,705,NA,497025,0.497,NA,6
"1288",1288,"E3123801V000000000000046747515736","3300","16.11.2016",7233235,50.31105,6.477599,NA,112,NA,NA,NA,NA,NA,NA,514,NA,264196,0.264,NA,5
"1289",1289,"E3123801V000000000000046747516572","3300","30.12.2016",7233235,50.311328,6.484659,NA,112,NA,NA,NA,NA,NA,NA,653,NA,426409,0.426,NA,6
"1290",1290,"E3123801V000000000000047525090951","3300","19.8.2016",7231058,49.830822,6.983196,140,112,723106058,54497,"Horath",3300,"2016-09-15",7140397,446,7140,198916,0.199,35.897,4
"1291",1291,"E3123801V000000000000047525090952","3300","30.8.2016",7231058,49.828878,6.977465,140,112,723106058,54497,"Horath",3300,"2016-08-29",7140397,469,7140,219961,0.22,32.462,4
"1292",1292,"E3123801V000000000000047525090953","3300","26.9.2016",7231058,49.82445,6.964982,140,112,723106058,54497,"Horath",3300,"2016-08-30",7140397,484,7140,234256,0.234,30.481,4
"1293",1293,"E3123801V000000000000047525090954","3300","15.9.2016",7231058,49.832005,6.976208,140,112,723106058,54497,"Horath",3300,"2016-09-26",7140397,469,7140,219961,0.22,32.462,4
"1294",1294,"E3123801V000000000000047525090955","3300","21.9.2016",7231058,49.82777,6.965524,140,112,723106058,54497,"Horath",3300,"2016-09-21",7140397,484,7140,234256,0.234,30.481,4
"1295",1295,"E3123801V000000000000047525090956","3300","29.8.2016",7231058,49.823842,6.976507,140,112,723106058,54497,"Horath",3300,"2016-09-21",7140397,540,7140,291600,0.292,24.487,5
"1296",1296,"E3123801V000000000000047525090957","3300","15.8.2016",7231058,49.825686,6.988916,140,112,723106058,54497,"Horath",3300,"2016-08-19",7140397,474,7140,224676,0.225,31.781,4
"1297",1297,"E3123801V000000000000047525090958","3300","15.8.2016",7231058,49.828231,6.985751,140,112,723106058,54497,"Horath",3300,"2016-08-15",7140397,446,7140,198916,0.199,35.897,4
"1298",1298,"E3123801V000000000000047525090959","3300","21.9.2016",7231058,49.824933,6.971011,140,112,NA,NA,NA,NA,NA,NA,540,NA,291600,0.292,NA,5
"1299",1299,"E3123801V000000000000047879304717","3050","31.5.2017",7231040,49.843888,7.052382,149,101,NA,NA,NA,NA,NA,NA,429,NA,184041,0.184,NA,4
"1300",1300,"E3123801V000000000000047879304718","3050","28.4.2017",7231040,49.84158,7.055243,1354,101,NA,NA,NA,NA,NA,NA,429,NA,184041,0.184,NA,4
"1301",1301,"E3123801V000000000000050928012243","3000","29.6.2017",7333021,49.678824,7.722762,135,115,NA,NA,NA,NA,NA,NA,1113,NA,1238769,1.239,NA,10
"1302",1302,"E3123801V000000000000050928012244","3000","12.5.2017",7333021,49.690647,7.727999,135,115,NA,NA,NA,NA,NA,NA,687,NA,471969,0.472,NA,6
"1303",1303,"E3123801V000000000000050928017292","3000","29.5.2017",7333021,49.68635,7.72495,135,115,NA,NA,NA,NA,NA,NA,687,NA,471969,0.472,NA,6
"1304",1304,"E3123801W000000000000025131238865","2350","7.2.2019",7134042,49.59997,7.212961,138,92,NA,NA,NA,NA,NA,NA,561,NA,314721,0.315,NA,6
"1305",1305,"E3123801W000000000000112910108114","2350","1.12.2017",7134034,49.69311,7.17386,138,92,NA,NA,NA,NA,NA,NA,2628,NA,6906384,6.906,NA,29
"1306",1306,"E3123801W000000000000115761183348","2400","6.3.2017",7134020,49.644732,7.202057,141,1168,NA,NA,NA,NA,NA,NA,490,NA,240100,0.24,NA,0
"1307",1307,"E3123801W000000000000131851180600","3450","22.12.2016",7336084,49.55162,7.283568,137,126,713401075,55776,"Ruschberg",3450,"2016-12-22",10030175,656,10030,430336,0.43,23.308,5
"1308",1308,"E3123801W000000000000461651219968","2300","26.4.2017",7232201,50.114717,6.315638,138,82,NA,NA,NA,NA,NA,NA,321,NA,103041,0.103,NA,4
"1310",1310,"E3123801W000000000001624361171016","2300","6.12.2017",7131211,50.411694,7.170454,10838,82,NA,NA,NA,NA,NA,NA,350,NA,122500,0.122,NA,4
"1311",1311,"E3123801W000000000002771761215599","2300","23.11.2016",7235068,49.649581,6.65908,138,82,723503106,54331,"Pellingen",2300,"2016-11-23",5930833,321,5931,103041,0.103,57.558,4
"1312",1312,"E3123801W000000000002771761226679","2300","29.3.2018",7235068,49.647389,6.658705,138,82,NA,NA,NA,NA,NA,NA,321,NA,103041,0.103,NA,4
"1313",1313,"E3123801W000000000003104781216340","2350","29.12.2016",7339062,49.972484,7.78479,138,92,733901063,55413,"Weiler bei Bingen",2350,"2016-12-29",3928189,378,3928,142884,0.143,27.492,4
"1314",1314,"E3123801W000000000003104781216341","2350","24.3.2017",7339062,49.969897,7.791474,138,92,NA,NA,NA,NA,NA,NA,351,NA,123201,0.123,NA,4
"1315",1315,"E3123801W000000000003104781216342","2350","31.3.2017",7339062,49.971001,7.788126,138,92,NA,NA,NA,NA,NA,NA,351,NA,123201,0.123,NA,4
"1316",1316,"E3123801W000000000003114481216530","2300","8.11.2016",7140154,49.981083,7.431074,138,82,714008144,55469,"Simmern",2300,"2016-11-08",3716943,841,3717,707281,0.707,5.255,10
"1317",1317,"E3123801W000000000003114481216531","3000","4.1.2017",7140049,49.981816,7.422137,135,115,714008144,55469,"Simmern",3000,"2017-01-04",5821716,841,5822,707281,0.707,8.231,7
"1318",1318,"E3123801W000000000003119321006081","3300","29.8.2016",7140095,50.022152,7.445345,149,126,714003095,56288,"Michelbach",3300,"2016-08-29",7462962,1028,7463,1056784,1.057,7.062,8
"1319",1319,"E3123801W000000000003160841212099","3600","31.12.2018",7134082,49.683209,7.519205,149,136,NA,NA,NA,NA,NA,NA,493,NA,243049,0.243,NA,4
"1320",1320,"E3123801W000000000003160841212100","3600","2.2.2019",7134082,49.68639,7.521022,149,136,NA,NA,NA,NA,NA,NA,493,NA,243049,0.243,NA,4
"1322",1322,"E3123801W000000000003415701185711","3000","27.1.2021",7137092,50.316849,7.178481,114,131,NA,NA,NA,NA,NA,NA,544,NA,295936,0.296,NA,4
"1323",1323,"E3123801W000000000003415701185712","3000","12.2.2021",7137092,50.320636,7.177943,114,131,NA,NA,NA,NA,NA,NA,548,NA,300304,0.3,NA,4
"1324",1324,"E3123801W000000000003415701185713","3000","18.2.2021",7137092,50.317559,7.172695,114,131,NA,NA,NA,NA,NA,NA,544,NA,295936,0.296,NA,4
"1325",1325,"E3123801W000000000003415701262080","3300","13.1.2021",7137110,50.299426,7.136473,134,131,NA,NA,NA,NA,NA,NA,985,NA,970225,0.97,NA,8
"1326",1326,"E3123801W000000000003415701262082","3300","1.2.2021",7137110,50.305359,7.141769,164,131,NA,NA,NA,NA,NA,NA,985,NA,970225,0.97,NA,8
"1327",1327,"E3123801W000000000003484410071574","2530","4.11.2016",7135026,50.272019,7.091496,139,120,713502045,56759,"Kaisersesch",2530,"2016-11-04",7805774,733,7806,537289,0.537,14.528,6
"1328",1328,"E3123801W000000000003484410071577","2530","22.11.2016",7135026,50.270511,7.080779,139,120,713502045,56759,"Kaisersesch",2530,"2016-11-22",7805774,509,7806,259081,0.259,30.129,4
"1329",1329,"E3123801W000000000003484410071578","2530","16.11.2016",7135026,50.268691,7.085497,139,120,713502045,56759,"Kaisersesch",2530,"2016-11-16",7805774,509,7806,259081,0.259,30.129,4
"1330",1330,"E3123801W000000000003528601167290","3170","24.3.2018",7140014,50.13803,7.587343,143,114,NA,NA,NA,NA,NA,NA,861,NA,741321,0.741,NA,8
"1331",1331,"E3123801W000000000003595481188136","3000","23.3.2017",7233232,50.320052,6.458766,149,115,NA,NA,NA,NA,NA,NA,465,NA,216225,0.216,NA,4
"1332",1332,"E3123801W000000000003595481188137","3000","28.2.2017",7233232,50.317351,6.461523,149,115,NA,NA,NA,NA,NA,NA,465,NA,216225,0.216,NA,4
"1333",1333,"E3123801W000000000003595481188138","3000","30.3.2017",7233232,50.315906,6.467866,149,115,NA,NA,NA,NA,NA,NA,621,NA,385641,0.386,NA,5
"1334",1334,"E3123801W000000000003595481188139","3000","8.2.2017",7233232,50.320214,6.469899,149,115,723306214,54611,"Hallschlag",3000,"2017-02-08",9311509,615,9312,378225,0.378,24.619,5
"1335",1335,"E3123801W000000000003595481188140","3000","27.4.2017",7233214,50.325264,6.463311,149,115,NA,NA,NA,NA,NA,NA,777,NA,603729,0.604,NA,7
"1336",1336,"E3123801W000000000003605371189724","2780","3.8.2016",7133060,49.678869,7.595091,139,120,713310060,67744,"Löllbach",2780,"2016-08-03",6038854,305,6039,93025,0.093,64.916,3
"1337",1337,"E3123801W000000000003605751210677","3000","7.11.2017",7140076,50.020864,7.517729,149,115,NA,NA,NA,NA,NA,NA,419,NA,175561,0.176,NA,4
"1338",1338,"E3123801W000000000003672131214793","4200","21.3.2017",7331023,49.671945,8.196543,129,141,NA,NA,NA,NA,NA,NA,724,NA,524176,0.524,NA,5
"1339",1339,"E3123801W000000000003699450156473","3300","26.7.2017",7140011,50.039376,7.61671,137,126,NA,NA,NA,NA,NA,NA,790,NA,624100,0.624,NA,6
"1340",1340,"E3123801W000000000003699450156474","3300","31.7.2017",7140011,50.038044,7.608483,137,126,NA,NA,NA,NA,NA,NA,670,NA,448900,0.449,NA,5
"1341",1341,"E3123801W000000000003699450156475","3300","26.7.2017",7140011,50.034,7.604977,137,126,NA,NA,NA,NA,NA,NA,670,NA,448900,0.449,NA,5
"1342",1342,"E3123801W000000000003699450156477","3300","27.7.2017",7140011,50.033701,7.612498,137,126,NA,NA,NA,NA,NA,NA,702,NA,492804,0.493,NA,6
"1343",1343,"E3123801W000000000003726011188567","3000","27.10.2017",7140105,49.952595,7.375429,149,115,NA,NA,NA,NA,NA,NA,353,NA,124609,0.125,NA,3
"1344",1344,"E3123801W000000000003726011198979","3000","23.11.2017",7140105,49.950058,7.379878,1354,115,NA,NA,NA,NA,NA,NA,555,NA,308025,0.308,NA,5
"1345",1345,"E3123801W000000000003807051225828","2300","30.12.2017",7232231,50.16855,6.238719,138,82,NA,NA,NA,NA,NA,NA,222,NA,49284,0.049,NA,3
"1346",1346,"E3123801W000000000003880851194784","2300","12.8.2016",7233237,50.350775,6.407605,138,82,723306237,54611,"Scheid",2300,"2016-08-17",5003229,868,5003,753424,0.753,6.641,11
"1347",1347,"E3123801W000000000004242291178082","3000","25.3.2017",7233035,50.328792,6.505922,149,115,NA,NA,NA,NA,NA,NA,537,NA,288369,0.288,NA,5
"1348",1348,"E3123801W000000000004242291178083","3000","17.3.2017",7233035,50.325069,6.50599,149,115,NA,NA,NA,NA,NA,NA,537,NA,288369,0.288,NA,5
"1349",1349,"E3123801W000000000004242291178084","3000","26.4.2017",7233035,50.319631,6.499447,149,115,NA,NA,NA,NA,NA,NA,910,NA,828100,0.828,NA,8
"1350",1350,"E3123801W000000000004242291178085","3000","22.2.2017",7233035,50.315067,6.492635,149,115,NA,NA,NA,NA,NA,NA,546,NA,298116,0.298,NA,5
"1351",1351,"E3123801W000000000004242291204109","3000","30.3.2017",7233035,50.311289,6.492229,149,115,NA,NA,NA,NA,NA,NA,546,NA,298116,0.298,NA,5
"1352",1352,"E3123801W000000000004476271225770","2300","15.11.2017",7233214,50.339825,6.428967,138,82,NA,NA,NA,NA,NA,NA,177,NA,31329,0.031,NA,2
"1353",1353,"E3123801W000000000004674571216141","3300","8.12.2016",7233219,50.319012,6.48248,140,112,NA,NA,NA,NA,NA,NA,452,NA,204304,0.204,NA,4
"1354",1354,"E3123801W000000000004674571216738","3300","2.2.2017",7233219,50.314954,6.479941,140,112,NA,NA,NA,NA,NA,NA,484,NA,234256,0.234,NA,4
"1355",1355,"E3123801W000000000004674571216739","3300","2.2.2017",7233219,50.322098,6.483329,140,112,NA,NA,NA,NA,NA,NA,452,NA,204304,0.204,NA,4
"1356",1356,"E3123801W000000000004674591216328","3300","30.12.2016",7233219,50.324222,6.472173,140,112,NA,NA,NA,NA,NA,NA,615,NA,378225,0.378,NA,5
"1357",1357,"E3123801W000000000004674591216332","3300","23.12.2016",7233219,50.328076,6.476113,140,112,NA,NA,NA,NA,NA,NA,664,NA,440896,0.441,NA,6
"1358",1358,"E3123801W000000000004674591221669","3300","29.9.2017",7233232,50.329906,6.467599,140,112,NA,NA,NA,NA,NA,NA,542,NA,293764,0.294,NA,5
"1359",1359,"E3123801W000000000004674601212218","3300","4.11.2016",7233235,50.312527,6.472532,NA,112,NA,NA,NA,NA,NA,NA,514,NA,264196,0.264,NA,5
"1360",1360,"E3123801W000000000004697680090121","2300","28.7.2017",7232217,50.130806,6.402346,13838,82,NA,NA,NA,NA,NA,NA,365,NA,133225,0.133,NA,4
"1361",1361,"E3123801W000000000004697680090137","2300","30.8.2017",7232217,50.13152,6.406115,13838,82,NA,NA,NA,NA,NA,NA,365,NA,133225,0.133,NA,4
"1362",1362,"E3123801W000000000004787901204716","3050","10.11.2016",7231040,49.845077,7.047104,149,101,723101040,54472,"Gornhausen",3050,"2016-11-10",7823957,524,7824,274576,0.275,28.495,5
"1363",1363,"E3123801W000000000004831281190963","3300","23.3.2017",7231083,49.815257,7.015817,137,126,NA,NA,NA,NA,NA,NA,501,NA,251001,0.251,NA,4
"1364",1364,"E3123801W000000000004831281190964","3300","23.3.2017",7231083,49.818649,7.014844,137,126,NA,NA,NA,NA,NA,NA,501,NA,251001,0.251,NA,4
"1365",1365,"E3123801W000000000004939660117927","3050","31.3.2017",7232262,50.142,6.402,149,101,NA,NA,NA,NA,NA,NA,603,NA,363609,0.364,NA,6
"1366",1366,"E3123801W000000000005027551213813","3300","29.9.2017",7233232,50.334766,6.472681,140,112,NA,NA,NA,NA,NA,NA,594,NA,352836,0.353,NA,5
"1367",1367,"E3123801W000000000005092531212242","3000","27.4.2017",7333021,49.695923,7.733352,135,115,NA,NA,NA,NA,NA,NA,918,NA,842724,0.843,NA,8
"1368",1368,"E3123801W000000000005180781177653","3450","11.6.2018",7232308,50.196222,6.336681,140,112,NA,NA,NA,NA,NA,NA,383,NA,146689,0.147,NA,3
"1369",1369,"E3123801W000000000005180781219776","2780","13.7.2017",7232292,50.187655,6.338124,139,120,NA,NA,NA,NA,NA,NA,407,NA,165649,0.166,NA,3
"1370",1370,"E3123801W000000000005258220151966","2400","9.9.2017",7231006,49.774174,6.959297,1406,1168,NA,NA,NA,NA,NA,NA,720,NA,518400,0.518,NA,1
"1371",1371,"E3123801W000000000005263711190971","3300","27.7.2017",7231202,49.782954,6.930907,140,112,NA,NA,NA,NA,NA,NA,484,NA,234256,0.234,NA,4
"1372",1372,"E3123801W000000000005263711190972","3300","30.8.2017",7231115,49.766419,6.934375,140,112,NA,NA,NA,NA,NA,NA,910,NA,828100,0.828,NA,8
"1373",1373,"E3123801W000000000005263711190975","3300","30.7.2017",7231203,49.779759,6.932377,140,112,NA,NA,NA,NA,NA,NA,484,NA,234256,0.234,NA,4
"1374",1374,"E3123801W000000000005263711190976","3300","30.8.2017",7231202,49.766534,6.924704,140,112,NA,NA,NA,NA,NA,NA,910,NA,828100,0.828,NA,8
"1375",1375,"E3123801W000000000005297981208865","3300","28.12.2017",7140094,49.969778,7.379481,166,126,NA,NA,NA,NA,NA,NA,539,NA,290521,0.291,NA,4
"1376",1376,"E3123801W000000000005297981212893","3300","19.12.2017",7140094,49.968536,7.347306,166,126,NA,NA,NA,NA,NA,NA,398,NA,158404,0.158,NA,3
"1377",1377,"E3123801W000000000005297981212895","3300","11.12.2017",7140111,49.966264,7.349703,166,126,NA,NA,NA,NA,NA,NA,398,NA,158404,0.158,NA,3
"1378",1378,"E3123801W000000000005364851006162","3000","28.3.2018",7231133,49.851837,6.988985,149,11572,NA,NA,NA,NA,NA,NA,639,NA,408321,0.408,NA,0
"1379",1379,"E3123801W000000000005364851231093","3000","28.3.2018",7231133,49.851796,6.980988,149,11572,NA,NA,NA,NA,NA,NA,501,NA,251001,0.251,NA,0
"1380",1380,"E3123801W000000000005364851231095","3000","18.5.2018",7231133,49.848496,6.982558,149,11572,NA,NA,NA,NA,NA,NA,501,NA,251001,0.251,NA,0
"1381",1381,"E3123801W000000000005364851231096","3000","30.5.2018",7231133,49.847475,6.988026,149,11572,NA,NA,NA,NA,NA,NA,534,NA,285156,0.285,NA,0
"1382",1382,"E3123801W000000000005364851231097","3000","30.5.2018",7231133,49.849864,7.002868,149,11572,NA,NA,NA,NA,NA,NA,520,NA,270400,0.27,NA,0
"1383",1383,"E3123801W000000000005364851231098","3000","5.6.2018",7231133,49.846782,7.005707,149,11572,NA,NA,NA,NA,NA,NA,520,NA,270400,0.27,NA,0
"1384",1384,"E3123801W000000000005364851231099","3000","27.6.2018",7231133,49.842398,7.017516,149,11572,NA,NA,NA,NA,NA,NA,614,NA,376996,0.377,NA,0
"1385",1385,"E3123801W000000000005364851231100","3000","25.6.2018",7231133,49.8468,6.97456,149,11572,NA,NA,NA,NA,NA,NA,594,NA,352836,0.353,NA,0
"1386",1386,"E3123801W000000000005364851231101","3000","28.6.2018",7231133,49.850777,7.009939,149,11572,NA,NA,NA,NA,NA,NA,676,NA,456976,0.457,NA,0
"1387",1387,"E3123801W000000000005364851231102","3000","16.6.2018",7231133,49.844554,6.979857,149,11572,NA,NA,NA,NA,NA,NA,594,NA,352836,0.353,NA,0
"1388",1388,"E3123801W000000000005364851231104","3000","11.6.2018",7231133,49.841212,6.971901,149,11572,NA,NA,NA,NA,NA,NA,848,NA,719104,0.719,NA,0
"1389",1389,"E3123801W000000000005364851231106","3000","15.6.2018",7231133,49.846313,7.015019,149,11572,NA,NA,NA,NA,NA,NA,614,NA,376996,0.377,NA,0
"1390",1390,"E3123801W000000000005365291210281","3600","1.2.2018",7232229,50.168119,6.196456,149,136,NA,NA,NA,NA,NA,NA,649,NA,421201,0.421,NA,5
"1391",1391,"E3123801W000000000005365291210283","3600","23.2.2018",7232229,50.171247,6.202702,149,136,NA,NA,NA,NA,NA,NA,634,NA,401956,0.402,NA,5
"1392",1392,"E3123801W000000000005365291210284","3600","21.2.2018",7232229,50.172611,6.196207,149,136,NA,NA,NA,NA,NA,NA,634,NA,401956,0.402,NA,5
"1393",1393,"E3123801W000000000005374811211078","3600","4.2.2019",7232262,50.127334,6.315615,149,136,NA,NA,NA,NA,NA,NA,611,NA,373321,0.373,NA,4
"1394",1394,"E3123801W000000000005374811211079","3600","28.2.2019",7232262,50.12932,6.325649,149,136,NA,NA,NA,NA,NA,NA,655,NA,429025,0.429,NA,5
"1395",1395,"E3123801W000000000005374811211080","3600","18.2.2019",7232262,50.131733,6.331616,149,136,NA,NA,NA,NA,NA,NA,655,NA,429025,0.429,NA,5
"1396",1396,"E3123801W000000000005374811211081","3600","14.1.2019",7232262,50.123982,6.319622,149,136,NA,NA,NA,NA,NA,NA,611,NA,373321,0.373,NA,4
"1397",1397,"E3123801W000000000005374811211082","3600","9.1.2019",7232262,50.124914,6.328064,149,136,NA,NA,NA,NA,NA,NA,675,NA,455625,0.456,NA,5
"1398",1398,"E3123801W000000000005374811211083","3600","8.1.2019",7232201,50.118336,6.325226,149,136,NA,NA,NA,NA,NA,NA,650,NA,422500,0.422,NA,5
"1399",1399,"E3123801W000000000005515501204559","3000","11.5.2018",7231087,49.827564,7.020625,149,115,NA,NA,NA,NA,NA,NA,592,NA,350464,0.35,NA,5
"1400",1400,"E3123801W000000000005515501221216","3000","18.5.2018",7231012,49.84106,7.026111,149,115,NA,NA,NA,NA,NA,NA,784,NA,614656,0.615,NA,7
"1401",1401,"E3123801W000000000005515501221217","3000","23.5.2018",7231133,49.841028,7.011062,149,115,NA,NA,NA,NA,NA,NA,637,NA,405769,0.406,NA,6
"1402",1402,"E3123801W000000000005515501221218","3000","11.6.2018",7231087,49.823871,7.008276,149,115,NA,NA,NA,NA,NA,NA,770,NA,592900,0.593,NA,7
"1403",1403,"E3123801W000000000005515501221220","3000","15.6.2018",7231087,49.827456,7.014317,149,115,NA,NA,NA,NA,NA,NA,592,NA,350464,0.35,NA,5
"1404",1404,"E3123801W000000000005515501221221","3000","26.6.2018",7231133,49.832402,7.012167,149,115,NA,NA,NA,NA,NA,NA,535,NA,286225,0.286,NA,5
"1405",1405,"E3123801W000000000005515501221222","3000","26.6.2018",7231133,49.833779,7.017451,149,115,NA,NA,NA,NA,NA,NA,535,NA,286225,0.286,NA,5
"1406",1406,"E3123801W000000000005515501221223","3000","27.3.2018",7231087,49.832835,7.025361,149,115,NA,NA,NA,NA,NA,NA,463,NA,214369,0.214,NA,4
"1407",1407,"E3123801W000000000005515501221224","3000","6.6.2018",7231133,49.837921,7.018756,149,115,NA,NA,NA,NA,NA,NA,561,NA,314721,0.315,NA,5
"1408",1408,"E3123801W000000000005515501221225","3000","18.5.2018",7231133,49.835867,7.023819,149,115,NA,NA,NA,NA,NA,NA,463,NA,214369,0.214,NA,4
"1409",1409,"E31280100000000000000000174201515","1250","20.12.2002",7134033,49.566232,7.213383,915,62,713401074,55776,"Rückweiler",1250,"2002-12-20",1950842,262,1951,68644,0.069,28.42,4
"1410",1410,"E31280100000000000000000174201515","1250","21.12.2002",7134033,49.567652,7.21169,915,62,713401074,55776,"Rückweiler",1250,"2002-12-20",1950842,262,1951,68644,0.069,28.42,4
"1411",1411,"E31280100000000000000000251301517","1500","27.6.2003",7134042,49.596368,7.206811,85,77,713401075,55776,"Ruschberg",1500,"2003-06-27",2590699,333,2591,110889,0.111,23.363,4
"1412",1412,"E31280100000000000000000251301553","1500","2.12.2003",7134042,49.596521,7.21032,85,77,713401075,55776,"Ruschberg",1500,"2003-12-02",2590699,333,2591,110889,0.111,23.363,4
"1413",1413,"E31280100000000000000000251322342","1500","16.7.2003",7134051,49.599367,7.222215,85,77,713401075,55776,"Ruschberg",1500,"2003-07-16",2590699,487,2591,237169,0.237,10.923,6
"1414",1414,"E31280100000000000000000251322857","1500","31.3.2006",7134042,49.596053,7.202344,100,77,713401075,55776,"Ruschberg",1500,"2006-03-31",2619767,425,2620,180625,0.181,14.504,6
"1415",1415,"E31280100000000000000000331501459","2000","11.11.2004",7134020,49.638191,7.209721,105,90,713402020,55765,"Dienstweiler",2000,"2004-11-11",3349326,567,3349,321489,0.321,10.418,6
"1416",1416,"E31280100000000000000000331513065","2000","12.11.2004",7134020,49.64136,7.214653,105,90,713402020,55765,"Dienstweiler",2000,"2004-11-12",3349326,409,3349,167281,0.167,20.022,5
"1417",1417,"E31280100000000000000000331513066","2000","20.10.2004",7134020,49.642184,7.205446,105,90,713402020,55765,"Dienstweiler",2000,"2004-10-20",3349326,474,3349,224676,0.225,14.907,5
"1418",1418,"E31280100000000000000000331513067","2000","16.11.2004",7134020,49.642056,7.210463,105,90,713402020,55765,"Dienstweiler",2000,"2004-11-16",3349326,409,3349,167281,0.167,20.022,5
"1419",1419,"E31280100000000000000000584431564","1500","29.9.2006",7134019,49.701702,7.409601,100,77,713405055,55758,"Mittelreidenbach",1500,"2006-09-28",2750088,566,2750,320356,0.32,8.584,7
"1420",1420,"E31280100000000000000000584431567","1500","29.9.2006",7134019,49.701099,7.41553,100,77,713405055,55758,"Mittelreidenbach",1500,"2006-09-29",2750088,566,2750,320356,0.32,8.584,7
