"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2"
"888",888,"E31238010000000000000050272011489","1000","30.7.2003",7232292,50.171813,6.325573,89,58,723206292,54595,"Pittenbach",1000,"2003-07-30",1175705,393,1176,154449,0.154449,7.61225388315884
"890",890,"E31238010000000000000052080300684","1800","21.3.2003",7232201,50.100102,6.298855,86,70,723201201,54687,"Arzfeld",1800,"2003-03-21",2489980,298,2490,88804,0.088804,28.0390522949417
"891",891,"E31238010000000000000052080300685","1800","11.6.2003",7232264,50.095499,6.305912,98,70,723201201,54687,"Arzfeld",1800,"2003-06-11",2593715,261,2594,68121,0.068121,38.075116337106
"892",892,"E31238010000000000000052080300686","1800","7.11.2003",7232264,50.089499,6.307146,98,70,723201201,54687,"Arzfeld",1800,"2003-11-07",2593715,632,2594,399424,0.399424,6.49363833920846
"893",893,"E31238010000000000000052080301988","800","21.3.2011",7232258,50.085399,6.303864,73,53,723201201,54687,"Arzfeld",800,"2011-03-21",1342729,305,1343,93025,0.093025,14.4340661112604
"894",894,"E31238010000000000000052080301990","2300","20.9.2011",7232201,50.086801,6.293686,138,82,723201201,54687,"Arzfeld",2300,"2011-09-20",4104394,266,4104,70756,0.070756,58.0077166600712
"895",895,"E31238010000000000000052080320622","1800","26.7.2004",7232201,50.088297,6.299383,98,70,723201201,54687,"Arzfeld",1800,"2004-07-26",2593715,392,2594,153664,0.153664,16.879132392753
"896",896,"E31238010000000000000052080320626","1800","14.11.2003",7232201,50.085704,6.300624,98,70,723201201,54687,"Arzfeld",1800,"2003-11-14",2593715,305,2594,93025,0.093025,27.8819134641225
"897",897,"E31238010000000000000052080320627","1800","17.11.2003",7232201,50.085501,6.295704,98,70,723201201,54687,"Arzfeld",1800,"2003-11-17",2593715,266,2594,70756,0.070756,36.6571739499124
"898",898,"E31238010000000000000052080320628","1800","19.11.2003",7232201,50.083197,6.296794,98,70,723201201,54687,"Arzfeld",1800,"2003-11-19",2593715,348,2594,121104,0.121104,21.4172529396221
"899",899,"E31238010000000000000052080320629","1800","29.7.2004",7232201,50.083609,6.290965,114,70,723201201,54687,"Arzfeld",1800,"2004-07-29",2723350,519,2723,269361,0.269361,10.1104094505144
"901",901,"E31238010000000000000052924301500","1500","11.12.2003",7135028,50.252757,7.190358,85,77,713502028,56761,"Eulgem",1500,"2003-12-11",2150681,424,2151,179776,0.179776,11.9631152100392
"902",902,"E31238010000000000000052924311378","1500","11.12.2003",7135028,50.250264,7.187926,85,77,713502028,56761,"Eulgem",1500,"2003-12-11",2150681,424,2151,179776,0.179776,11.9631152100392
"903",903,"E31238010000000000000052924318045","1500","15.12.2003",7135028,50.255001,7.185393,85,77,713502028,56761,"Eulgem",1500,"2003-12-15",2150681,258,2151,66564,0.066564,32.3099723574304
"904",904,"E31238010000000000000052924318046","1500","10.12.2003",7135028,50.252795,7.182254,85,77,713502028,56761,"Eulgem",1500,"2003-12-10",2150681,274,2151,75076,0.075076,28.6467179924343
"905",905,"E31238010000000000000053249301550","1000","12.11.2003",7233232,50.340169,6.441389,70,58,723306232,54597,"Ormont",1000,"2003-11-12",1028982,238,1029,56644,0.056644,18.1657721912294
"906",906,"E31238010000000000000053249318044","1000","12.11.2003",7233232,50.343302,6.439071,70,58,723306232,54597,"Ormont",1000,"2003-11-12",1028982,370,1029,136900,0.1369,7.51630387143901
"907",907,"E31238010000000000000053360424873","1500","14.1.2004",7232223,50.214449,6.515061,85,70,723206223,54597,"Fleringen",1500,"2003-12-18",2270519,273,2271,74529,0.074529,30.4649062780931
"908",908,"E31238010000000000000053361901087","1500","29.12.2003",7232288,50.281344,6.480823,100,77,723206288,54597,"Olzheim",1500,"2003-12-28",2089737,380,2090,144400,0.1444,14.4718628808864
"910",910,"E31238010000000000000054956500775","2000","16.3.2004",7232071,50.058522,6.621197,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-16",2818963,524,2819,274576,0.274576,10.2666037818309
"911",911,"E31238010000000000000054956524869","2000","28.3.2004",7232071,50.061233,6.616678,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-28",2818963,432,2819,186624,0.186624,15.1050400805898
"912",912,"E31238010000000000000054956524870","2000","12.3.2004",7232071,50.055908,6.617306,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-12",2818963,524,2819,274576,0.274576,10.2666037818309
"913",913,"E31238010000000000000054956524871","2000","12.3.2004",7232071,50.064169,6.617497,100,80,723208071,54655,"Kyllburgweiler",2000,"2004-03-12",2818963,432,2819,186624,0.186624,15.1050400805898
"914",914,"E31238010000000000000055084501543","1800","23.12.2003",7232305,50.218767,6.519803,86,70,723206226,54595,"Weinsheim",1800,"2003-12-23",2718529,257,2719,66049,0.066049,41.159275689261
"915",915,"E31238010000000000000055084518903","1800","30.3.2004",7232223,50.218234,6.516267,86,70,723206226,54595,"Weinsheim",1800,"2004-03-30",2722145,336,2722,112896,0.112896,24.1119703089569
"916",916,"E31238010000000000000055084518905","2300","27.7.2012",7232223,50.217692,6.508723,84,82,723206226,54595,"Weinsheim",2300,"2012-07-27",3910350,504,3910,254016,0.254016,15.3941090325019
"917",917,"E31238010000000000000055549227987","1500","11.5.2005",7232302,50.318722,6.412223,85,77,723206302,54597,"Roth",1500,"2005-05-11",2385455,329,2385,108241,0.108241,22.0383680860302
"918",918,"E31238010000000000000055549250890","1500","11.5.2005",7232302,50.320529,6.417279,85,77,723206302,54597,"Roth",1500,"2005-05-11",2385455,348,2385,121104,0.121104,19.6975739859955
"919",919,"E31238010000000000000055549250891","1500","26.5.2005",7232302,50.321589,6.397124,85,77,723206302,54597,"Roth",1500,"2005-05-26",2385455,339,2385,114921,0.114921,20.7573463509715
"920",920,"E31238010000000000000055549250892","1500","1.6.2005",7232302,50.320783,6.393495,85,77,723206302,54597,"Roth",1500,"2005-06-01",2385455,352,2385,123904,0.123904,19.2524454416322
"921",921,"E31238010000000000000055549250893","1500","2.6.2005",7233232,50.33411,6.463257,65,79,723206302,54597,"Roth",1500,"2005-06-02",1968466,219,1968,47961,0.047961,41.043055816184
"922",922,"E31238010000000000000055549250894","1500","2.6.2005",7232302,50.320319,6.389756,85,77,723206302,54597,"Roth",1500,"2005-06-02",2385455,352,2385,123904,0.123904,19.2524454416322
"923",923,"E31238010000000000000055549250895","1500","9.6.2005",7232302,50.321655,6.382592,85,77,723206302,54597,"Roth",1500,"2005-06-09",2385455,339,2385,114921,0.114921,20.7573463509715
"924",924,"E31238010000000000000055549250896","1500","11.6.2005",7233232,50.336675,6.466976,65,70,723206302,54597,"Roth",1500,"2005-06-11",1968466,271,1968,73441,0.073441,26.803365967239
"925",925,"E31238010000000000000055549250897","1500","16.6.2005",7233232,50.338326,6.465573,65,70,723206302,54597,"Roth",1500,"2005-06-16",1968466,271,1968,73441,0.073441,26.803365967239
"926",926,"E31238010000000000000055549250898","1500","23.6.2005",7233232,50.339966,6.462373,65,70,723206302,54597,"Roth",1500,"2005-06-23",1968466,291,1968,84681,0.084681,23.2456631357684
"927",927,"E31238010000000000000055549250899","1500","23.6.2005",7233232,50.340322,6.46548,65,70,723206302,54597,"Roth",1500,"2005-06-23",1968466,288,1968,82944,0.082944,23.7324701003086
"928",928,"E31238010000000000000055549250900","1500","28.6.2005",7233232,50.336228,6.464064,65,70,723206302,54597,"Roth",1500,"2005-06-28",1968466,276,1968,76176,0.076176,25.8410260449485
"929",929,"E31238010000000000000055549250901","1500","29.6.2005",7233232,50.342373,6.467341,65,70,723206302,54597,"Roth",1500,"2005-06-29",1968466,273,1968,74529,0.074529,26.41208120329
"930",930,"E31238010000000000000055549250903","1500","30.6.2005",7233232,50.338493,6.468679,65,70,723206302,54597,"Roth",1500,"2005-06-30",1968466,288,1968,82944,0.082944,23.7324701003086
"931",931,"E31238010000000000000055549250904","1500","6.7.2005",7233232,50.34082,6.469039,65,70,723206302,54597,"Roth",1500,"2005-07-06",1968466,273,1968,74529,0.074529,26.41208120329
"932",932,"E31238010000000000000055549250905","2000","19.12.2006",7232302,50.310779,6.365265,114,70,723206302,54597,"Roth",2000,"2006-12-19",3062834,364,3063,132496,0.132496,23.1164261562613
"933",933,"E31238010000000000000055549250907","2000","29.12.2006",7232302,50.310147,6.369191,65,70,723206302,54597,"Roth",2000,"2006-12-29",2550837,374,2551,139876,0.139876,18.2364165403643
"934",934,"E31238010000000000000055549250908","2000","21.12.2006",7232302,50.311932,6.361652,114,70,723206302,54597,"Roth",2000,"2006-12-21",3062834,373,3063,139129,0.139129,22.0143463979472
"935",935,"E31238010000000000000055549250909","2000","27.12.2006",7232302,50.309119,6.361574,114,70,723206302,54597,"Roth",2000,"2006-12-27",3062834,319,3063,101761,0.101761,30.0983087823429
"936",936,"E31238010000000000000055549250910","1500","18.2.2007",7232302,50.316179,6.411044,100,77,723206302,54597,"Roth",1500,"2007-02-18",2501972,382,2502,145924,0.145924,17.1457196897015
"937",937,"E31238010000000000000055549250911","1500","10.10.2007",7232302,50.319867,6.384978,85,77,723206302,54597,"Roth",1500,"2007-10-10",2385455,339,2385,114921,0.114921,20.7573463509715
"938",938,"E31238010000000000000055549250913","1500","11.10.2007",7232302,50.322062,6.400723,85,77,723206302,54597,"Roth",1500,"2007-10-11",2385455,339,2385,114921,0.114921,20.7573463509715
"939",939,"E31238010000000000000055549250914","1500","17.10.2007",7232302,50.308273,6.364768,85,77,723206302,54597,"Roth",1500,"2007-10-17",2385455,319,2385,101761,0.101761,23.4417409420112
"940",940,"E31238010000000000000056095100950","2300","21.12.2005",7232247,50.16083,6.232942,90,82,723201221,54597,"Euscheid",2300,"2005-12-21",2443568,475,2444,225625,0.225625,10.8302182825485
"941",941,"E31238010000000000000056095101562","1300","8.12.2005",7232247,50.160005,6.245029,90,62,723201221,54597,"Euscheid",1300,"2005-12-08",1426133,326,1426,106276,0.106276,13.4191444917009
"942",942,"E31238010000000000000056095101563","2300","18.12.2005",7232247,50.164059,6.231964,90,82,723201221,54597,"Euscheid",2300,"2005-12-18",2443568,369,2444,136161,0.136161,17.9461666703388
"943",943,"E31238010000000000000056095150931","2300","28.12.2005",7232247,50.163719,6.235909,90,82,723201221,54597,"Euscheid",2300,"2005-12-28",2443568,369,2444,136161,0.136161,17.9461666703388
"944",944,"E31238010000000000000056095150932","1300","30.12.2005",7232247,50.163753,6.241298,90,62,723201221,54597,"Euscheid",1300,"2005-12-30",1426133,413,1426,170569,0.170569,8.36103277852365
"945",945,"E31238010000000000000056095150933","2300","31.12.2005",7232229,50.186032,6.213196,93,93,723201221,54597,"Euscheid",2300,"2005-12-31",2914676,390,2915,152100,0.1521,19.1628928336621
"946",946,"E31238010000000000000056095150935","2300","2.2.2006",7232229,50.18916,6.22283,93,93,723201221,54597,"Euscheid",2300,"2006-02-02",2914676,417,2915,173889,0.173889,16.7617043056203
"947",947,"E31238010000000000000056095150936","2300","2.2.2006",7232229,50.189522,6.216825,93,93,723201221,54597,"Euscheid",2300,"2006-02-02",2914676,465,2915,216225,0.216225,13.4798288819517
"948",948,"E31238010000000000000056095150937","2300","6.2.2006",7232229,50.191905,6.221429,93,93,723201221,54597,"Euscheid",2300,"2006-02-06",2914676,417,2915,173889,0.173889,16.7617043056203
"949",949,"E31238010000000000000056095150938","2300","6.2.2006",7232229,50.188471,6.211387,93,93,723201221,54597,"Euscheid",2300,"2006-02-06",2914676,390,2915,152100,0.1521,19.1628928336621
"950",950,"E31238010000000000000056095150939","2300","10.2.2006",7232231,50.188151,6.246112,103,93,723201221,54597,"Euscheid",2300,"2006-02-10",3003139,409,3003,167281,0.167281,17.9526604934212
"952",952,"E31238010000000000000056095150941","2300","2.2.2006",7232229,50.171237,6.239236,90,82,723201221,54597,"Euscheid",2300,"2006-02-02",2443568,325,2444,105625,0.105625,23.1343715976331
"953",953,"E31238010000000000000056095150942","2300","4.11.2006",7232231,50.185319,6.246181,103,93,723201221,54597,"Euscheid",2300,"2006-11-04",3003136,409,3003,167281,0.167281,17.9526425595256
"954",954,"E31238010000000000000056095150943","2300","8.12.2006",7232231,50.190455,6.249162,103,93,723201221,54597,"Euscheid",2300,"2006-12-08",3003136,357,3003,127449,0.127449,23.5634332164238
"956",956,"E31238010000000000000059508601130","1500","22.12.2004",7235062,49.570858,6.477665,85,77,723508062,54441,"Kirf",1500,"2004-12-22",3032203,447,3032,199809,0.199809,15.1755076097673
"957",957,"E31238010000000000000060000801065","2000","17.12.2004",7233049,50.253836,6.89955,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-17",2871295,422,2871,178084,0.178084,16.1232620561084
"958",958,"E31238010000000000000060000813188","2000","21.12.2004",7233049,50.252033,6.894412,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-21",2871295,513,2871,263169,0.263169,10.9104605785636
"959",959,"E31238010000000000000060000813189","2000","28.12.2004",7233049,50.257123,6.902248,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-28",2871295,461,2871,212521,0.212521,13.5106413013302
"960",960,"E31238010000000000000060002101148","2000","16.12.2004",7233049,50.255067,6.891524,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-16",2834883,513,2835,263169,0.263169,10.7721008173455
"961",961,"E31238010000000000000060002113190","2000","30.12.2004",7233049,50.256203,6.896874,100,82,723301061,54552,"Sarmersbach",2000,"2004-12-30",2834883,422,2835,178084,0.178084,15.9187967476023
"962",962,"E31238010000000000000060028100621","600","25.1.2005",7232502,49.958467,6.370456,777,40,723208502,54646,"Hisel",600,"2005-01-25",832779,809,833,654481,0.654481,1.27242654866986
"963",963,"E31238010000000000000060638000677","2000","5.3.2005",7232048,50.051398,6.474987,100,85,723208048,54636,"Heilenbach",2000,"2005-03-05",2166963,332,2167,110224,0.110224,19.6596294817826
"964",964,"E31238010000000000000060638009839","2000","1.3.2005",7232048,50.053553,6.473757,100,85,723208048,54636,"Heilenbach",2000,"2005-03-01",1697045,332,1697,110224,0.110224,15.3963292930759
"965",965,"E31238010000000000000060638014133","2000","3.2.2005",7232048,50.054268,6.46739,100,85,723208048,54636,"Heilenbach",2000,"2005-02-03",1511661,458,1512,209764,0.209764,7.20648443012147
"966",966,"E31238010000000000000060638018544","2000","31.12.2004",7232048,50.057373,6.46837,100,85,723208048,54636,"Heilenbach",2000,"2004-12-31",2051869,442,2052,195364,0.195364,10.5027999017219
"967",967,"E31238010000000000000060638018545","2000","26.1.2005",7232048,50.055874,6.472498,100,85,723208048,54636,"Heilenbach",2000,"2005-01-26",1783304,356,1783,126736,0.126736,14.0710137608888
"968",968,"E31238010000000000000060638018546","2000","31.12.2004",7232048,50.060706,6.469544,100,85,723208048,54636,"Heilenbach",2000,"2004-12-31",2162913,495,2163,245025,0.245025,8.82731558004285
"969",969,"E31238010000000000000060638018548","2000","31.12.2004",7232048,50.064227,6.474845,100,80,723208048,54636,"Heilenbach",2000,"2004-12-31",1834775,355,1835,126025,0.126025,14.5588176949018
"970",970,"E31238010000000000000060638034140","1500","29.12.2006",7232048,50.062141,6.47685,85,77,723208048,54636,"Heilenbach",1500,"2006-12-29",1654901,355,1655,126025,0.126025,13.1315294584408
"973",973,"E31238010000000000000063819801660","2000","22.6.2005",7135088,50.034441,7.281597,98,70,713505088,56865,"Walhausen",2000,"2005-06-22",3007366,399,3007,159201,0.159201,18.8903712916376
"975",975,"E31238010000000000000066298909657","2300","10.9.2005",7231122,49.770278,6.952778,100,90,723106123,54424,"Thalfang",2300,"2005-09-10",3637699,371,3638,137641,0.137641,26.4288911007621
"976",976,"E31238010000000000000066298917530","2300","23.9.2005",7231122,49.768056,6.954722,100,90,723106123,54424,"Thalfang",2300,"2005-09-23",3637699,371,3638,137641,0.137641,26.4288911007621
"977",977,"E31238010000000000000067358518954","600","20.9.2005",7232021,49.96434,6.366736,65,44,723208502,54646,"Hisel",600,"2005-09-20",714423,305,714,93025,0.093025,7.67990325181403
"978",978,"E31238010000000000000067358518955","600","29.9.2005",7232021,49.96553,6.369426,65,44,723208502,54646,"Hisel",600,"2005-09-29",714423,305,714,93025,0.093025,7.67990325181403
"979",979,"E31238010000000000000067358518956","600","21.9.2005",7232021,49.961709,6.363417,65,44,723208502,54646,"Brimingen",600,"2005-09-21",714423,274,714,75076,0.075076,9.51599712291545
"980",980,"E31238010000000000000067358518958","600","15.9.2005",7232021,49.963365,6.36201,65,44,723208502,54646,"Brimingen",600,"2005-09-15",714423,274,714,75076,0.075076,9.51599712291545
"981",981,"E31238010000000000000069321501133","1500","25.2.2006",7235062,49.56789,6.476463,85,77,723508062,54441,"Kirf",1500,"2006-02-25",2564374,430,2564,184900,0.1849,13.8689778258518
"990",990,"E31238010000000000000071074223999","2000","16.5.2006",7135093,50.21482,7.20772,100,80,713502093,56761,"Zettingen",2000,"2006-05-16",1854903,325,1855,105625,0.105625,17.5612118343195
"991",991,"E31238010000000000000071074224000","2000","19.5.2006",7135093,50.21028,7.20835,100,80,713502093,56761,"Zettingen",2000,"2006-05-19",1854903,365,1855,133225,0.133225,13.9230850065678
"992",992,"E31238010000000000000071074224001","2000","23.5.2006",7135093,50.21114,7.20454,100,80,713502093,56761,"Zettingen",2000,"2006-05-23",1854903,374,1855,139876,0.139876,13.2610526466299
"993",993,"E31238010000000000000071074224002","2000","25.5.2006",7135093,50.21281,7.19841,100,80,713502011,56761,"Brachtendorf",2000,"2006-05-25",1854903,617,1855,380689,0.380689,4.87248909214608
"994",994,"E31238010000000000000071074231438","2000","29.12.2006",7135090,50.21276,7.20913,100,80,713502093,56761,"Zettingen",2000,"2006-12-29",1854903,325,1855,105625,0.105625,17.5612118343195
