"","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","leistung_s","indatum_s","eiccode","bnetznr","menge_kwh","lk_nr","lk_name","flh","menge_mwh","vg_nr","vg_name"
"1605","E32954010000000000003613500500002","ENERCON GmbH","E-101",3050,"16.10.2013",7339028,"49,774558","8,307561",135,101,733907024,67583,"Guntersblum",3050,"2013-09-23","11YR00000002978L",10002954,5803505,7339,"Mainz-Bingen",1902.78852459016,5804,733907,"Rhein-Selz"
"1606","E32954010000000000003613500500003","ENERCON GmbH","E-101",3050,"21.11.2013",7339028,"49,773458","8,302139",135,101,733907024,67583,"Guntersblum",3050,"2013-09-23","11YR00000002978L",10002954,5925121,7339,"Mainz-Bingen",1942.66262295082,5925,733907,"Rhein-Selz"
"1607","E32954010000000000003613500500004","ENERCON GmbH","E-101",3050,"29.11.2013",7339028,"49,778575","8,300969",135,101,733907024,67583,"Guntersblum",3050,"2013-09-23","11YR00000002978L",10002954,5381206,7339,"Mainz-Bingen",1764.32983606557,5381,733907,"Rhein-Selz"
"1608","E32954010000000000003613500500005","ENERCON GmbH","E 101 FTQ",3050,"23.09.2014",7339015,"49,791167","8,312389",135,101,733907024,67583,"Guntersblum",3050,"2014-09-23","11YR00000002978L",10002954,6235212,7339,"Mainz-Bingen",2044.33180327869,6235,733907,"Rhein-Selz"
"1613","E32954010000000000003615001015600","Kenersys Europe GmbH","K-100-2.5",2500,"19.01.2012",7333083,"49,753703","7,868596",135,100,733307083,67822,"Winterborn",2500,"2012-01-18","11YR00000002978L",10002954,5127793.2,7333,"Donnersbergkreis",2051.11728,5128,733307,"Nordpfälzer Land"
"1614","E32954010000000000003615100500001","ENERCON GmbH","E-92",2350,"08.06.2016",7339060,"49,826203","8,204783",138,92,733106029,55288,"Gabsheim",2300,"2016-06-08",NA,10002954,4313399,7331,"Alzey-Worms",1875.39086956522,4313,733106,"Wörrstadt"
"1615","E32954010000000000003615100500002","ENERCON GmbH","E-92",2350,"13.06.2016",7339060,"49,825683","8,208922",138,92,733106029,55288,"Gabsheim",2300,"2016-06-13",NA,10002954,4313399,7331,"Alzey-Worms",1875.39086956522,4313,733106,"Wörrstadt"
"1616","E32954010000000000003615100500003","ENERCON GmbH","E-92",2350,"21.06.2016",7339060,"49,822604","8,209639",138,92,733106029,55288,"Gabsheim",2300,"2016-06-21",NA,10002954,4313399,7331,"Alzey-Worms",1875.39086956522,4313,733106,"Wörrstadt"
"1617","E32954010000000000003615500200001","ENERCON GmbH","E115",3000,"11.12.2015",7331031,"49,730275","8,170978",149,115,733107039,55234,"Hangen-Weisheim",3000,"2015-12-11",NA,10002954,7390449,7331,"Alzey-Worms",2463.483,7390,733107,"Wonnegau"
"1618","E32954010000000000003615925000001","ENERCON GmbH","E-53",800,"30.12.2015",7339021,"49,911765","7,951871",73,53,733908021,55457,"Gensingen",800,"2015-12-24",NA,10002954,687174.5,7339,"Mainz-Bingen",858.968125,687,733908,"Sprendlingen-Gensingen"
"1619","E32954010000000000003615925000002","ENERCON GmbH","E-53",800,"24.12.2015",7339021,"49,907339","7,950867",73,53,733908021,55457,"Gensingen",800,"2015-12-24",NA,10002954,687174.5,7339,"Mainz-Bingen",858.968125,687,733908,"Sprendlingen-Gensingen"
"1620","E32954010000000000003615925000003","ENERCON GmbH","E-53",800,"24.12.2015",7339021,"49,909182","7,946774",73,53,733908021,55457,"Gensingen",800,"2015-12-30",NA,10002954,687174.5,7339,"Mainz-Bingen",858.968125,687,733908,"Sprendlingen-Gensingen"
"1621","E32954010000000000003616501000001","Senvion Deutschland GmbH","3.4M104",3370,"10.01.2013",7331020,"49,719433","8,172924",128,104,733101020,55234,"Eppelsheim",3370,"2013-01-10","11YR00000002978L",10002954,5658642,7331,"Alzey-Worms",1679.12225519288,5659,733101,"Alzey-Land"
"1622","E32954010000000000003616501000002","Senvion Deutschland GmbH","3.4M104",3370,"11.02.2013",7331011,"49,727468","8,173287",128,104,733107039,55234,"Hangen-Weisheim",3370,"2013-02-02","11YR00000002978L",10002954,5658642,7331,"Alzey-Worms",1679.12225519288,5659,733107,"Wonnegau"
"1623","E32954010000000000003616501000003","Senvion Deutschland GmbH","3.4M104",3370,"02.03.2013",7331011,"49,724727","8,177441",128,104,733107039,55234,"Hangen-Weisheim",3370,"2013-02-11","11YR00000002978L",10002954,5658642,7331,"Alzey-Worms",1679.12225519288,5659,733107,"Wonnegau"
"1624","E32954010000000000003616501900001","Vestas Deutschland GmbH","V112",3075,"03.12.2013",7331020,"49,724463","8,168232",140,112,733101020,55234,"Eppelsheim",3075,"2013-12-03","11YR00000002978L",10002954,6577628,7331,"Alzey-Worms",2139.06601626016,6578,733101,"Alzey-Land"
"1625","E32954010000000000003616501900002","Vestas Deutschland GmbH","V112",3075,"28.12.2013",7331020,"49,722277","8,171946",140,112,733101020,55234,"Eppelsheim",3075,"2013-12-28","11YR00000002978L",10002954,6577628,7331,"Alzey-Worms",2139.06601626016,6578,733101,"Alzey-Land"
"1626","E32954010000000000003616502300001","Vestas Deutschland GmbH","V 112",3075,"11.12.2013",7331024,"49,834964","8,108155",140,112,733101024,55234,"Flomborn",3075,"2013-12-11","11YR00000002978L",10002954,6736364.4,7331,"Alzey-Worms",2190.6876097561,6736,733101,"Alzey-Land"
"1627","E32954010000000000003616502300002","Vestas Deutschland GmbH","V 112",3075,"19.12.2013",7331024,"49,696328","9",140,112,733101024,55234,"Flomborn",3075,"2013-12-19","11YR00000002978L",10002954,6736364.4,7331,"Alzey-Worms",2190.6876097561,6736,733101,"Alzey-Land"
"1628","E32954010000000000003616502300003","Vestas Deutschland GmbH","V 112",3075,"19.12.2013",7331024,"50,505609","8,096741",140,112,733101024,55234,"Flomborn",3075,"2013-12-19","11YR00000002978L",10002954,6736364.4,7331,"Alzey-Worms",2190.6876097561,6736,733101,"Alzey-Land"
"1629","E32954010000000000003616502300004","Vestas Deutschland GmbH","V 112",3075,"20.12.2013",7331024,"49,696817","8,109466",140,112,733101024,55234,"Flomborn",3075,"2013-12-20","11YR00000002978L",10002954,6736364.4,7331,"Alzey-Worms",2190.6876097561,6736,733101,"Alzey-Land"
"1630","E32954010000000000003616502300005","Vestas Deutschland GmbH","V 112",3075,"20.12.2013",7331024,"49,682388","8,113875",140,112,733101024,55234,"Flomborn",3075,"2013-12-20","11YR00000002978L",10002954,6736364.4,7331,"Alzey-Worms",2190.6876097561,6736,733101,"Alzey-Land"
"1631","E32954010000000000003616703100001","ENERCON GmbH","Enercon  E101",3050,"14.11.2014",7339024,"49,788689","8,315234",135.4,101,733907024,67583,"Guntersblum",3050,"2014-11-14","11YR00000002978L",10002954,6184324,7339,"Mainz-Bingen",2027.64721311475,6184,733907,"Rhein-Selz"
"1632","E32954010000000000003616703100002","ENERCON GmbH","Enercon  E101",3050,"25.11.2014",7339024,"49,792433","8,318269",135.4,101,733907024,67583,"Guntersblum",3050,"2014-11-25","11YR00000002978L",10002954,6184324,7339,"Mainz-Bingen",2027.64721311475,6184,733907,"Rhein-Selz"
"1633","E32954010000000000003616703100003","ENERCON GmbH","E101",3050,"17.12.2014",7339024,"49,786923","8,319349",135.4,101,733907024,67583,"Guntersblum",3050,"2014-12-17","11YR00000002978L",10002954,6184324,7339,"Mainz-Bingen",2027.64721311475,6184,733907,"Rhein-Selz"
"1634","E32954010000000000003617201000001","Vestas Deutschland GmbH","V112",3075,"19.12.2014",7331011,"49,721743","8,179003",140,112,733107036,67598,"Gundersheim",3075,"2014-12-19","11YR00000002978L",10002954,6466577,7331,"Alzey-Worms",2102.9518699187,6467,733107,"Wonnegau"
"1635","E32954010000000000003619500400001","ENERCON GmbH","E-101",3000,"13.06.2014",7331021,"49,755798","8,053352",135,101,733101043,55237,"Lonsheim",3050,"2014-04-17","11YR00000002978L",10002954,6673545,7331,"Alzey-Worms",2188.04754098361,6674,733101,"Alzey-Land"
"1636","E32954010000000000003623500815599","ENERCON GmbH","E-101 3.0 MW",3050,"24.01.2012",7331029,"49,814256","8,15921",135.4,101,733106029,55288,"Gabsheim",3050,"2011-12-30","11YR00000002978L",10002954,5871756.02,7331,"Alzey-Worms",1925.16590819672,5872,733106,"Wörrstadt"
"1637","E32954010000000000003623500815600","ENERCON GmbH","E-101 3.0MW",3050,"16.04.2012",7331029,"49,811471","8,15955",135.4,101,733106029,55288,"Gabsheim",3050,"2012-04-16","11YR00000002978L",10002954,5939867.62,7331,"Alzey-Worms",1947.49758032787,5940,733106,"Wörrstadt"
"1638","E32954010000000000003623500815601","ENERCON GmbH","E-101 3.0 MW",3050,"04.05.2012",7331029,"49,817264","8,15995",135.4,101,733106029,55288,"Gabsheim",3050,"2012-05-04","11YR00000002978L",10002954,5562644.6,7331,"Alzey-Worms",1823.81790163934,5563,733106,"Wörrstadt"
"1639","E32954010000000000003623500815602","ENERCON GmbH","E-101",3050,"10.05.2012",7331029,"49,815566","8,171645",135,101,733106029,55288,"Gabsheim",3050,"2012-05-11","11YR00000002978L",10002954,5918498.04,7331,"Alzey-Worms",1940.49116065574,5918,733106,"Wörrstadt"
"1640","E32954010000000000003623500815603","ENERCON GmbH","E-101 3.0 MW",3050,"06.06.2012",7331029,"49,816781","8,16642",135.4,101,733106029,55288,"Gabsheim",3050,"2012-06-06","11YR00000002978L",10002954,5318065.72,7331,"Alzey-Worms",1743.62810491803,5318,733106,"Wörrstadt"
"1641","E32954010000000000003625400100001","Senvion Deutschland GmbH","3.2M114",3200,"13.09.2013",7331046,"49,6243","8,155215",143,114,733103066,67591,"Wachenheim",3200,"2013-09-05","11YR00000002978L",10002954,7026060,7331,"Alzey-Worms",2195.64375,7026,733103,"Monsheim"
"1643","E32954010000000000003625400200001","Senvion Deutschland GmbH","3,2M114",3200,"28.09.2013",7331046,"49,630192","8,154443",143,114,733103066,67591,"Wachenheim",3200,"2013-09-13","11YR00000002978L",10002954,6817890,7331,"Alzey-Worms",2130.590625,6818,733103,"Monsheim"
"1644","E32954010000000000003625400200002","Senvion Deutschland GmbH","3.2M114",3200,"13.09.2013",7331046,"49,627286","8,154125",143,114,733103066,67591,"Wachenheim",3200,"2013-09-13","11YR00000002978L",10002954,6817890,7331,"Alzey-Worms",2130.590625,6818,733103,"Monsheim"
"1645","E32954010000000000003625400200003","Senvion Deutschland GmbH","3.2M114",3200,"13.09.2013",7331046,"49,628387","8,166993",143,114,733103066,67591,"Wachenheim",3200,"2013-09-13","11YR00000002978L",10002954,6817890,7331,"Alzey-Worms",2130.590625,6818,733103,"Monsheim"
"1646","E32954010000000000011100S00000001","ENERCON GmbH","E101",3050,"29.06.2016",7339004,"49,824745","7,987538",135.4,101,733105072,55597,"WÃ¶llstein",3050,"2016-06-29",NA,10002954,4467171,7331,"Alzey-Worms",1464.6462295082,4467,733105,"Wöllstein"
"1651","E32954010200000000001600120811216","GE Wind Energy GmbH","GE-1,5SL",1500,"13.11.2001",7319000,"49,653086","8,302393",85,77,731900000,67550,"Worms-Herrnsheim",1500,"2001-10-12","11YR00000002978L",10002954,1738281.42,7319,"Worms",1158.85428,1738,731900,"Worms"
"1652","E32954010200000000001600120811217","Enron Wind GmbH","1.5 sl",1500,"21.11.2001",7319000,"49,653727","8,293892",100,77,731900000,67550,"Worms-Herrnsheim",1500,"2001-11-21","11YR00000002978L",10002954,1636721.11,7319,"Worms",1091.14740666667,1637,731900,"Worms"
"1653","E32954010200000000001600120811218","GE Wind Energy GmbH","GE-1,5SL",1500,"21.11.2001",7319000,"49,653146","8,297462",85,77,731900000,67550,"Worms-Herrnsheim",1500,"2001-11-21","11YR00000002978L",10002954,1480775.52,7319,"Worms",987.18368,1481,731900,"Worms"
"1654","E32954010200000000001600120811226","Fuhrländer AG","Fuhrländer WP3100",1500,"01.02.2006",7319000,"49,655136","8,29008",85,77,731900000,67550,"Worms-Herrnsheim",1500,"2006-02-01","11YR00000002978L",10002954,1828797.95,7319,"Worms",1219.19863333333,1829,731900,"Worms"
"1655","E32954010200000000001600317015563","Vestas Deutschland GmbH","V112",3000,"22.02.2012",7319000,"49,657308","8,301973",119,112,731900000,67550,"Worms-Herrnsheim",3000,"2011-12-29","11YR00000002978L",10002954,5427870.86,7319,"Worms",1809.29028666667,5428,731900,"Worms"
"1656","E32954010200000000001600317015564","Vestas Deutschland GmbH","V112",3000,"13.01.2012",7319000,"49,649227","8,271765",119,112,731900000,67551,"Worms-Pfeddersheim",3000,"2012-01-13","11YR00000002978L",10002954,5427870.86,7319,"Worms",1809.29028666667,5428,731900,"Worms"
"1657","E32954010200000000001600317015565","Vestas Deutschland GmbH","V112",3000,"21.01.2012",7319000,"49,650905","8,28551",119,112,731900000,67551,"Worms-Pfeddersheim",3000,"2012-01-21","11YR00000002978L",10002954,5427870.86,7319,"Worms",1809.29028666667,5428,731900,"Worms"
"1658","E32954010200000000001600317015566","Vestas Deutschland GmbH","V112",3000,"24.01.2012",7319000,"49,65902","8,291696",119,112,731900000,67550,"Worms-Abenheim",3000,"2012-01-24","11YR00000002978L",10002954,5427870.86,7319,"Worms",1809.29028666667,5428,731900,"Worms"
"1659","E32954010200000000001600317015567","Vestas Deutschland GmbH","V112",3000,"09.02.2012",7319000,"49,652306","8,280835",119,112,731900000,67551,"Worms-Pfeddersheim",3000,"2012-02-09","11YR00000002978L",10002954,5427870.86,7319,"Worms",1809.29028666667,5428,731900,"Worms"
"1660","E32954010200000000001600317015568","Vestas Deutschland GmbH","V112",3000,"09.02.2012",7319000,"49,658572","8,286653",119,112,731900000,67550,"Worms-Abenheim",3000,"2012-02-09","11YR00000002978L",10002954,5427870.86,7319,"Worms",1809.29028666667,5428,731900,"Worms"
"1661","E32954010200000000001600317015569","Vestas Deutschland GmbH","V112",3000,"29.12.2011",7319000,"49,660986","8,299842",119,112,731900000,67550,"Worms-Herrnsheim",3000,"2012-02-22","11YR00000002978L",10002954,5427870.86,7319,"Worms",1809.29028666667,5428,731900,"Worms"
"1662","E32954010200000000003613500211219","ENERCON GmbH","E-58",1000,"20.12.2002",7339015,"49,784283","8,275704",70,58,733907015,55278,"Eimsheim",5800,"2002-07-19","11YR00000002978L",10002954,8349056,7339,"Mainz-Bingen",1439.4924137931,8349,733907,"Rhein-Selz"
"1663","E32954010200000000003615000111202","Nordex Energy GmbH","N43",600,"23.06.1999",7133032,"49,759553","7,873831",77.5,43,713301032,55546,"FÃ¼rfeld",600,"1999-06-23","11YR00000002978L",10002954,671154.22,7133,"Bad Kreuznach",1118.59036666667,671,713301,"Bad Kreuznach"
"1664","E32954010200000000003615000111203","Nordex Energy GmbH","N43",600,"22.07.1999",7133032,"49,759301","7,871033",77.5,43,713301032,55546,"FÃ¼rfeld",600,"1999-07-22","11YR00000002978L",10002954,671154.22,7133,"Bad Kreuznach",1118.59036666667,671,713301,"Bad Kreuznach"
"1665","E32954010200000000003615000111214","Nordex Energy GmbH","N43",600,"01.07.2001",7133032,"49,757093","7,872361",77.5,43,713301032,55546,"FÃ¼rfeld",600,"2001-07-01","11YR00000002978L",10002954,671154.22,7133,"Bad Kreuznach",1118.59036666667,671,713301,"Bad Kreuznach"
"1668","E32954010200000000003616500511201","Nordex Energy GmbH","N43/600",600,"09.06.1999",7331031,"49,738404","8,19873",77.5,43,733107011,55234,"Hochborn",3000,"1999-03-01","11YR00000002978L",10002954,3979649.22,7331,"Alzey-Worms",1326.54974,3980,733107,"Wonnegau"
"1670","E32954010200000000003616500611206","NEG Micon Deutschland GmbH","1500C/64",1500,"10.05.2000",7333076,"49,691096","8,103774",68,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","E32954010200000000003616900611200","Nordex Energy GmbH","N 54 Mk3",1000,"29.12.1998",7339067,"49,878705","8,232687",70,54,733906067,55270,"Zornheim",1000,"1999-01-01","11YR00000002978L",10002954,1271893.75,7339,"Mainz-Bingen",1271.89375,1272,733906,"Nieder-Olm"
"1674","E32954010200000000003617500011215","ENERCON GmbH","E66/18.70-2",1800,"19.09.2001",7331003,"49,757306","8,064478",65,70,733100003,55232,"Alzey-Heimersheim",5400,"2001-09-14","11YR00000002978L",10002954,6610082.03,7331,"Alzey-Worms",1224.08926481481,6610,733100,"Alzey"
"1675","E32954010200000000003617500011223","ENERCON GmbH","E-48",800,"12.01.2006",7331003,"49,761338","8,059445",76,48,733100003,55232,"Alzey-Heimersheim",800,"2005-12-20","11YR00000002978L",10002954,1132362.41,7331,"Alzey-Worms",1415.4530125,1132,733100,"Alzey"
"1676","E32954010200000000003617500011225","ENERCON GmbH","E-48",800,"29.12.2005",7331003,"49,758895","8,058564",76,48,733100003,55232,"Alzey-Heimersheim",800,"2006-01-12","11YR00000002978L",10002954,1105683.59,7331,"Alzey-Worms",1382.1044875,1106,733100,"Alzey"
"1677","E32954010200000000003618000112857","Fuhrländer AG","FL1000",1000,"23.12.1998",7331031,"49,739803","8,203067",70,54,733101031,55234,"Gau-Heppenheim",1000,"1998-12-23","11YR00000002978L",10002954,1186770,7331,"Alzey-Worms",1186.77,1187,733101,"Alzey-Land"
"1678","E32954010200000000003618000414524","ENERCON GmbH","E-53",800,"05.07.2010",7331011,"49,733711","8,199479",73.25,52.9,733107011,55234,"Hochborn",800,"2010-06-23","11YR00000002978L",10002954,1205154.75,7331,"Alzey-Worms",1506.4434375,1205,733107,"Wonnegau"
"1682","E32954010200000000003619600114530","ENERCON GmbH","E53",800,"17.10.2010",7339034,"49,885472","8,30175",73,53,733902034,55296,"LÃ¶rzweiler",800,"2010-10-15","11YR00000002978L",10002954,1272076,7339,"Mainz-Bingen",1590.095,1272,733902,"Bodenheim"
"1683","E32954010200000000003619600114531","ENERCON GmbH","E53",800,"19.10.2010",7339034,"49,884111","8,305416",73,53,733902034,55296,"LÃ¶rzweiler",800,"2010-10-15","11YR00000002978L",10002954,1272076,7339,"Mainz-Bingen",1590.095,1272,733902,"Bodenheim"
"1685","E32954010200000000003620500513047","Vestas Deutschland GmbH","V90",2000,"01.04.2009",7331037,"49,654587","8,26968",105,90,733103047,67591,"MÃ¶rstadt",2000,"2009-03-25","11YR00000002978L",10002954,3566624,7331,"Alzey-Worms",1783.312,3567,733103,"Monsheim"
"1686","E32954010200000000003620500513048","Vestas Deutschland GmbH","V90",2000,"08.04.2009",7331037,"49,655679","8,277489",105,90,733103047,67591,"MÃ¶rstadt",2000,"2009-03-26",NA,10002954,3566624,7331,"Alzey-Worms",1783.312,3567,733103,"Monsheim"
"1687","E32954010200000000003620500513049","Vestas Deutschland GmbH","V90",2000,"02.04.2009",7331037,"49,658476","8,276118",105,90,733103047,67591,"MÃ¶rstadt",2000,"2009-03-26",NA,10002954,3566624,7331,"Alzey-Worms",1783.312,3567,733103,"Monsheim"
"1688","E32954010200000000003621301811210","ENERCON GmbH","E-40/6.44",600,"25.07.2000",7339017,"49,915677","8,22528",65,44,733906042,55268,"Nieder-Olm",600,"2000-07-31","11YR00000002978L",10002954,980087,7339,"Mainz-Bingen",1633.47833333333,980,733906,"Nieder-Olm"
"1689","E32954010200000000003621700111220","GE Wind Energy GmbH","GE-70-1,5",1500,"10.12.2002",7331024,"49,677213","8,11946",65,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","E32954010200000000003621700111221","ENERCON GmbH","E-66",1800,"21.04.2004",7331024,"49,689498","8,106987",60,70,733101052,55234,"Ober-FlÃ¶rsheim",1800,"2004-04-08","11YR00000002978L",10002954,2537681,7331,"Alzey-Worms",1409.82277777778,2538,733101,"Alzey-Land"
"1691","E32954010200000000003623500515469","Kenersys Europe GmbH","K100",2500,"01.12.2011",7331073,"49,843832","8,148647",135,100,733106059,55288,"Schornsheim",2500,"2011-12-01","11YR00000002978L",10002954,3342967.44,7331,"Alzey-Worms",1337.186976,3343,733106,"Wörrstadt"
"1692","E32954010200000000003623500515470","Kenersys Europe GmbH","K100",2500,"02.12.2011",7331073,"49,84677","8,149541",135,100,733106059,55288,"Schornsheim",2500,"2011-12-02","11YR00000002978L",10002954,3342967.44,7331,"Alzey-Worms",1337.186976,3343,733106,"Wörrstadt"
"1693","E32954010200000000003623500515471","Kenersys Europe GmbH","K100",2500,"14.12.2011",7331073,"49,850392","8,152789",135,100,733106059,55288,"Schornsheim",2500,"2011-12-14","11YR00000002978L",10002954,3342967.44,7331,"Alzey-Worms",1337.186976,3343,733106,"Wörrstadt"
"1694","E32954010200000000003623500515472","Kenersys Europe GmbH","K100",2500,"29.12.2011",7331073,"49,85393","8,153214",135,100,733106064,55288,"Udenheim",2500,"2011-12-29","11YR00000002978L",10002954,3342967.44,7331,"Alzey-Worms",1337.186976,3343,733106,"Wörrstadt"
"1695","E32954010200000000003623500515473","Kenersys Europe GmbH","K100",2500,"01.10.2012",7331073,"49,856809","8,159493",135,100,733106064,55288,"Udenheim",2500,"2012-10-01","11YR00000002978L",10002954,3342967.44,7331,"Alzey-Worms",1337.186976,3343,733106,"Wörrstadt"
"1699","E32954010200000000003624100111194","ENERCON GmbH","Enercon E-40",500,"21.05.1997",7331061,"49,815521","8,116954",65,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","E32954010200000000003624100111195","ENERCON GmbH","Enercon E-40",500,"17.05.1997",7331061,"49,81344","8,117547",65,40,733106061,55288,"Spiesheim",1500,"1997-05-17","11YR00000002978L",10002954,2204629.48,7331,"Alzey-Worms",1469.75298666667,2205,733106,"Wörrstadt"
